T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
920.3776354	94	4	2	0	0	98.50305318	0.1497124953	1.347234328	94	4	2										0.003768136489	-0.003222016488	-0.0005461200007	-920.3776354	0	11.9528857586642	
920.3576354	94	4	2	0.001676401394	0.001671046784	98.50251358	0.1499070224	1.347579398	93.9924638	4.006444167	2.001092037										0	0	0	-920.3576354	0.001671046784	11.9842058793181	
920.3376354	94	4	2	0.003348461433	0.00333773774	98.50197439	0.1501014563	1.347924152	93.98492845	4.012887988	2.00218356										0	0	0	-920.3376354	0.00333773774	12.0174086113156	
920.2976354	94	4	2	0.006678072339	0.006656572708	98.50089757	0.1504901586	1.348612266	93.96985939	4.02577629	2.004364319										0	0	0	-920.2976354	0.006656572708	12.0973964765752	
920.2176354	94	4	2	0.01326444186	0.01322129116	98.49875356	0.1512678201	1.349978619	93.93972348	4.051567236	2.008709283										0	0	0	-920.2176354	0.01322129116	12.2615226298031	
920.0576354	94	4	2	0.02620197706	0.02611499686	98.49449232	0.1528210885	1.352686589	93.87947699	4.103165018	2.017357996										0	0	0	-920.0576354	0.02611499686	12.5692634629235	
919.7376354	94	4	2	0.05114033129	0.05096391265	98.48608177	0.1559215693	1.357996657	93.75907926	4.206443876	2.034476869										0	0	0	-919.7376354	0.05096391265	13.2136017075433	
919.0976354	94	4	2	0.09757248469	0.09721158843	98.46968327	0.1620979124	1.368218822	93.51870767	4.413262571	2.068029754										0	0	0	-919.0976354	0.09721158843	14.5811927950076	
917.8176354	94	4	2	0.1785793224	0.1778369403	98.43842332	0.1743572329	1.387219442	93.03994998	4.827502971	2.132547046										0	0	0	-917.8176354	0.1778369403	17.6469629986502	
915.2576354	94	4	2	0.3048146915	0.3033078818	98.38100752	0.1985258137	1.420466668	92.09266264	5.65503032	2.252307036										0	0	0	-915.2576354	0.3033078818	24.5691044102435	
912.6976354	94	4	2	0.3981420777	0.3959142545	98.32890541	0.2222735668	1.448821021	91.16283286	6.475924826	2.361242319										0	0	0	-912.6976354	0.3959142545	32.4824895182344	
910.1376354	94	4	2	0.4695591176	0.4666724678	98.28084648	0.2456552162	1.473498302	90.25415627	7.285142718	2.460701014										0	0	0	-910.1376354	0.4666724678	41.7077173639302	
907.5776354	94	4	2	0.5257448647	0.5222631468	98.23594245	0.2687242949	1.495333251	89.36924752	8.079048864	2.551703616										0	0	0	-907.5776354	0.5222631468	52.2785796637587	
905.0176354	94	4	2	0.570969534	0.5669520079	98.19355249	0.2915321736	1.51491534	88.50974125	8.855179325	2.635079429										0	0	0	-905.0176354	0.5669520079	64.2140606868173	
902.4576354	94	4	2	0.6080796307	0.603579322	98.1532004	0.3141270644	1.53267254	87.67644648	9.612013258	2.711540261										0	0	0	-902.4576354	0.603579322	77.5181801969693	
899.8976354	94	4	2	0.6390382633	0.6341019143	98.11452332	0.3365534279	1.548923256	86.8695226	10.34876061	2.781716785										0	0	0	-899.8976354	0.6341019143	92.1813583855725	
897.3376354	94	4	2	0.665238144	0.6599067726	98.07723853	0.35885172	1.563909749	86.08864603	11.06517734	2.846176629										0	0	0	-897.3376354	0.6599067726	108.182282355936	
894.7776354	94	4	2	0.6876913148	0.6820009398	98.04112145	0.3810584268	1.577820126	85.3331536	11.76141262	2.905433781										0	0	0	-894.7776354	0.6820009398	125.489905905325	
892.2176354	94	4	2	0.7071485872	0.7011309424	98.00599055	0.4032062572	1.590803197	84.60215799	12.43788799	2.959954025										0	0	0	-892.2176354	0.7011309424	144.065377119326	
889.6576354	94	4	2	0.7241771687	0.7178603422	97.97169689	0.4253244529	1.602978657	83.89463626	13.09520484	3.010158907										0	0	0	-889.6576354	0.7178603422	163.863764249735	
887.0976354	94	4	2	0.7392125112	0.7326214948	97.93811663	0.4474391372	1.614444231	83.20949528	13.73407555	3.056429169										0	0	0	-887.0976354	0.7326214948	184.835519728061	
884.5376354	94	4	2	0.7525937689	0.7457509213	97.90514555	0.4695736725	1.62528078	82.54561835	14.3552736	3.099108054										0	0	0	-884.5376354	0.7457509213	206.927693509348	
881.9776354	94	4	2	0.7645885547	0.757513987	97.872695	0.4917490027	1.635556001	81.90189728	14.95959816	3.13850456										0	0	0	-881.9776354	0.757513987	230.084899488352	
879.4176354	94	4	2	0.7754105429	0.768122441	97.84068886	0.5139839686	1.645327176	81.27725373	15.54784965	3.174896616										0	0	0	-879.4176354	0.768122441	254.250079221198	
876.8576354	94	4	2	0.7852321952	0.7777470875	97.80906119	0.5362955914	1.654643223	80.6706526	16.12081327	3.208534131										0	0	0	-876.8576354	0.7777470875	279.365096404745	
874.2976354	94	4	2	0.7941940966	0.7865270783	97.7777544	0.5586993235	1.663546272	80.08110977	16.67924836	3.239641862										0	0	0	-874.2976354	0.7865270783	305.371197970636	
