T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
448.7964768	98	0	2	1	0.9157845446	99.53773163	0	0.4622683738				81.27823836	0	18.72176164				-448.7964768	0.9157845446	-4529.72441721417	
446.2364768	98	0	2	1	0.9152241621	99.5494777	0	0.4505222994				81.2721282	0	18.7278718				-446.2364768	0.9152241621	-4608.78855559404	
443.6764768	98	0	2	1	0.9146734551	99.56105455	0	0.43894545				81.26599204	0	18.73400796				-443.6764768	0.9146734551	-4690.33541725653	
441.1164768	98	0	2	1	0.9141323856	99.57246212	0	0.4275378814				81.25982988	0	18.74017012				-441.1164768	0.9141323856	-4774.47768541398	
438.5564768	98	0	2	1	0.9136009147	99.58370037	0	0.4162996287				81.25364172	0	18.74635828				-438.5564768	0.9136009147	-4861.33515700413	
435.9964768	98	0	2	1	0.9130790035	99.59476929	0	0.4052307059				81.24742757	0	18.75257243				-435.9964768	0.9130790035	-4951.0347056999	
433.4364768	98	0	2	1	0.9125666122	99.6056689	0	0.3943311047				81.24118742	0	18.75881258				-433.4364768	0.9125666122	-5043.70989731094	
430.8764768	98	0	2	1	0.9120637007	99.61639921	0	0.3836007939				81.23492127	0	18.76507873				-430.8764768	0.9120637007	-5145.04862680377	
428.3164768	98	0	2	1	0.9115712604	99.62696028	0	0.3730397153				81.22862912	0	18.77137088				-428.3164768	0.9115712604	-5243.71690881913	
425.7564768	98	0	2	1	0.9110871519	99.6373522	0	0.3626477956				81.22231097	0	18.77768903				-425.7564768	0.9110871519	-5340.6628945807	
423.1964768	98	0	2	1	0.9106123955	99.64757507	0	0.3524249265				81.21596681	0	18.78403319				-423.1964768	0.9106123955	-5446.72515615343	
420.6364768	98	0	2	1	0.910146953	99.65762902	0	0.3423709769				81.20959664	0	18.79040336				-420.6364768	0.910146953	-5556.59187320117	
418.0764768	98	0	2	1	0.9096907809	99.66751421	0	0.3324857883				81.20320044	0	18.79679956				-418.0764768	0.9096907809	-5670.43156454939	
415.5164768	98	0	2	1	0.909243835	99.67723083	0	0.3227691742				81.19677822	0	18.80322178				-415.5164768	0.909243835	-5788.44982511726	
412.9564768	98	0	2	1	0.9088060703	99.68677908	0	0.3132209196				81.19032996	0	18.80967004				-412.9564768	0.9088060703	-5910.86573023666	
410.3964768	98	0	2	1	0.908377441	99.69615922	0	0.3038407794				81.18385565	0	18.81614435				-410.3964768	0.908377441	-6037.91137464643	
407.8364768	98	0	2	1	0.9079579002	99.70537152	0	0.2946284781				81.17735528	0	18.82264472				-407.8364768	0.9079579002	-6169.83600844107	
405.2764768	98	0	2	1	0.9075474003	99.71441629	0	0.2855837087				81.17082883	0	18.82917117				-405.2764768	0.9075474003	-6306.90721063039	
402.7164768	98	0	2	1	0.9071458927	99.72329387	0	0.2767061318				81.16427629	0	18.83572371				-402.7164768	0.9071458927	-6449.40800795943	
400.1564768	98	0	2	1	0.9067533276	99.73200463	0	0.2679953746				81.15769764	0	18.84230236				-400.1564768	0.9067533276	-6597.64387554728	
397.5964768	98	0	2	1	0.9063696544	99.74054897	0	0.2594510304				81.15109287	0	18.84890713				-397.5964768	0.9063696544	-6751.94178608629	
395.0364768	98	0	2	1	0.9059948212	99.74892734	0	0.2510726571				81.14446195	0	18.85553805				-395.0364768	0.9059948212	-6912.65084814916	
392.4764768	98	0	2	1	0.905628775	99.75714022	0	0.2428597769				81.13780487	0	18.86219513				-392.4764768	0.905628775	-7080.14955259217	
389.9164768	98	0	2	1	0.9052714618	99.76518813	0	0.234811875				81.13112159	0	18.86887841				-389.9164768	0.9052714618	-7254.84156191921	
387.3564768	98	0	2	1	0.9049228261	99.7730716	0	0.2269283988				81.1244121	0	18.8755879				-387.3564768	0.9049228261	-7437.16265819176	
384.7964768	98	0	2	1	0.9045828114	99.78079124	0	0.2192087574				81.11767637	0	18.88232363				-384.7964768	0.9045828114	-7627.58287274119	
382.2364768	98	0	2	1	0.9042513597	99.78834768	0	0.2116523199				81.11091436	0	18.88908564				-382.2364768	0.9042513597	-7826.60849909158	
379.6764768	98	0	2	1	0.9039284118	99.79574158	0	0.2042584155				81.10412606	0	18.89587394				-379.6764768	0.9039284118	-8034.78710695056	
377.1164768	98	0	2	1	0.903613907	99.80297367	0	0.1970263319				81.09731142	0	18.90268858				-377.1164768	0.903613907	-8252.71115625838	
374.5564768	98	0	2	1	0.9033077833	99.81004469	0	0.1899553149				81.09047041	0	18.90952959				-374.5564768	0.9033077833	-8481.02328922139	
371.9964768	98	0	2	1	0.9030099772	99.81695543	0	0.1830445673				81.08360299	0	18.91639701				-371.9964768	0.9030099772	-8720.41757012515	
369.4364768	98	0	2	1	0.9027204236	99.82370675	0	0.1762932483				81.07670913	0	18.92329087				-369.4364768	0.9027204236	-8971.6507670574	
366.8764768	98	0	2	1	0.902439056	99.83029953	0	0.1697004728				81.06978878	0	18.93021122				-366.8764768	0.902439056	-9235.54902844521	
364.3164768	98	0	2	1	0.9021658064	99.83673469	0	0.1632653104				81.0628419	0	18.9371581				-364.3164768	0.9021658064	-9513.00533187358	
361.7564768	98	0	2	1	0.9019006049	99.84301322	0	0.1569867847				81.05586844	0	18.94413156				-361.7564768	0.9019006049	-9805.00201150105	
359.1964768	98	0	2	1	0.9016433804	99.84913613	0	0.150863873				81.04886835	0	18.95113165				-359.1964768	0.9016433804	-10112.6113878759	
356.6364768	98	0	2	1	0.9013940598	99.85510449	0	0.1448955051				81.04184159	0	18.95815841				-356.6364768	0.9013940598	-10437.0005860771	
354.0764768	98	0	2	1	0.9011525683	99.86091944	0	0.1390805632				81.0347881	0	18.9652119				-354.0764768	0.9011525683	-10779.4670695419	
351.5164768	98	0	2	1	0.9009188298	99.86658212	0	0.1334178809				81.02770782	0	18.97229218				-351.5164768	0.9009188298	-11141.4241848813	
348.9564768	98	0	2	1	0.9006927659	99.87209376	0	0.1279062431				81.02060068	0	18.97939932				-348.9564768	0.9006927659	-11524.4281781401	
346.3964768	98	0	2	1	0.9004742967	99.87745561	0	0.122544385				81.01346663	0	18.98653337				-346.3964768	0.9004742967	-11930.2162679947	
343.8364768	98	0	2	1	0.9002633407	99.88266901	0	0.1173309923				81.00630561	0	18.99369439				-343.8364768	0.9002633407	-12360.6934901156	
341.2764768	98	0	2	1	0.9000598142	99.8877353	0	0.1122647005				80.99911753	0	19.00088247				-341.2764768	0.9000598142	-12817.9838423672	
338.7164768	98	0	2	1	0.8998636321	99.89265591	0	0.1073440944				80.99190233	0	19.00809767				-338.7164768	0.8998636321	-13304.4448874793	
336.1564768	98	0	2	1	0.899674707	99.89743229	0	0.1025677083				80.98465992	0	19.01534008				-336.1564768	0.899674707	-13822.7084720386	
333.5964768	98	0	2	1	0.89949295	99.90206597	0	0.09793402579				80.97739024	0	19.02260976				-333.5964768	0.89949295	-14375.736993422	
331.0364768	98	0	2	1	0.8993182704	99.90655852	0	0.09344147925				80.97009319	0	19.02990681				-331.0364768	0.8993182704	-14966.8282181325	
328.4764768	98	0	2	1	0.8991505753	99.91091155	0	0.0890884503				80.96276868	0	19.03723132				-328.4764768	0.8991505753	-15599.7064705749	
325.9164768	98	0	2	1	0.8989897702	99.91512673	0	0.08487326967				80.95541663	0	19.04458337				-325.9164768	0.8989897702	-16278.5968862713	
323.3564768	98	0	2	1	0.8988357588	99.91920578	0	0.08079421741				80.94803693	0	19.05196307				-323.3564768	0.8988357588	-17008.2711790591	
320.7964768	98	0	2	1	0.8986884428	99.92315048	0	0.07684952386				80.94062948	0	19.05937052				-320.7964768	0.8986884428	-17794.1615396383	
318.2364768	98	0	2	1	0.8985477221	99.92696263	0	0.07303736703				80.93319418	0	19.06680582				-318.2364768	0.8985477221	-18642.4947236016	
315.6764768	98	0	2	1	0.8984134949	99.93064412	0	0.06935587764				80.92573092	0	19.07426908				-315.6764768	0.8984134949	-19560.4195922236	
313.1164768	98	0	2	1	0.8982856576	99.93419686	0	0.06580313652				80.91823958	0	19.08176042				-313.1164768	0.8982856576	-20556.1664367847	
310.5564768	98	0	2	1	0.8981641047	99.93762282	0	0.06237717611				80.91072003	0	19.08927997				-310.5564768	0.8981641047	-21639.3046334494	
307.9964768	98	0	2	1	0.8980487292	99.94092402	0	0.05907598122				80.90317216	0	19.09682784				-307.9964768	0.8980487292	-22820.9717246105	
305.4364768	98	0	2	1	0.8979394221	99.94410251	0	0.05589748991				80.89559584	0	19.10440416				-305.4364768	0.8979394221	-24114.2728716932	
302.8764768	98	0	2	1	0.8978360732	99.94716041	0	0.05283959452				80.88799091	0	19.11200909				-302.8764768	0.8978360732	-25534.6450903756	
300.3164768	98	0	2	1	0.8977385702	99.95009986	0	0.04990014277				80.88035725	0	19.11964275				-300.3164768	0.8977385702	-26984.3667127359	
300	98	0	2	1	0.8977268799	99.95045512	0	0.0495448754				80.87941154	0	19.12058846				-300	0.8977268799	-27159.1197673492	
