T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
893.0892232	84	15	1	0	0	98.44214114	1.027317673	0.5305411864	84	15	1							0.003378049268	-0.003268239965	-0.0001098093027	-893.0892232	0	42.7283462314463	
893.0692232	84	15	1	0.0005008944626	0.0004677264259	98.44166163	1.027797601	0.5305407728	83.99324416	15.00653619	1.000219654							0	0	0	-893.0692232	0.0004677264259	42.7917308584798	
893.0492232	84	15	1	0.001001045332	0.0009347610628	98.44118213	1.028277528	0.5305403441	83.98648971	15.01307106	1.000439229							0	0	0	-893.0492232	0.0009347610628	42.8399026996475	
893.0092232	84	15	1	0.002000182902	0.00186775099	98.44022312	1.0292373	0.530539576	83.97298439	15.02613719	1.000878419							0	0	0	-893.0092232	0.00186775099	42.9136661013917	
892.9292232	84	15	1	0.003992753943	0.00372843539	98.43830514	1.031156598	0.530538262	83.9459886	15.05225472	1.001756681							0	0	0	-892.9292232	0.00372843539	43.0768139651763	
892.7692232	84	15	1	0.007955208435	0.00742874284	98.43446927	1.034994212	0.53053652	83.89205665	15.10443063	1.003512722							0	0	0	-892.7692232	0.00742874284	43.4546144352466	
892.4492232	84	15	1	0.01576426488	0.01472164405	98.42679846	1.042669099	0.5305324452	83.78443883	15.20854654	1.007014626							0	0	0	-892.4492232	0.01472164405	44.2400324472093	
891.8092232	84	15	1	0.03100921333	0.02896084747	98.41145862	1.058007019	0.5305343571	83.57017223	15.41582597	1.014001809							0	0	0	-891.8092232	0.02896084747	45.7237776647641	
890.5292232	84	15	1	0.0600328863	0.05607702805	98.3807857	1.088644217	0.5305700869	83.14557016	15.82654033	1.027889511							0	0	0	-890.5292232	0.05607702805	48.8589989691841	
887.9692232	84	15	1	0.1128291989	0.1054305191	98.31945435	1.149771913	0.5307737376	82.31236247	16.63233626	1.055301268							0	0	0	-887.9692232	0.1054305191	55.4249411989877	
885.4092232	84	15	1	0.1595490682	0.149137028	98.25811912	1.210731433	0.5311494423	81.50087292	17.41694813	1.082178948							0	0	0	-885.4092232	0.149137028	62.3621584023571	
882.8492232	84	15	1	0.2011431851	0.1880790847	98.19675215	1.271552995	0.5316948543	80.71136317	18.18015529	1.108481545							0	0	0	-882.8492232	0.1880790847	69.7665373071881	
880.2892232	84	15	1	0.2383779978	0.2229682649	98.1353254	1.332269711	0.5324048914	79.94388557	18.92193858	1.13417585							0	0	0	-880.2892232	0.2229682649	77.6390694136278	
877.7292232	84	15	1	0.2718812039	0.2543874501	98.07381042	1.392916521	0.5332730599	79.19830877	19.64245371	1.15923752							0	0	0	-877.7292232	0.2543874501	85.9749966339705	
875.1692232	84	15	1	0.3021712259	0.2828181654	98.01217822	1.45352984	0.5342919391	78.47434566	20.34200396	1.183650374							0	0	0	-875.1692232	0.2828181654	94.7664458084988	
872.6092232	84	15	1	0.3296794519	0.3086612039	97.9503992	1.514147232	0.5354535653	77.77158156	21.02101293	1.207405504							0	0	0	-872.6092232	0.3086612039	104.002625734232	
870.0492232	84	15	1	0.3547672642	0.3322524169	97.88844315	1.574807111	0.5367497348	77.08950096	21.67999873	1.230500314							0	0	0	-870.0492232	0.3322524169	113.670067116691	
867.4892232	84	15	1	0.3777392446	0.3538749579	97.82627927	1.635548489	0.5381722366	76.42751193	22.31955052	1.252937551							0	0	0	-867.4892232	0.3538749579	123.770170934641	
864.9292232	84	15	1	0.3988484892	0.3737639481	97.76387547	1.696412811	0.539711717	75.7849671	22.9403113	1.274721597							0	0	0	-864.9292232	0.3737639481	134.244416249926	
862.3692232	84	15	1	0.4183258441	0.3921346587	97.70120139	1.757435416	0.5413631921	75.16118437	23.54294654	1.295869089							0	0	0	-862.3692232	0.3921346587	145.084724418526	
859.8092232	84	15	1	0.43635349	0.4091563607	97.63822394	1.818658274	0.5431177847	74.55545921	24.12815039	1.316390401							0	0	0	-859.8092232	0.4091563607	156.298655119441	
857.2492232	84	15	1	0.4530933195	0.424979776	97.57491034	1.880121121	0.5449685343	73.96707923	24.69661954	1.336301234							0	0	0	-857.2492232	0.424979776	167.845570413383	
854.6892232	84	15	1	0.468685135	0.4397351137	97.5112274	1.941863667	0.5469089322	73.39533381	25.24904731	1.355618874							0	0	0	-854.6892232	0.4397351137	179.701324361877	
852.1292232	84	15	1	0.4832501524	0.4535353204	97.44714149	2.003925578	0.5489329311	72.83952201	25.78611626	1.374361726							0	0	0	-852.1292232	0.4535353204	191.840761841976	
849.5692232	84	15	1	0.4968938838	0.4664787548	97.38261857	2.066346491	0.5510349421	72.29895846	26.30849262	1.39254892							0	0	0	-849.5692232	0.4664787548	204.23785659694	
847.0092232	84	15	1	0.5097085171	0.4786513959	97.31762413	2.129166042	0.5532098235	71.77297778	26.81682222	1.410200001							0	0	0	-847.0092232	0.4786513959	216.86584359296	
844.4492232	84	15	1	0.5217748906	0.4901286758	97.25212322	2.192423922	0.5554528628	71.26093769	27.31172763	1.427334674							0	0	0	-844.4492232	0.4901286758	229.697322882679	
841.8892232	84	15	1	0.5331641387	0.5009770079	97.18608031	2.256159934	0.5577597551	70.76222103	27.79380636	1.443972611							0	0	0	-841.8892232	0.5009770079	242.704350032589	
839.3292232	84	15	1	0.5439390691	0.5112550659	97.11945935	2.320414075	0.5601265794	70.27623696	28.26362974	1.460133297							0	0	0	-839.3292232	0.5112550659	255.858512815313	
836.7692232	84	15	1	0.5541553201	0.5210148589	97.0522236	2.385226625	0.5625497742	69.80242156	28.72174252	1.475835919							0	0	0	-836.7692232	0.5210148589	269.130988791394	
834.2092232	84	15	1	0.5638623368	0.5303026387	96.98433565	2.450638238	0.5650261131	69.34023787	29.16866285	1.49109928							0	0	0	-834.2092232	0.5303026387	282.492590921854	
831.6492232	84	15	1	0.5731041979	0.5391596682	96.91575727	2.516690048	0.5675526811	68.88917561	29.60488264	1.505941746							0	0	0	-831.6492232	0.5391596682	295.913804635085	
829.0892232	84	15	1	0.5819203177	0.5476228745	96.84644937	2.583423776	0.5701268522	68.44875056	30.03086824	1.520381209							0	0	0	-829.0892232	0.5476228745	309.364862165514	
826.5292232	84	15	1	0.5903460426	0.5557254037	96.77637188	2.650881851	0.5727462681	68.01850391	30.44706103	1.534435057							0	0	0	-826.5292232	0.5557254037	322.815591713837	
823.9692232	84	15	1	0.598413172	0.563497106	96.70548365	2.719107527	0.5754088181	67.59800087	30.85387894	1.548120196							0	0	0	-823.9692232	0.563497106	336.235670132409	
821.4092232	84	15	1	0.6061503846	0.5709649322	96.63374237	2.788145009	0.5781126226	67.18683038	31.2517166	1.561453015							0	0	0	-821.4092232	0.5709649322	349.594593954272	
818.8492232	84	15	1	0.6135836256	0.5781532951	96.56110439	2.858039591	0.5808560154	66.78460359	31.64094699	1.574449426							0	0	0	-818.8492232	0.5781532951	362.86152022159	
816.2892232	84	15	1	0.6207364317	0.5850843717	96.48752468	2.928837791	0.5836375299	66.39095285	32.02192228	1.58712487							0	0	0	-816.2892232	0.5850843717	376.005432427103	
813.7292232	84	15	1	0.6276302138	0.5917783677	96.41295662	3.000587499	0.5864558857	66.00553071	32.39497495	1.599494347							0	0	0	-813.7292232	0.5917783677	388.995104312337	
811.1692232	84	15	1	0.6342845036	0.5982537473	96.33735189	3.073338131	0.5893099772	65.6280088	32.76041875	1.611572441							0	0	0	-811.1692232	0.5982537473	401.799117192909	
808.6092232	84	15	1	0.6407171678	0.6045274338	96.26066035	3.147140791	0.5921988636	65.25807688	33.11854977	1.623373349							0	0	0	-808.6092232	0.6045274338	414.385877332971	
