T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(LI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
917.5910272	94	6	0	0	0	99.39928637	0.6007136312	0	94	6	0				0.003689097741	-0.003689097741		-917.5910272	0	14.6377250383634	
917.5710272	94	6	0	0.001408842958	0.001364928453	99.39851499	0.6014850149	0	93.9926219	6.007378102	0				0	0		-917.5710272	0.001364928453	14.6678403281193	
917.5510272	94	6	0	0.002814786666	0.002727060238	99.39774357	0.6022564329	0	93.98524435	6.014755647	0				0	0		-917.5510272	0.002727060238	14.6994683499175	
917.5110272	94	6	0	0.005617151892	0.005442135093	99.3962006	0.6037994048	0	93.97049075	6.029509252	0				0	0		-917.5110272	0.005442135093	14.7775404153179	
917.4310272	94	6	0	0.01117116657	0.01082329187	99.39311415	0.6068858467	0	93.94098986	6.059010139	0				0	0		-917.4310272	0.01082329187	14.9387652984711	
917.2710272	94	6	0	0.02212085128	0.02143276293	99.3869392	0.6130607988	0	93.88201267	6.117987334	0				0	0		-917.2710272	0.02143276293	15.2344913781774	
916.9510272	94	6	0	0.04338072076	0.04203432267	99.37458103	0.6254189659	0	93.76415799	6.235842009	0				0	0		-916.9510272	0.04203432267	15.8503852388741	
916.3110272	94	6	0	0.08352042769	0.0809397959	99.34983134	0.6501686605	0	93.52885098	6.471149018	0				0	0		-916.3110272	0.0809397959	17.134529517302	
915.0310272	94	6	0	0.1554119711	0.1506532063	99.30019589	0.6998041083	0	93.05987447	6.940125526	0				0	0		-915.0310272	0.1506532063	19.9179398490499	
912.4710272	94	6	0	0.2728179351	0.2646167541	99.20035916	0.7996408414	0	92.1286982	7.871301798	0				0	0		-912.4710272	0.2646167541	25.9510872492434	
909.9110272	94	6	0	0.3646245933	0.3538694832	99.09972565	0.9002743513	0	91.20698887	8.793011133	0				0	0		-909.9110272	0.3538694832	32.5412543682258	
907.3510272	94	6	0	0.4383669209	0.4256865604	98.99824081	1.001759186	0	90.29524413	9.704755872	0				0	0		-907.3510272	0.4256865604	39.8693439917622	
904.7910272	94	6	0	0.498894748	0.4847508042	98.89584597	1.104154025	0	89.39393824	10.60606176	0				0	0		-904.7910272	0.4847508042	47.923058039657	
902.2310272	94	6	0	0.5494690782	0.5342110927	98.79247873	1.20752127	0	88.5035229	11.4964771	0				0	0		-902.2310272	0.5342110927	56.6866718861558	
899.6710272	94	6	0	0.5923639069	0.5762634067	98.68807239	1.311927606	0	87.62442037	12.37557963	0				0	0		-899.6710272	0.5762634067	66.1398481123216	
897.1110272	94	6	0	0.6292136917	0.6124863047	98.58255577	1.417444232	0	86.75702014	13.24297986	0				0	0		-897.1110272	0.6124863047	76.2569467237637	
894.5510272	94	6	0	0.6612236847	0.6440439969	98.47585286	1.524147135	0	85.90167601	14.09832399	0				0	0		-894.5510272	0.6440439969	87.0063218396784	
891.9910272	94	6	0	0.6893023787	0.6718142211	98.36788261	1.632117387	0	85.05870373	14.94129627	0				0	0		-891.9910272	0.6718142211	98.3496470795578	
889.4310272	94	6	0	0.7141477616	0.6964715223	98.25855851	1.741441493	0	84.22837921	15.77162079	0				0	0		-889.4310272	0.6964715223	110.241295617067	
886.8710272	94	6	0	0.736305144	0.7185430866	98.14778822	1.852211783	0	83.41093735	16.58906265	0				0	0		-886.8710272	0.7185430866	122.6278003383	
884.3110272	94	6	0	0.756206923	0.7384471364	98.03547315	1.964526852	0	82.60657151	17.39342849	0				0	0		-884.3110272	0.7384471364	135.447421551408	
881.7510272	94	6	0	0.7742005439	0.7565199302	97.92150793	2.078492065	0	81.81543348	18.18456652	0				0	0		-881.7510272	0.7565199302	148.629851267873	
879.1910272	94	6	0	0.7905685554	0.7730351305	97.80577987	2.194220134	0	81.03763407	18.96236593	0				0	0		-879.1910272	0.7730351305	162.096074234541	
876.6310272	94	6	0	0.8055432538	0.7882179484	97.68816822	2.311831777	0	80.27324416	19.72675584	0				0	0		-876.6310272	0.7882179484	175.758416281786	
874.0710272	94	6	0	0.8193175503	0.8022556409	97.56854353	2.431456471	0	79.52229613	20.47770387	0				0	0		-874.0710272	0.8022556409	189.520793150874	
871.5110272	94	6	0	0.8320531535	0.815305419	97.44676668	2.55323332	0	78.78478569	21.21521431	0				0	0		-871.5110272	0.815305419	203.279165803308	
868.9510272	94	6	0	0.8438868165	0.8275004877	97.32268795	2.677312053	0	78.060674	21.939326	0				0	0		-868.9510272	0.8275004877	216.922232209419	
866.3910272	94	6	0	0.8549351657	0.8389547174	97.19614583	2.803854174	0	77.34988998	22.65011002	0				0	0		-866.3910272	0.8389547174	230.332328897417	
863.8310272	94	6	0	0.8652984792	0.8497663042	97.06696571	2.933034288	0	76.65233275	23.34766725	0				0	0		-863.8310272	0.8497663042	243.386556171061	
861.2710272	94	6	0	0.8750636777	0.8600206699	96.93495835	3.065041649	0	75.96787422	24.03212578	0				0	0		-861.2710272	0.8600206699	255.958103299841	
858.7110272	94	6	0	0.8843067181	0.8697927898	96.79991806	3.200081942	0	75.29636162	24.70363838	0				0	0		-858.7110272	0.8697927898	267.917741571445	
856.1510272	94	6	0	0.8930945335	0.8791490836	96.66162062	3.338379382	0	74.63762006	25.36237994	0				0	0		-856.1510272	0.8791490836	279.135481123467	
853.5910272	94	6	0	0.9014866225	0.8881489721	96.51982084	3.480179158	0	73.99145506	26.00854494	0				0	0		-853.5910272	0.8881489721	289.482332811473	
851.0310272	94	6	0	0.9095363709	0.8968461787	96.37424968	3.625750318	0	73.35765487	26.64234513	0				0	0		-851.0310272	0.8968461787	298.832124773493	
848.4710272	94	6	0	0.9172921662	0.9052898369	96.22461083	3.775389172	0	72.73599273	27.26400727	0				0	0		-848.4710272	0.9052898369	307.063365966162	
845.9110272	94	6	0	0.9247983547	0.9135254507	96.07057665	3.929423352	0	72.12622903	27.87377097	0				0	0		-845.9110272	0.9135254507	314.061071081194	
843.3510272	94	6	0	0.9320960812	0.9215957503	95.91178335	4.088216653	0	71.52811312	28.47188688	0				0	0		-843.3510272	0.9215957503	319.71849939124	
840.7910272	94	6	0	0.9392240449	0.9295414759	95.74782513	4.252174871	0	70.94138513	29.05861487	0				0	0		-840.7910272	0.9295414759	323.938808561571	
838.2310272	94	6	0	0.9462192005	0.9374021204	95.57824712	4.421752884	0	70.36577749	29.63422251	0				0	0		-838.2310272	0.9374021204	326.636512285676	
835.6710272	94	6	0	0.953117434	0.9452166634	95.40253669	4.597463305	0	69.80101618	30.19898382	0				0	0		-835.6710272	0.9452166634	327.738757256109	
833.1110272	94	6	0	0.959954239	0.9530243252	95.22011284	4.779887156	0	69.24682193	30.75317807	0				0	0		-833.1110272	0.9530243252	327.186366595715	
830.5510272	94	6	0	0.9667654273	0.9608653797	95.03031285	4.969687151	0	68.70291102	31.29708898	0				0	0		-830.5510272	0.9608653797	324.934626083569	
827.9910272	94	6	0	0.9735879066	0.9687820669	94.83237557	5.167624427	0	68.16899594	31.83100406	0				0	0		-827.9910272	0.9687820669	320.953824461861	
825.4310272	94	6	0	0.9804605744	0.9768196627	94.62542018	5.374579824	0	67.64478572	32.35521428	0				0	0		-825.4310272	0.9768196627	315.229514291588	
822.8710272	94	6	0	0.9874253868	0.9850277802	94.40841865	5.591581348	0	67.12998604	32.87001396	0				0	0		-822.8710272	0.9850277802	307.908503906675	
821.5910272	94	6	0	0.9909562383	0.9892124207	94.29578046	5.704219542	0	66.87602217	33.12397783	0				0	0		-821.5910272	0.9892124207	303.563814953383	
820.9510272	94	6	0	0.9927370883	0.9913288781	94.23835432	5.761645684	0	66.74988285	33.25011715	0				0	0		-820.9510272	0.9913288781	300.922542479188	
820.7910272	94	6	0	0.9931845114	0.9918612303	94.22387864	5.776121359	0	66.71843494	33.28156506	0				0	0		-820.7910272	0.9918612303	301.698956119053	
820.7510272	94	6	0	0.9932958067	0.9919936876	94.22025219	5.779747808	0	66.71057843	33.28942157	0				0	0		-820.7510272	0.9919936876	290.413048550234	
820.741062	94	6	0	1	0.9952834542	94.21934827	5.780651735	0	66.70862147	33.29137853	0	47.71322393	52.28677607	0	0	0		-820.741062	0.9952834542	-887.233946786558	
820.7210272	94	6	0	1	0.9952607153	94.22041025	5.77958975	0				47.71302481	52.28697519	0				-820.7210272	0.9952607153	-882.585781368477	
820.7010272	94	6	0	1	0.995238093	94.22146992	5.778530078	0				47.712826	52.287174	0				-820.7010272	0.995238093	-883.767420960786	
820.6610272	94	6	0	1	0.9951927998	94.22358881	5.776411187	0				47.71242846	52.28757154	0				-820.6610272	0.9951927998	-883.413713795434	
820.5810272	94	6	0	1	0.9951022991	94.22782384	5.772176164	0				47.71163352	52.28836648	0				-820.5810272	0.9951022991	-884.529407831075	
820.4210272	94	6	0	1	0.9949216396	94.23628286	5.763717138	0				47.71004409	52.28995591	0				-820.4210272	0.9949216396	-886.763003417655	
820.1010272	94	6	0	1	0.9945616816	94.25315697	5.746843027	0				47.70686712	52.29313288	0				-820.1010272	0.9945616816	-890.404779342398	
819.4610272	94	6	0	1	0.9938451694	94.28673055	5.713269447	0				47.70052077	52.29947923	0				-819.4610272	0.9938451694	-897.330987051248	
818.1810272	94	6	0	1	0.992431508	94.35318866	5.646811338	0				47.68785865	52.31214135	0				-818.1810272	0.992431508	-913.396038574755	
815.6210272	94	6	0	1	0.9896755208	94.48341851	5.51658149	0				47.66265788	52.33734212	0				-815.6210272	0.9896755208	-944.896633890369	
813.0610272	94	6	0	1	0.9870099134	94.61019465	5.389805354	0				47.63762408	52.36237592	0				-813.0610272	0.9870099134	-976.703174961374	
810.5010272	94	6	0	1	0.9844305598	94.73366144	5.266338555	0				47.61275991	52.38724009	0				-810.5010272	0.9844305598	-1009.06939993823	
807.9410272	94	6	0	1	0.9819332784	94.85395364	5.146046358	0				47.58806788	52.41193212	0				-807.9410272	0.9819332784	-1041.94428005529	
805.3810272	94	6	0	1	0.9795141832	94.9711972	5.028802801	0				47.56355038	52.43644962	0				-805.3810272	0.9795141832	-1075.33946406632	
802.8210272	94	6	0	1	0.9771696572	95.08551008	4.914489923	0				47.53920967	52.46079033	0				-802.8210272	0.9771696572	-1109.26704053719	
800.2610272	94	6	0	1	0.9748963279	95.19700292	4.802997079	0				47.51504791	52.48495209	0				-800.2610272	0.9748963279	-1143.73935337603	
797.7010272	94	6	0	1	0.9726910455	95.30577968	4.694220324	0				47.49106712	52.50893288	0				-797.7010272	0.9726910455	-1178.76915031377	
795.1410272	94	6	0	1	0.970550864	95.41193814	4.588061865	0				47.46726926	52.53273074	0				-795.1410272	0.970550864	-1214.36953887065	
792.5810272	94	6	0	1	0.9684730236	95.51557043	4.484429566	0				47.44365613	52.55634387	0				-792.5810272	0.9684730236	-1250.554047967	
790.0210272	94	6	0	1	0.9664549357	95.6167635	4.383236504	0				47.42022949	52.57977051	0				-790.0210272	0.9664549357	-1287.3365352114	
787.4610272	94	6	0	1	0.9644941684	95.71559944	4.284400565	0				47.39699097	52.60300903	0				-787.4610272	0.9644941684	-1324.73120508232	
784.9010272	94	6	0	1	0.9625884344	95.81215592	4.187844083	0				47.37394213	52.62605787	0				-784.9010272	0.9625884344	-1362.75290883757	
782.3410272	94	6	0	1	0.96073558	95.90650649	4.09349351	0				47.35108443	52.64891557	0				-782.3410272	0.96073558	-1401.41670696238	
779.7810272	94	6	0	1	0.958933574	95.99872088	4.001279118	0				47.32841926	52.67158074	0				-779.7810272	0.958933574	-1440.73819486815	
777.2210272	94	6	0	1	0.9571804995	96.08886528	3.911134725	0				47.30594792	52.69405208	0				-777.2210272	0.9571804995	-1480.73353893022	
774.6610272	94	6	0	1	0.9554745448	96.17700255	3.822997447	0				47.28367164	52.71632836	0				-774.6610272	0.9554745448	-1521.41917546553	
772.1010272	94	6	0	1	0.9538139959	96.26319253	3.736807474	0				47.26159159	52.73840841	0				-772.1010272	0.9538139959	-1562.81225539353	
769.5410272	94	6	0	1	0.9521972299	96.34749214	3.652507862	0				47.23970884	52.76029116	0				-769.5410272	0.9521972299	-1604.93034941967	
766.9810272	94	6	0	1	0.9506227081	96.42995566	3.57004434	0				47.21802441	52.78197559	0				-766.9810272	0.9506227081	-1647.79151478125	
764.4210272	94	6	0	1	0.9490889706	96.51063486	3.489365139	0				47.19653924	52.80346076	0				-764.4210272	0.9490889706	-1691.4145769908	
761.8610272	94	6	0	1	0.947594631	96.58957917	3.410420831	0				47.17525423	52.82474577	0				-761.8610272	0.947594631	-1735.81884201048	
759.3010272	94	6	0	1	0.9461383713	96.66683582	3.333164182	0				47.15417018	52.84582982	0				-759.3010272	0.9461383713	-1781.02407709949	
756.7410272	94	6	0	1	0.9447189374	96.74244999	3.257550014	0				47.13328787	52.86671213	0				-756.7410272	0.9447189374	-1827.05085369712	
754.1810272	94	6	0	1	0.9433351353	96.81646492	3.183535081	0				47.11260799	52.88739201	0				-754.1810272	0.9433351353	-1873.92046379364	
751.6210272	94	6	0	1	0.9419858271	96.88892205	3.111077954	0				47.09213118	52.90786882	0				-751.6210272	0.9419858271	-1921.6546809946	
749.0610272	94	6	0	1	0.9406699274	96.95986109	3.040138913	0				47.07185802	52.92814198	0				-749.0610272	0.9406699274	-1970.27599321825	
746.5010272	94	6	0	1	0.9393864002	97.02932016	2.970679844	0				47.05178905	52.94821095	0				-746.5010272	0.9393864002	-2019.80777429413	
743.9410272	94	6	0	1	0.938134256	97.09733585	2.902664152	0				47.03192474	52.96807526	0				-743.9410272	0.938134256	-2070.27412409868	
741.3810272	94	6	0	1	0.9369125489	97.16394333	2.836056673	0				47.01226552	52.98773448	0				-741.3810272	0.9369125489	-2121.69997664586	
738.8210272	94	6	0	1	0.9357203742	97.22917641	2.770823594	0				46.99281176	53.00718824	0				-738.8210272	0.9357203742	-2174.11083580691	
736.2610272	94	6	0	1	0.9345568656	97.29306762	2.706932377	0				46.97356378	53.02643622	0				-736.2610272	0.9345568656	-2227.53315041431	
733.7010272	94	6	0	1	0.9334211935	97.35564831	2.644351695	0				46.95452185	53.04547815	0				-733.7010272	0.9334211935	-2281.9946842865	
731.1410272	94	6	0	1	0.9323125629	97.41694864	2.583051361	0				46.93568621	53.06431379	0				-731.1410272	0.9323125629	-2337.52348953885	
728.5810272	94	6	0	1	0.9312302109	97.47699773	2.523002271	0				46.91705702	53.08294298	0				-728.5810272	0.9312302109	-2394.1489256912	
726.0210272	94	6	0	1	0.9301734058	97.53582365	2.464176351	0				46.89863443	53.10136557	0				-726.0210272	0.9301734058	-2451.90131740132	
723.4610272	94	6	0	1	0.9291414446	97.5934535	2.406546497	0				46.88041851	53.11958149	0				-723.4610272	0.9291414446	-2510.81202013366	
720.9010272	94	6	0	1	0.9281336522	97.64991347	2.35008653	0				46.86240932	53.13759068	0				-720.9010272	0.9281336522	-2570.91338343628	
718.3410272	94	6	0	1	0.9271493792	97.70522885	2.294771151	0				46.84460686	53.15539314	0				-718.3410272	0.9271493792	-2632.23883172871	
715.7810272	94	6	0	1	0.9261880012	97.75942411	2.240575893	0				46.82701108	53.17298892	0				-715.7810272	0.9261880012	-2694.82333509544	
713.2210272	94	6	0	1	0.9252489172	97.81252292	2.187477083	0				46.80962189	53.19037811	0				-713.2210272	0.9252489172	-2758.70265143084	
710.6610272	94	6	0	1	0.9243315484	97.86454819	2.135451807	0				46.79243918	53.20756082	0				-710.6610272	0.9243315484	-2823.91378487453	
708.1010272	94	6	0	1	0.9234353371	97.91552213	2.084477866	0				46.77546278	53.22453722	0				-708.1010272	0.9234353371	-2890.49547347742	
705.5410272	94	6	0	1	0.9225597459	97.96546625	2.034533748	0				46.75869248	53.24130752	0				-705.5410272	0.9225597459	-2958.48771614827	
702.9810272	94	6	0	1	0.9217042564	98.0144014	1.985598595	0				46.74212804	53.25787196	0				-702.9810272	0.9217042564	-3027.93147469323	
700.4210272	94	6	0	1	0.9208683683	98.06234783	1.937652173	0				46.72576919	53.27423081	0				-700.4210272	0.9208683683	-3098.86971160816	
697.8610272	94	6	0	1	0.9200515988	98.10932516	1.890674842	0				46.70961559	53.29038441	0				-697.8610272	0.9200515988	-3171.34670344963	
695.3010272	94	6	0	1	0.9192534814	98.15535247	1.844647529	0				46.69366689	53.30633311	0				-695.3010272	0.9192534814	-3245.40838918342	
692.7410272	94	6	0	1	0.9184735655	98.20044829	1.799551706	0				46.67792271	53.32207729	0				-692.7410272	0.9184735655	-3321.1023204436	
690.1810272	94	6	0	1	0.9177114153	98.24463064	1.755369363	0				46.66238261	53.33761739	0				-690.1810272	0.9177114153	-3398.4781425742	
687.6210272	94	6	0	1	0.9169666096	98.28791702	1.712082985	0				46.64704613	53.35295387	0				-687.6210272	0.9169666096	-3477.58712066482	
685.0610272	94	6	0	1	0.9162387406	98.33032447	1.669675534	0				46.63191276	53.36808724	0				-685.0610272	0.9162387406	-3558.48220739476	
682.5010272	94	6	0	1	0.9155274137	98.37186958	1.628130424	0				46.61698199	53.38301801	0				-682.5010272	0.9155274137	-3641.21873879833	
679.9410272	94	6	0	1	0.9148322467	98.41256849	1.587431507	0				46.60225324	53.39774676	0				-679.9410272	0.9148322467	-3725.85374031878	
677.3810272	94	6	0	1	0.9141528693	98.45243695	1.547563049	0				46.5877259	53.4122741	0				-677.3810272	0.9141528693	-3812.44656228836	
674.8210272	94	6	0	1	0.9134889226	98.49149028	1.508509718	0				46.57339936	53.42660064	0				-674.8210272	0.9134889226	-3901.05915844841	
672.2610272	94	6	0	1	0.9128400587	98.52974344	1.470256563	0				46.55927294	53.44072706	0				-672.2610272	0.9128400587	-3991.7557466825	
669.7010272	94	6	0	1	0.9122059401	98.567211	1.432789003	0				46.54534596	53.45465404	0				-669.7010272	0.9122059401	-4084.60244006851	
667.1410272	94	6	0	1	0.9115862392	98.60390719	1.396092808	0				46.53161767	53.46838233	0				-667.1410272	0.9115862392	-4179.66881160799	
664.5810272	94	6	0	1	0.9109806382	98.63984591	1.360154088	0				46.51808733	53.48191267	0				-664.5810272	0.9109806382	-4277.0268160907	
662.0210272	94	6	0	1	0.9103888283	98.67504072	1.324959276	0				46.50475414	53.49524586	0				-662.0210272	0.9103888283	-4376.75013017242	
659.4610272	94	6	0	1	0.9098105094	98.70950488	1.290495122	0				46.49161729	53.50838271	0				-659.4610272	0.9098105094	-4478.91778531072	
656.9010272	94	6	0	1	0.9092453903	98.74325133	1.256748671	0				46.47867592	53.52132408	0				-656.9010272	0.9092453903	-4583.61025915948	
654.3410272	94	6	0	1	0.9086931874	98.77629274	1.223707261	0				46.46592917	53.53407083	0				-654.3410272	0.9086931874	-4690.91054363389	
651.7810272	94	6	0	1	0.9081536251	98.80864149	1.191358506	0				46.45337612	53.54662388	0				-651.7810272	0.9081536251	-4805.82300820199	
649.2210272	94	6	0	1	0.9076274756	98.84030971	1.159690288	0				46.44101585	53.55898415	0				-649.2210272	0.9076274756	-4918.16300971163	
646.6610272	94	6	0	1	0.9071123525	98.87130925	1.128690746	0				46.42884739	53.57115261	0				-646.6610272	0.9071123525	-5028.90082417947	
644.1010272	94	6	0	1	0.9066090845	98.90165173	1.098348268	0				46.41686974	53.58313026	0				-644.1010272	0.9066090845	-5147.52389279812	
641.5410272	94	6	0	1	0.9061174285	98.93134852	1.068651478	0				46.40508191	53.59491809	0				-641.5410272	0.9061174285	-5269.25283967896	
638.9810272	94	6	0	1	0.9056371437	98.96041077	1.039589232	0				46.39348284	53.60651716	0				-638.9810272	0.9056371437	-5394.17223436146	
636.4210272	94	6	0	1	0.9051679948	98.98884939	1.011150609	0				46.38207146	53.61792854	0				-636.4210272	0.9051679948	-5522.392517241	
633.8610272	94	6	0	1	0.9047097528	99.0166751	0.9833248984	0				46.37084668	53.62915332	0				-633.8610272	0.9047097528	-5654.03165106434	
631.3010272	94	6	0	1	0.9042621943	99.0438984	0.9561015988	0				46.35980738	53.64019262	0				-631.3010272	0.9042621943	-5789.21067097379	
628.7410272	94	6	0	1	0.9038251014	99.07052959	0.9294704063	0				46.34895243	53.65104757	0				-628.7410272	0.9038251014	-5928.05507007744	
626.1810272	94	6	0	1	0.9033982613	99.09657879	0.9034212097	0				46.33828063	53.66171937	0				-626.1810272	0.9033982613	-6070.697216303	
623.6210272	94	6	0	1	0.9029814665	99.12205592	0.8779440828	0				46.32779082	53.67220918	0				-623.6210272	0.9029814665	-6217.27484893961	
621.0610272	94	6	0	1	0.9025745142	99.14697072	0.8530292789	0				46.31748176	53.68251824	0				-621.0610272	0.9025745142	-6367.9317386567	
618.5010272	94	6	0	1	0.9021772065	99.17133278	0.8286672241	0				46.30735222	53.69264778	0				-618.5010272	0.9021772065	-6522.81896984814	
615.9410272	94	6	0	1	0.90178935	99.19515149	0.8048485121	0				46.29740093	53.70259907	0				-615.9410272	0.90178935	-6682.09130269737	
613.3810272	94	6	0	1	0.9014107555	99.2184361	0.7815638982	0				46.28762662	53.71237338	0				-613.3810272	0.9014107555	-6845.91325364926	
610.8210272	94	6	0	1	0.9010412383	99.24119571	0.7588042942	0				46.27802796	53.72197204	0				-610.8210272	0.9010412383	-7014.45647883031	
608.2610272	94	6	0	1	0.9006806176	99.26343924	0.7365607632	0				46.26860364	53.73139636	0				-608.2610272	0.9006806176	-7187.89977285774	
605.7010272	94	6	0	1	0.9003287167	99.28517549	0.7148245149	0				46.2593523	53.7406477	0				-605.7010272	0.9003287167	-7366.43057817008	
603.1410272	94	6	0	1	0.8999853626	99.3064131	0.693586901	0				46.25027257	53.74972743	0				-603.1410272	0.8999853626	-7550.24255732389	
600.5810272	94	6	0	1	0.8996503859	99.32716059	0.6728394106	0				46.24136307	53.75863693	0				-600.5810272	0.8996503859	-7739.54233358406	
598.0210272	94	6	0	1	0.899323621	99.34742633	0.6525736657	0				46.23262236	53.76737764	0				-598.0210272	0.899323621	-7934.54536041803	
595.4610272	94	6	0	1	0.8990049056	99.36721858	0.6327814178	0				46.22404904	53.77595096	0				-595.4610272	0.8990049056	-8135.47289866856	
592.9010272	94	6	0	1	0.8986940806	99.38654546	0.6134545435	0				46.21564164	53.78435836	0				-592.9010272	0.8986940806	-8342.55933621153	
590.3410272	94	6	0	1	0.8983909902	99.40541496	0.5945850405	0				46.2073987	53.7926013	0				-590.3410272	0.8983909902	-8556.05458154792	
587.7810272	94	6	0	1	0.8980954819	99.42383498	0.5761650249	0				46.19931872	53.80068128	0				-587.7810272	0.8980954819	-8776.21476986304	
585.2210272	94	6	0	1	0.8978074059	99.44181327	0.558186727	0				46.19140021	53.80859979	0				-585.2210272	0.8978074059	-9003.30884664441	
582.6610272	94	6	0	1	0.8975266155	99.45935751	0.5406424882	0				46.18364164	53.81635836	0				-582.6610272	0.8975266155	-9237.62458684512	
580.1010272	94	6	0	1	0.8972529669	99.47647524	0.523524758	0				46.17604147	53.82395853	0				-580.1010272	0.8972529669	-9479.45519651827	
