T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
720.0108736	96	3	1	1	0.9705916832	97.59490903	1.543780142	0.8613108284							43.36164434	51.06106018	5.577295482										-720.0108736	0.9705916832	-2552.31828500841	
717.4508736	96	3	1	1	0.9696010378	97.65031938	1.493188136	0.8564924877							43.36164434	51.06106018	5.577295482										-717.4508736	0.9696010378	-2618.07825835989	
714.8908736	96	3	1	1	0.9686354105	97.70443946	1.443774197	0.8517863452							43.36164434	51.06106018	5.577295482										-714.8908736	0.9686354105	-2686.32119833816	
712.3308736	96	3	1	1	0.9676944475	97.7572811	1.39552753	0.8471913728							43.36164434	51.06106018	5.577295482										-712.3308736	0.9676944475	-2757.16369701828	
709.7708736	96	3	1	1	0.9667777936	97.80885652	1.348436972	0.8427065071							43.36164434	51.06106018	5.577295482										-709.7708736	0.9667777936	-2830.72885757664	
707.2108736	96	3	1	1	0.965885092	97.85917836	1.302490992	0.8383306501							43.36164434	51.06106018	5.577295482										-707.2108736	0.965885092	-2907.14648263019	
704.6508736	96	3	1	1	0.9650159846	97.90825963	1.2576777	0.8340626695							43.36164434	51.06106018	5.577295482										-704.6508736	0.9650159846	-2986.55318144881	
702.0908736	96	3	1	1	0.9641701117	97.95611374	1.213984861	0.8299013998							43.36164434	51.06106018	5.577295482										-702.0908736	0.9641701117	-3069.0932002774	
699.5308736	96	3	1	1	0.9633471125	98.00275446	1.171399898	0.8258456432							43.36164434	51.06106018	5.577295482										-699.5308736	0.9633471125	-3154.91893133763	
696.9708736	96	3	1	1	0.9625466249	98.04819593	1.129909901	0.8218941704							43.36164434	51.06106018	5.577295482										-696.9708736	0.9625466249	-3244.19049605856	
694.4108736	96	3	1	1	0.9617682855	98.09245264	1.089501643	0.8180457215							43.36164434	51.06106018	5.577295482										-694.4108736	0.9617682855	-3337.07735327276	
691.8508736	96	3	1	1	0.96101173	98.13553941	1.050161583	0.8142990069							43.36164434	51.06106018	5.577295482										-691.8508736	0.96101173	-3433.75835641732	
689.2908736	96	3	1	1	0.960276593	98.17747141	1.011875884	0.8106527087							43.36164434	51.06106018	5.577295482										-689.2908736	0.960276593	-3534.4224449238	
686.7308736	96	3	1	1	0.9595625084	98.2182641	0.9746304176	0.8071054814							43.36164434	51.06106018	5.577295482										-686.7308736	0.9595625084	-3639.26906517962	
684.1708736	96	3	1	1	0.9588691092	98.25793326	0.9384107821	0.8036559534							43.36164434	51.06106018	5.577295482										-684.1708736	0.9588691092	-3748.50893708666	
681.6108736	96	3	1	1	0.9581960279	98.29649496	0.903202311	0.8003027279							43.36164434	51.06106018	5.577295482										-681.6108736	0.9581960279	-3862.36512378447	
679.0508736	96	3	1	1	0.9575428965	98.33396553	0.8689900873	0.7970443841							43.36164434	51.06106018	5.577295482										-679.0508736	0.9575428965	-3981.07333826413	
676.4908736	96	3	1	1	0.9569093467	98.37036156	0.8357589572	0.7938794789							43.36164434	51.06106018	5.577295482										-676.4908736	0.9569093467	-4104.88223233266	
673.9308736	96	3	1	1	0.9562950098	98.40569991	0.8034935431	0.7908065477							43.36164434	51.06106018	5.577295482										-673.9308736	0.9562950098	-4234.05562232348	
671.3708736	96	3	1	1	0.9556995173	98.43999764	0.7721782587	0.787824106							43.36164434	51.06106018	5.577295482										-671.3708736	0.9556995173	-4368.87329940896	
668.8108736	96	3	1	1	0.9551225008	98.47327203	0.741797323	0.7849306509							43.36164434	51.06106018	5.577295482										-668.8108736	0.9551225008	-4509.63039524962	
666.2508736	96	3	1	1	0.9545635921	98.50554056	0.7123347752	0.7821246623							43.36164434	51.06106018	5.577295482										-666.2508736	0.9545635921	-4656.63927694541	
663.6908736	96	3	1	1	0.9540224234	98.5368209	0.6837744905	0.7794046045							43.36164434	51.06106018	5.577295482										-663.6908736	0.9540224234	-4810.23245407716	
661.1308736	96	3	1	1	0.9534986278	98.56713088	0.6561001949	0.7767689276							43.36164434	51.06106018	5.577295482										-661.1308736	0.9534986278	-4970.76103285815	
658.5708736	96	3	1	1	0.9529918389	98.59648845	0.6292954816	0.774216069							43.36164434	51.06106018	5.577295482										-658.5708736	0.9529918389	-5138.5977833966	
656.0108736	96	3	1	1	0.9525016916	98.62491172	0.6033438261	0.7717444549							43.36164434	51.06106018	5.577295482										-656.0108736	0.9525016916	-5314.13783767423	
653.4508736	96	3	1	1	0.9520278217	98.65241889	0.5782286032	0.7693525019							43.36164434	51.06106018	5.577295482										-653.4508736	0.9520278217	-5497.80103393992	
650.8908736	96	3	1	1	0.9515698667	98.67902828	0.5539331022	0.7670386186							43.36164434	51.06106018	5.577295482										-650.8908736	0.9515698667	-5690.03272180763	
648.3308736	96	3	1	1	0.9511274654	98.70475825	0.530440544	0.7648012068							43.36164434	51.06106018	5.577295482										-648.3308736	0.9511274654	-5891.30577164875	
645.7708736	96	3	1	1	0.9507002586	98.72962724	0.5077340965	0.7626386636							43.36164434	51.06106018	5.577295482										-645.7708736	0.9507002586	-6102.1229056196	
643.2108736	96	3	1	1	0.9502878889	98.75365373	0.4857968914	0.7605493824							43.36164434	51.06106018	5.577295482										-643.2108736	0.9502878889	-6323.01734814029	
640.6508736	96	3	1	1	0.9498900011	98.77685621	0.46461204	0.7585317548							43.36164434	51.06106018	5.577295482										-640.6508736	0.9498900011	-6554.55843593854	
638.0908736	96	3	1	1	0.9495062425	98.79925318	0.4441626492	0.7565841718							43.36164434	51.06106018	5.577295482										-638.0908736	0.9495062425	-6797.34925999137	
635.5308736	96	3	1	1	0.9491362627	98.82086314	0.4244318375	0.7547050257							43.36164434	51.06106018	5.577295482										-635.5308736	0.9491362627	-7052.0321064394	
632.9708736	96	3	1	1	0.9487797142	98.84170454	0.4054027504	0.7528927112							43.36164434	51.06106018	5.577295482										-632.9708736	0.9487797142	-7319.29366469776	
630.4108736	96	3	1	1	0.9484362525	98.8617958	0.387058576	0.7511456273							43.36164434	51.06106018	5.577295482										-630.4108736	0.9484362525	-7599.86157172103	
627.8508736	96	3	1	1	0.948105536	98.88115526	0.3693825597	0.7494621782							43.36164434	51.06106018	5.577295482										-627.8508736	0.948105536	-7894.51180041459	
625.2908736	96	3	1	1	0.9477872265	98.89980121	0.3523580195	0.7478407751							43.36164434	51.06106018	5.577295482										-625.2908736	0.9477872265	-8204.07421229042	
622.7308736	96	3	1	1	0.9474809893	98.9177518	0.3359683599	0.7462798376							43.36164434	51.06106018	5.577295482										-622.7308736	0.9474809893	-8529.43230018528	
620.1708736	96	3	1	1	0.9471864933	98.93502512	0.3201970864	0.7447777946							43.36164434	51.06106018	5.577295482										-620.1708736	0.9471864933	-8871.52840195465	
617.6108736	96	3	1	1	0.9469034112	98.9516391	0.3050278186	0.7433330861							43.36164434	51.06106018	5.577295482										-617.6108736	0.9469034112	-9231.36790420879	
615.0508736	96	3	1	1	0.9466314196	98.96761153	0.2904443039	0.7419441643							43.36164434	51.06106018	5.577295482										-615.0508736	0.9466314196	-9610.02625983933	
612.4908736	96	3	1	1	0.9463701993	98.98296008	0.2764304296	0.7406094945							43.36164434	51.06106018	5.577295482										-612.4908736	0.9463701993	-10008.6545545311	
609.9308736	96	3	1	1	0.9461194354	98.99770221	0.2629702355	0.7393275568							43.36164434	51.06106018	5.577295482										-609.9308736	0.9461194354	-10428.4823077668	
607.3708736	96	3	1	1	0.9458788174	99.01185523	0.2500479256	0.7380968468							43.36164434	51.06106018	5.577295482										-607.3708736	0.9458788174	-10870.8158554758	
604.8108736	96	3	1	1	0.945648039	99.02543624	0.2376478789	0.7369158766							43.36164434	51.06106018	5.577295482										-604.8108736	0.945648039	-11337.0290887575	
602.2508736	96	3	1	1	0.9454267977	99.03846218	0.2257546706	0.7357831471							43.36164434	51.06106018	5.577295482										-602.2508736	0.9454267977	-11828.7100073048	
599.6908736	96	3	1	1	0.9452147996	99.05094969	0.2143530384	0.7346972698							43.36164434	51.06106018	5.577295482										-599.6908736	0.9452147996	-12343.19394761	
598.4108736	96	3	1	1	0.9451121758	99.05699669	0.2088318569	0.7341714561							43.36164434	51.06106018	5.577295482										-598.4108736	0.9451121758	-12609.7892651094	
597.7708736	96	3	1	1	0.9450616915	99.05997189	0.2061153611	0.7339127447							43.36164434	51.06106018	5.577295482										-597.7708736	0.9450616915	-12746.5364825931	
597.6108736	96	3	1	1	0.945049156	99.06071071	0.2054407912	0.7338485003							43.36164434	51.06106018	5.577295482										-597.6108736	0.945049156	-12780.7039293995	
597.5908736	96	3	1	1	0.9450475914	99.06080292	0.2053565976	0.7338404818							43.36164434	51.06106018	5.577295482										-597.5908736	0.9450475914	-12785.841329792	
597.5833523	96	3	1	1	0.9450470032	99.06083759	0.2053249426	0.733837467							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-597.5833523	0.9450470032	-12160.7869654021	
597.5608736	96	3	1	1	0.9450378996	99.06101054	0.2052641467	0.7337253155							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-597.5608736	0.9450378996	-2469.364337048	
597.5408736	96	3	1	1	0.9450298008	99.0611644	0.2052100657	0.7336255386							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-597.5408736	0.9450298008	-2469.62365346934	
597.5008736	96	3	1	1	0.9450136056	99.06147206	0.2051019349	0.7334260068							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-597.5008736	0.9450136056	-2470.11428981848	
597.4208736	96	3	1	1	0.9449812249	99.06208717	0.204885798	0.7330270321							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-597.4208736	0.9449812249	-2471.10393163454	
597.2608736	96	3	1	1	0.9449165025	99.06331654	0.2044540229	0.7322294373							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-597.2608736	0.9449165025	-2473.08873481503	
596.9408736	96	3	1	1	0.9447872133	99.06577187	0.2035924655	0.730635667							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-596.9408736	0.9447872133	-2477.06425433546	
596.3008736	96	3	1	1	0.944529257	99.07066889	0.2018773061	0.727453804							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-596.3008736	0.944529257	-2485.05311789347	
595.0208736	96	3	1	1	0.9440158276	99.08040852	0.1984786841	0.7211127924							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-595.0208736	0.9440158276	-2501.17567414275	
592.4608736	96	3	1	1	0.9429988611	99.09967112	0.1918072197	0.7085216583							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-592.4608736	0.9429988611	-2533.8261143842	
589.9008736	96	3	1	1	0.9419949981	99.11864669	0.1853015413	0.6960517664							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-589.9008736	0.9419949981	-2566.99454233929	
587.3408736	96	3	1	1	0.9410041411	99.13733749	0.1789593321	0.6837031807							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-587.3408736	0.9410041411	-2600.78547556098	
584.7808736	96	3	1	1	0.9400261928	99.15574578	0.1727782656	0.6714759586							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-584.7808736	0.9400261928	-2635.21503670679	
582.2208736	96	3	1	1	0.9390610567	99.17387384	0.1667560052	0.6593701517							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-582.2208736	0.9390610567	-2670.30057288262	
579.6608736	96	3	1	1	0.938108637	99.19172399	0.1608902057	0.6473858049							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-579.6608736	0.938108637	-2706.06023543127	
577.1008736	96	3	1	1	0.9371688388	99.20929853	0.1551785141	0.6355229566							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-577.1008736	0.9371688388	-2742.51270715122	
574.5408736	96	3	1	1	0.9362415678	99.22659979	0.1496185701	0.6237816388							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-574.5408736	0.9362415678	-2779.67756426266	
571.9808736	96	3	1	1	0.9353267307	99.24363012	0.1442080077	0.6121618761							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-571.9808736	0.9353267307	-2817.57480016253	
569.4208736	96	3	1	1	0.9344242346	99.26039186	0.1389444554	0.6006636866							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-569.4208736	0.9344242346	-2856.22539256303	
566.8608736	96	3	1	1	0.9335339877	99.27688738	0.1338255375	0.589287081							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-566.8608736	0.9335339877	-2895.6509194599	
564.3008736	96	3	1	1	0.9326558985	99.29311906	0.1288488752	0.5780320624							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-564.3008736	0.9326558985	-2935.87405276543	
561.7408736	96	3	1	1	0.9317898767	99.30908929	0.1240120869	0.5668986269							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-561.7408736	0.9317898767	-2976.91794054197	
559.1808736	96	3	1	1	0.9309358321	99.32480045	0.1193127896	0.5558867626							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-559.1808736	0.9309358321	-3018.80657148822	
556.6208736	96	3	1	1	0.9300936756	99.34025495	0.1147485996	0.5449964498							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-556.6208736	0.9300936756	-3061.56535007914	
554.0608736	96	3	1	1	0.9292633185	99.35545521	0.1103171338	0.534227661							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-554.0608736	0.9292633185	-3105.22003441965	
551.5008736	96	3	1	1	0.9284446728	99.37040363	0.1060160099	0.5235803604							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-551.5008736	0.9284446728	-3149.79797730208	
548.9408736	96	3	1	1	0.9276376512	99.38510265	0.101842848	0.5130545039							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-548.9408736	0.9276376512	-3195.32706369103	
546.3808736	96	3	1	1	0.9268421668	99.39955469	0.09779527113	0.502650039							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-546.3808736	0.9268421668	-3241.83656211993	
543.8208736	96	3	1	1	0.9260581335	99.41376219	0.09387090642	0.4923669045							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-543.8208736	0.9260581335	-3289.35691766842	
541.2608736	96	3	1	1	0.9252854656	99.42772758	0.09006738576	0.4822050306							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-541.2608736	0.9252854656	-3337.91946268654	
538.7008736	96	3	1	1	0.924524078	99.44145331	0.08638234687	0.4721643382							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-538.7008736	0.924524078	-3387.55704046468	
536.1408736	96	3	1	1	0.9237738861	99.45494183	0.08281343416	0.4622447393							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-536.1408736	0.9237738861	-3438.30414589267	
533.5808736	96	3	1	1	0.923034806	99.46819556	0.07935829967	0.4524461365							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-533.5808736	0.923034806	-3490.19626222358	
531.0208736	96	3	1	1	0.9223067541	99.48121697	0.07601460393	0.442768423							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-531.0208736	0.9223067541	-3543.26995302844	
528.4608736	96	3	1	1	0.9215896473	99.4940085	0.07278001686	0.4332114822							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-528.4608736	0.9215896473	-3597.56434894099	
525.9008736	96	3	1	1	0.9208834032	99.50657259	0.0696522187	0.4237751878							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-525.9008736	0.9208834032	-3653.11923915896	
523.3408736	96	3	1	1	0.9201879395	99.5189117	0.06662890084	0.4144594034							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-523.3408736	0.9201879395	-3709.97651608893	
520.7808736	96	3	1	1	0.9195031747	99.53102825	0.06370776673	0.4052639824							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-520.7808736	0.9195031747	-3768.18010856261	
518.2208736	96	3	1	1	0.9188290275	99.5429247	0.06088653276	0.3961887678							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-518.2208736	0.9188290275	-3827.77486793488	
515.6608736	96	3	1	1	0.918165417	99.55460348	0.05816292909	0.387233592							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-515.6608736	0.918165417	-3888.80880180655	
513.1008736	96	3	1	1	0.9175122629	99.56606702	0.05553470049	0.3783982768							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-513.1008736	0.9175122629	-3951.33117171725	
510.5408736	96	3	1	1	0.916869485	99.57731776	0.05299960726	0.3696826327							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-510.5408736	0.916869485	-4015.39390482698	
507.9808736	96	3	1	1	0.9162370038	99.58835811	0.05055542596	0.3610864594							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-507.9808736	0.9162370038	-4081.05089245704	
505.4208736	96	3	1	1	0.9156147398	99.5991905	0.04819995031	0.3526095448							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-505.4208736	0.9156147398	-4148.35799067025	
502.8608736	96	3	1	1	0.915002614	99.60981734	0.04593099195	0.3442516657							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-502.8608736	0.915002614	-4217.37495971736	
500.3008736	96	3	1	1	0.9144005478	99.62024103	0.04374638128	0.3360125868							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-500.3008736	0.9144005478	-4288.16263800996	
497.7408736	96	3	1	1	0.9138084626	99.63046397	0.04164396819	0.3278920608							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-497.7408736	0.9138084626	-4360.78557037588	
495.1808736	96	3	1	1	0.9132262804	99.64048855	0.03962162287	0.3198898284							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-495.1808736	0.9132262804	-4435.31127293014	
492.6208736	96	3	1	1	0.9126539232	99.65031715	0.03767723655	0.3120056176							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-492.6208736	0.9126539232	-4511.80989497479	
490.0608736	96	3	1	1	0.9120913134	99.65995213	0.03580872222	0.3042391439							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-490.0608736	0.9120913134	-4590.35573002367	
487.5008736	96	3	1	1	0.9115383736	99.66939587	0.03401401539	0.29659011							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-487.5008736	0.9115383736	-4671.02552354732	
484.9408736	96	3	1	1	0.9109950265	99.67865072	0.03229107475	0.2890582054							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-484.9408736	0.9109950265	-4753.90027881667	
482.3808736	96	3	1	1	0.9104611951	99.68771901	0.0306378829	0.2816431062							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-482.3808736	0.9104611951	-4839.06453368042	
479.8208736	96	3	1	1	0.9099368024	99.69660308	0.02905244698	0.2743444751							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-479.8208736	0.9099368024	-4926.6076685846	
477.2608736	96	3	1	1	0.9094217718	99.70530524	0.02753279933	0.2671619609							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-477.2608736	0.9094217718	-5016.6225104304	
474.7008736	96	3	1	1	0.9089160265	99.7138278	0.02607699813	0.2600951985							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-474.7008736	0.9089160265	-5109.20683775773	
472.1408736	96	3	1	1	0.9084194901	99.72217306	0.02468312798	0.2531438082							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-472.1408736	0.9084194901	-5204.46326352487	
469.5808736	96	3	1	1	0.907932086	99.7303433	0.02334930053	0.2463073962							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-469.5808736	0.907932086	-5302.49943141035	
467.0208736	96	3	1	1	0.9074537379	99.73834079	0.02207365498	0.2395855538							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-467.0208736	0.9074537379	-5403.42902288614	
464.4608736	96	3	1	1	0.9069843694	99.74616778	0.02085435867	0.2329778572							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-464.4608736	0.9069843694	-5507.37013905535	
461.9008736	96	3	1	1	0.9065239041	99.75382653	0.01968960759	0.2264838674							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-461.9008736	0.9065239041	-5614.44834663162	
459.3408736	96	3	1	1	0.9060722657	99.76131924	0.01857762683	0.2201031301							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-459.3408736	0.9060722657	-5724.79599952426	
456.7808736	96	3	1	1	0.9056293779	99.76864815	0.01751667111	0.213835175							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-456.7808736	0.9056293779	-5838.54933473686	
454.2208736	96	3	1	1	0.905195164	99.77581546	0.01650502516	0.207679516							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-454.2208736	0.905195164	-5955.85492946923	
451.6608736	96	3	1	1	0.9047695477	99.78282335	0.01554100418	0.2016356508							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-451.6608736	0.9047695477	-6076.8671248772	
449.1008736	96	3	1	1	0.9043524523	99.78967399	0.0146229542	0.1957030605							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-449.1008736	0.9043524523	-6201.74711569957	
446.5408736	96	3	1	1	0.9039438012	99.79636954	0.01374925246	0.1898812098							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-446.5408736	0.9039438012	-6330.66398319132	
443.9808736	96	3	1	1	0.9035435173	99.80291215	0.01291830773	0.184169546							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-443.9808736	0.9035435173	-6463.79750755093	
441.4208736	96	3	1	1	0.9031515237	99.80930394	0.01212856062	0.1785674997							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-441.4208736	0.9031515237	-6601.33906113029	
438.8608736	96	3	1	1	0.9027677432	99.81554703	0.01137848384	0.1730744838							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-438.8608736	0.9027677432	-6743.48794579009	
436.3008736	96	3	1	1	0.9023920984	99.82164352	0.01066658248	0.1676898936							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-436.3008736	0.9023920984	-6890.45391596107	
433.7408736	96	3	1	1	0.9020245115	99.8275955	0.009991394198	0.1624131066							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-433.7408736	0.9020245115	-7042.46103884456	
431.1808736	96	3	1	1	0.9016649047	99.83340503	0.009351489428	0.1572434822							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-431.1808736	0.9016649047	-7199.74640291268	
428.6208736	96	3	1	1	0.9013131998	99.83907417	0.008745471596	0.1521803623							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-428.6208736	0.9013131998	-7362.55733192025	
426.0608736	96	3	1	1	0.9009693182	99.84460496	0.008171976944	0.1472230678							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-426.0608736	0.9009693182	-7531.15922199981	
423.5008736	96	3	1	1	0.9006331812	99.84999942	0.007629675109	0.1423709034							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-423.5008736	0.9006331812	-7705.8310179671	
420.9408736	96	3	1	1	0.9003047095	99.85525958	0.007117268854	0.1376231542							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-420.9408736	0.9003047095	-7886.87048272276	
418.3808736	96	3	1	1	0.8999838238	99.86038742	0.006633494197	0.1329790861							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-418.3808736	0.8999838238	-8074.58927141669	
415.8208736	96	3	1	1	0.8996704439	99.86538493	0.006177120406	0.1284379455							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-415.8208736	0.8996704439	-8269.32066090961	
413.2608736	96	3	1	1	0.8993644897	99.87025409	0.00574694998	0.1239989599							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-413.2608736	0.8993644897	-8471.42054157364	
410.7008736	96	3	1	1	0.8990658804	99.87499684	0.005341818588	0.1196613367							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-410.7008736	0.8990658804	-8681.2611340111	
408.1408736	96	3	1	1	0.8987745348	99.87961514	0.004960594983	0.1154242639							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-408.1408736	0.8987745348	-8899.24083735749	
405.5808736	96	3	1	1	0.8984903712	99.88411091	0.004602180885	0.1112869096							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-405.5808736	0.8984903712	-9125.78391262509	
403.0208736	96	3	1	1	0.8982133075	99.88848607	0.004265510829	0.1072484219							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-403.0208736	0.8982133075	-9361.34037423615	
400.4608736	96	3	1	1	0.897943261	99.89274252	0.003949551992	0.1033079288							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-400.4608736	0.897943261	-9606.39008103782	
397.9008736	96	3	1	1	0.8976801486	99.89688216	0.003653303981	0.09946453835							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-397.9008736	0.8976801486	-9861.44236070309	
395.3408736	96	3	1	1	0.8974238865	99.90090686	0.003375798597	0.09571733825							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-395.3408736	0.8974238865	-10127.038912889	
392.7808736	96	3	1	1	0.8971743904	99.9048185	0.003116099572	0.092065396							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-392.7808736	0.8971743904	-10403.7660972808	
390.2208736	96	3	1	1	0.8969315757	99.90861894	0.002873302269	0.08850775886							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-390.2208736	0.8969315757	-10692.2389456338	
387.6608736	96	3	1	1	0.8966953568	99.91231001	0.002646533364	0.08504345382							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-387.6608736	0.8966953568	-10993.1133575956	
385.1008736	96	3	1	1	0.8964656477	99.91589356	0.002434950497	0.08167148762							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-385.1008736	0.8964656477	-11307.1014440191	
382.5408736	96	3	1	1	0.8962423619	99.91937141	0.002237741893	0.0783908468							43.36164434	51.06106018	5.577295482	62.54235303	28.42537001	9.032276954							-382.5408736	0.8962423619	-11634.9553142512	
