T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
893.3034496	85	12	3	0	0	97.99805424	0.379844976	1.622100781	85	12	3							0.002721988894	-0.002433452563	-0.0002885363315	-893.3034496	0	47.7254211845939	
893.2834496	85	12	3	0.0004298980095	0.000418753217	97.99772667	0.3799794318	1.622293898	84.99455657	12.00486633	3.000577094							0	0	0	-893.2834496	0.000418753217	47.7962330406049	
893.2634496	85	12	3	0.0008591639998	0.000836886953	97.99739922	0.3801139006	1.622486884	84.98911446	12.00973178	3.001153763							0	0	0	-893.2634496	0.000836886953	47.8515312144707	
893.2234496	85	12	3	0.001716636053	0.00167211049	97.99674443	0.3803827274	1.622872838	84.97823529	12.01945824	3.002306463							0	0	0	-893.2234496	0.00167211049	47.9391130690247	
893.1434496	85	12	3	0.003426523763	0.003337586559	97.99543561	0.3809200892	1.623644302	84.95649607	12.03889524	3.004608682							0	0	0	-893.1434496	0.003337586559	48.1302145894032	
892.9834496	85	12	3	0.006826204828	0.006648784613	97.99282089	0.3819936517	1.625185457	84.91309392	12.07770567	3.009200413							0	0	0	-892.9834496	0.006648784613	48.5543250905876	
892.6634496	85	12	3	0.01353007568	0.01317745033	97.98760892	0.3841396581	1.628251425	84.82657031	12.15511214	3.018317547							0	0	0	-892.6634496	0.01317745033	49.4279573860845	
892.0234496	85	12	3	0.026615086	0.02591767911	97.97723636	0.3884170834	1.634346557	84.65470532	12.30895819	3.036336487							0	0	0	-892.0234496	0.02591767911	51.1102852805189	
890.7434496	85	12	3	0.05153525476	0.05017052043	97.95670157	0.3969232323	1.646375201	84.31557723	12.6129223	3.071500465							0	0	0	-890.7434496	0.05017052043	54.6318852792854	
