T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(LI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
906.515758	90	10	0	0	0	98.96493483	1.035065168	0	90	10	0				0.003527935653	-0.003527935653		-906.515758	0	25.4067912422686	
906.495758	90	10	0	0.0008296656108	0.0007866156035	98.96413613	1.035863872	0	89.99294425	10.00705575	0				0	0		-906.495758	0.0007866156035	25.4439671484701	
906.475758	90	10	0	0.001658113093	0.001572083567	98.96333737	1.036662625	0	89.98588922	10.01411078	0				0	0		-906.475758	0.001572083567	25.4785543818563	
906.435758	90	10	0	0.003311866152	0.003140062499	98.96173969	1.03826031	0	89.97178101	10.02821899	0				0	0		-906.435758	0.003140062499	25.5439854764425	
906.355758	90	10	0	0.006606357885	0.006263768911	98.95854363	1.041456369	0	89.94357232	10.05642768	0				0	0		-906.355758	0.006263768911	25.7027107668653	
906.195758	90	10	0	0.01312513935	0.01244496049	98.95214881	1.047851187	0	89.88718637	10.11281363	0				0	0		-906.195758	0.01244496049	26.0336181078101	
905.875758	90	10	0	0.02594288588	0.02460028044	98.93934815	1.060651848	0	89.77453912	10.22546088	0				0	0		-905.875758	0.02460028044	26.6435542459335	
905.235758	90	10	0	0.05069694211	0.0480803868	98.91370239	1.086297615	0	89.54974726	10.45025274	0				0	0		-905.235758	0.0480803868	27.9175126005358	
903.955758	90	10	0	0.09696460194	0.09198752628	98.86222973	1.137770275	0	89.10219868	10.89780132	0				0	0		-903.955758	0.09198752628	30.5928004569462	
901.395758	90	10	0	0.1783149549	0.1692639215	98.75853094	1.241469059	0	88.21542914	11.78457086	0				0	0		-901.395758	0.1692639215	36.2347165348035	
898.835758	90	10	0	0.2475258105	0.2351044637	98.65377037	1.346229633	0	87.34010346	12.65989654	0				0	0		-898.835758	0.2351044637	42.2140215159332	
896.275758	90	10	0	0.307115269	0.2918828408	98.54787528	1.452124722	0	86.47659977	13.52340022	0				0	0		-896.275758	0.2918828408	48.6411960343211	
893.715758	90	10	0	0.3589543017	0.3413628921	98.44076804	1.559231964	0	85.6252595	14.3747405	0				0	0		-893.715758	0.3413628921	55.5079677363463	
891.155758	90	10	0	0.4044620815	0.3848826959	98.33236584	1.667634165	0	84.78638554	15.21361446	0				0	0		-891.155758	0.3848826959	62.803521526742	
