T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
681.1256819	82	16	2	1	0.7042455467	98.21443222	1.12284215	0.6627256271				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-681.1256819	0.7042455467	-5164.75727652844	
678.5656819	82	16	2	1	0.7037543142	98.25320001	1.094048743	0.6527512503				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-678.5656819	0.7037543142	-5259.84249909595	
676.0056819	82	16	2	1	0.7032719712	98.29132647	1.065832306	0.6428412275				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-676.0056819	0.7032719712	-5356.89826994458	
673.4456819	82	16	2	1	0.7027983771	98.32881974	1.038183751	0.632996513				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-673.4456819	0.7027983771	-5455.9856028055	
670.8856819	82	16	2	1	0.7023333943	98.36568781	1.011094152	0.6232180359				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-670.8856819	0.7023333943	-5557.16390490479	
668.3256819	82	16	2	1	0.7018768879	98.40193856	0.9845547426	0.6135067005				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-668.3256819	0.7018768879	-5660.4972854371	
665.7656819	82	16	2	1	0.7014287262	98.43757971	0.9585569082	0.6038633865				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-665.7656819	0.7014287262	-5766.05268368523	
663.2056819	82	16	2	1	0.7009887801	98.47261887	0.9330921817	0.5942889497				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-663.2056819	0.7009887801	-5873.89705266599	
660.6456819	82	16	2	1	0.7005569231	98.50706354	0.9081522379	0.5847842217				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-660.6456819	0.7005569231	-5984.10098193379	
658.0856819	82	16	2	1	0.7001330313	98.5409211	0.8837288889	0.5753500106				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-658.0856819	0.7001330313	-6096.73747561031	
655.5256819	82	16	2	1	0.6997169832	98.57419882	0.8598140788	0.5659871013				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-655.5256819	0.6997169832	-6211.8836505438	
652.9656819	82	16	2	1	0.6993086599	98.60690386	0.83639988	0.5566962554				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-652.9656819	0.6993086599	-6329.61677642699	
650.4056819	82	16	2	1	0.6989079444	98.6390433	0.8134784882	0.5474782118				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188							-650.4056819	0.6989079444	-6450.01689245939	
