T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1576.418539	6	14	80	0	0	2.748862057	7.045542871	90.20559507	6	14	80										-0.000128215226	-0.0002742573192	0.0004024725452	-1576.418539	0	253.292662898084	
1576.398539	6	14	80	8.038625553E-05	7.891984229E-05	2.748966474	7.04606174	90.20497179	6.000256421	14.00054852	79.99919506										0	0	0	-1576.398539	7.891984229E-05	253.550721975634	
1576.378539	6	14	80	0.0001606906156	0.0001577594431	2.749070868	7.046580587	90.20434854	6.000512878	14.00109699	79.99839013										0	0	0	-1576.378539	0.0001577594431	253.64393578124	
1576.338539	6	14	80	0.0003213666718	0.0003155052327	2.749279634	7.047618357	90.20310201	6.001025799	14.00219389	79.99678031										0	0	0	-1576.338539	0.0003155052327	253.604766390385	
1576.258539	6	14	80	0.0006425943716	0.0006308765885	2.749697117	7.04969416	90.20060872	6.00205176	14.00438741	79.99356083										0	0	0	-1576.258539	0.0006308765885	253.680511860489	
1576.098539	6	14	80	0.001284956029	0.00126153495	2.750531907	7.053846795	90.1956213	6.004104197	14.00877332	79.98712248										0	0	0	-1576.098539	0.00126153495	253.746909272445	
1575.778539	6	14	80	0.002568983524	0.002522199267	2.752200768	7.062156199	90.18564303	6.008211115	14.01754063	79.97424826										0	0	0	-1575.778539	0.002522199267	253.921601302923	
1575.138539	6	14	80	0.005134271835	0.005040934547	2.755535634	7.078791546	90.16567282	6.0164332	14.03505714	79.94850966										0	0	0	-1575.138539	0.005040934547	254.268602698221	
1573.858539	6	14	80	0.01025391381	0.01006816111	2.762194043	7.112128435	90.12567752	6.032911003	14.07001753	79.89707147										0	0	0	-1573.858539	0.01006816111	255.135448173838	
1571.298539	6	14	80	0.02042887269	0.02006141209	2.775469603	7.179063529	90.04546687	6.066013243	14.13963956	79.7943472										0	0	0	-1571.298539	0.02006141209	256.899494789027	
1568.738539	6	14	80	0.03054393031	0.02999845121	2.788688601	7.246351367	89.96496003	6.099313923	14.2088652	79.69182088										0	0	0	-1568.738539	0.02999845121	258.395623202724	
1566.178539	6	14	80	0.04059610954	0.03987634231	2.801854104	7.313991231	89.88415466	6.132827317	14.27768728	79.5894854										0	0	0	-1566.178539	0.03987634231	259.915115949293	
1563.618539	6	14	80	0.05058789722	0.04969751668	2.814968484	7.38198314	89.80304838	6.16656638	14.34609985	79.48733377										0	0	0	-1563.618539	0.04969751668	261.388358085817	
1561.058539	6	14	80	0.06052172858	0.05946435621	2.828034215	7.450326902	89.72163888	6.200544435	14.41409662	79.38535894										0	0	0	-1561.058539	0.05946435621	262.814785906982	
