T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1638.90414	3	14	83	0	0	1.392528772	6.524662389	92.08280884	3	14	83										-7.547057063E-05	-0.000350961161	0.0004264317316	-1638.90414	0	212.772938156038	
1638.88414	3	14	83	9.536359457E-05	9.395079741E-05	1.392600937	6.525209832	92.08218923	3.000150943	14.00070192	82.99914714										0	0	0	-1638.88414	9.395079741E-05	212.981830330481	
1638.86414	3	14	83	0.0001906335632	0.0001878095383	1.392673089	6.525757276	92.08156963	3.000301888	14.00140381	82.9982943										0	0	0	-1638.86414	0.0001878095383	213.060298846452	
1638.82414	3	14	83	0.0003812423996	0.0003755954457	1.392817388	6.526852236	92.08033038	3.00060379	14.00280753	82.99658868										0	0	0	-1638.82414	0.0003755954457	213.039357028307	
1638.74414	3	14	83	0.0007622924562	0.0007510043153	1.393105969	6.52904243	92.0778516	3.001207639	14.0056147	82.99317766										0	0	0	-1638.74414	0.0007510043153	213.119051088953	
1638.58414	3	14	83	0.001524189942	0.001501631182	1.393683057	6.533423915	92.07289303	3.002415515	14.01122794	82.98635654										0	0	0	-1638.58414	0.001501631182	213.208654889613	
1638.26414	3	14	83	0.003046803818	0.003001756321	1.39483694	6.54219128	92.06297178	3.004831982	14.02245007	82.97271795										0	0	0	-1638.26414	0.003001756321	213.422157163275	
1637.62414	3	14	83	0.006087334471	0.00599751903	1.39714354	6.559743606	92.04311285	3.009667822	14.04487689	82.94545529										0	0	0	-1637.62414	0.00599751903	213.846937962131	
1636.34414	3	14	83	0.01214982399	0.01197130707	1.401752163	6.594918786	92.00332905	3.019351498	14.08966073	82.89098777										0	0	0	-1636.34414	0.01197130707	214.886567406648	
1633.78414	3	14	83	0.02416924794	0.02381710548	1.410951921	6.665551922	91.92349616	3.038770159	14.17894846	82.78228139										0	0	0	-1633.78414	0.02381710548	217.000327644956	
1631.22414	3	14	83	0.03608785788	0.03556652877	1.420129593	6.7365646	91.84330581	3.058262956	14.26786323	82.67387381										0	0	0	-1631.22414	0.03556652877	218.827144706631	
1628.66414	3	14	83	0.04790146902	0.04721543204	1.429286914	6.807959072	91.76275401	3.077837252	14.35640416	82.56575859										0	0	0	-1628.66414	0.04721543204	220.684267869673	
1626.10414	3	14	83	0.05961424203	0.05876789682	1.438425656	6.879737599	91.68183675	3.097500577	14.44457035	82.45792907										0	0	0	-1626.10414	0.05876789682	222.495225541179	
1623.54414	3	14	83	0.07123023403	0.0702279047	1.447547666	6.951902332	91.60055	3.117260677	14.53236073	82.35037859										0	0	0	-1623.54414	0.0702279047	224.258879278977	
1620.98414	3	14	83	0.08275340252	0.08159934111	1.456654873	7.024455303	91.51888982	3.137125527	14.61977401	82.24310047										0	0	0	-1620.98414	0.08159934111	225.974136208548	
1618.42414	3	14	83	0.09418760947	0.09288599932	1.465749284	7.097398415	91.4368523	3.157103338	14.70680866	82.136088										0	0	0	-1618.42414	0.09288599932	227.639947859136	
1615.86414	3	14	83	0.1055366252	0.1040915842	1.474832995	7.170733438	91.35443357	3.177202571	14.79346296	82.02933446										0	0	0	-1615.86414	0.1040915842	229.255311779054	
1613.30414	3	14	83	0.1168041319	0.1152197159	1.483908188	7.244461994	91.27162982	3.197431944	14.87973494	81.92283312										0	0	0	-1613.30414	0.1152197159	230.819276329635	
1610.74414	3	14	83	0.1279937275	0.126273933	1.492977139	7.318585552	91.18843731	3.217800445	14.96562235	81.8165772										0	0	0	-1610.74414	0.126273933	232.330943310329	
1608.18414	3	14	83	0.1391089282	0.1372576958	1.502042219	7.393105413	91.10485237	3.238317344	15.05112274	81.71055992										0	0	0	-1608.18414	0.1372576958	233.789469589278	
1605.62414	3	14	83	0.1501531722	0.1481743892	1.511105899	7.468022702	91.0208714	3.258992206	15.13623334	81.60477445										0	0	0	-1605.62414	0.1481743892	235.194070995181	
1603.06414	3	14	83	0.1611298221	0.1590273255	1.520170754	7.543338355	90.93649089	3.279834902	15.22095113	81.49921397										0	0	0	-1603.06414	0.1590273255	236.54402635861	
1600.50414	3	14	83	0.1720421674	0.1698197468	1.52923947	7.619053107	90.85170742	3.300855625	15.30527277	81.39387161										0	0	0	-1600.50414	0.1698197468	237.838677366978	
1597.94414	3	14	83	0.1828934275	0.1805548277	1.538314841	7.69516748	90.76651768	3.322064903	15.38919462	81.28874047										0	0	0	-1597.94414	0.1805548277	239.077435215083	
1595.38414	3	14	83	0.1936867533	0.191235677	1.547399784	7.771681768	90.68091845	3.343473612	15.47271274	81.18381365										0	0	0	-1595.38414	0.191235677	240.259781506612	
1592.82414	3	14	83	0.2044252297	0.2018653402	1.556497333	7.848596022	90.59490665	3.365092996	15.55582281	81.07908419										0	0	0	-1592.82414	0.2018653402	241.385272916098	
