T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1775.252169	4	7	89	0	0	1.720455431	2.578601075	95.70094349	4	7	89										-0.0001862827317	-0.0003613145103	0.000547597242	-1775.252169	0	122.275183937573	
1775.232169	4	7	89	0.0001654862787	0.0001634968835	1.720640137	2.578937462	95.7004224	4.000372578	7.000722614	88.99890481										0	0	0	-1775.232169	0.0001634968835	122.37779747515	
1775.212169	4	7	89	0.0003308336018	0.00032685679	1.720824802	2.579273853	95.69990134	4.000745104	7.00144522	88.99780968										0	0	0	-1775.212169	0.00032685679	122.436601622692	
1775.172169	4	7	89	0.0006614662297	0.0006535162539	1.721194136	2.579946648	95.69885922	4.001490148	7.002890327	88.99561952										0	0	0	-1775.172169	0.0006535162539	122.470027573065	
1775.092169	4	7	89	0.001322430718	0.001306541724	1.721932745	2.581292331	95.69677492	4.002980033	7.005780226	88.99123974										0	0	0	-1775.092169	0.001306541724	122.552751834542	
1774.932169	4	7	89	0.002642856971	0.002611122769	1.723409736	2.583984054	95.69260621	4.005959015	7.011558735	88.98248225										0	0	0	-1774.932169	0.002611122769	122.736926690582	
1774.612169	4	7	89	0.005277716785	0.00521442314	1.72636281	2.589368935	95.68426826	4.011913835	7.023110603	88.96497556										0	0	0	-1774.612169	0.00521442314	123.105669803381	
1773.972169	4	7	89	0.01052360977	0.01039771847	1.732265334	2.600144443	95.66759022	4.023810949	7.046193739	88.92999531										0	0	0	-1773.972169	0.01039771847	123.968691585662	
1772.692169	4	7	89	0.02089070884	0.02064204179	1.744053267	2.621720218	95.63422651	4.047549121	7.092282077	88.8601688										0	0	0	-1772.692169	0.02064204179	125.758285694647	
1770.132169	4	7	89	0.04123001613	0.04074416038	1.767569284	2.664965935	95.56746478	4.094823955	7.184133767	88.72104228										0	0	0	-1770.132169	0.04074416038	129.041986732534	
1767.572169	4	7	89	0.06104442802	0.06033235686	1.791004915	2.708338908	95.50065618	4.141832824	7.275554795	88.58261238										0	0	0	-1767.572169	0.06033235686	132.394369999299	
1765.012169	4	7	89	0.08035675363	0.07942899014	1.814361474	2.751839834	95.43379869	4.188583838	7.366545106	88.44487106										0	0	0	-1765.012169	0.07942899014	135.766337548202	
1762.452169	4	7	89	0.09918926989	0.09805590436	1.837640386	2.795469351	95.36689026	4.235085306	7.457104409	88.30781028										0	0	0	-1762.452169	0.09805590436	139.153971848448	
1759.892169	4	7	89	0.1175630088	0.1162337238	1.860843131	2.839228052	95.29992882	4.281345623	7.547232281	88.1714221										0	0	0	-1759.892169	0.1162337238	142.555806545514	
1757.332169	4	7	89	0.135497843	0.1339819365	1.883971244	2.883116485	95.23291227	4.327373273	7.636928172	88.03569856										0	0	0	-1757.332169	0.1339819365	145.970366319539	
1754.772169	4	7	89	0.1530125652	0.1513189724	1.907026319	2.927135154	95.16583853	4.373176836	7.726191404	87.90063176										0	0	0	-1754.772169	0.1513189724	149.396163791951	
1752.212169	4	7	89	0.1701249613	0.1682622749	1.930010005	2.971284514	95.09870548	4.41876499	7.815021167	87.76621384										0	0	0	-1752.212169	0.1682622749	152.831700526301	
1749.652169	4	7	89	0.1868518779	0.1848283669	1.952924011	3.015564972	95.03151102	4.464146513	7.90341652	87.63243697										0	0	0	-1749.652169	0.1848283669	156.275468184549	
1747.092169	4	7	89	0.2032092838	0.2010329114	1.975770104	3.059976883	94.96425301	4.509330286	7.99137639	87.49929332										0	0	0	-1747.092169	0.2010329114	159.725951023047	
1744.532169	4	7	89	0.2192123275	0.2168907673	1.998550112	3.104520549	94.89692934	4.554325298	8.078899567	87.36677513										0	0	0	-1744.532169	0.2168907673	163.18162540086	
