T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1614.475056	3	15	82	0	0	1.393279342	7.30634657	91.30037409	3	15	82										-7.17877955E-05	-0.0003437438189	0.0004155316143	-1614.475056	0	223.59364794669	
1614.455056	3	15	82	9.078157207E-05	8.940663666E-05	1.39334351	7.306935143	91.29972135	3.000143574	15.00068749	81.99916894										0	0	0	-1614.455056	8.940663666E-05	223.800432562988	
1614.435056	3	15	82	0.0001814791587	0.0001787307406	1.393407672	7.307523725	91.2990686	3.000287161	15.00137494	81.9983379										0	0	0	-1614.435056	0.0001787307406	223.87624891304	
1614.395056	3	15	82	0.0003629406117	0.0003574447673	1.39353599	7.308700971	91.29776304	3.000574345	15.0027498	81.99667585										0	0	0	-1614.395056	0.0003574447673	223.8502919569	
1614.315056	3	15	82	0.0007257202186	0.0007147338609	1.393792608	7.31105578	91.29515161	3.001148785	15.00549927	81.99335195										0	0	0	-1614.315056	0.0007147338609	223.919939308817	
1614.155056	3	15	82	0.001451157672	0.001429200813	1.394305785	7.315766657	91.28992756	3.002297955	15.01099718	81.98670486										0	0	0	-1614.155056	0.001429200813	223.984876248854	
1613.835056	3	15	82	0.002901187606	0.002857337261	1.395331893	7.325193457	91.27947465	3.004597461	15.02198895	81.97341358										0	0	0	-1613.835056	0.002857337261	224.151182282593	
1613.195056	3	15	82	0.005797891186	0.005710443591	1.397383135	7.344067257	91.25854961	3.009201182	15.04395626	81.94684256										0	0	0	-1613.195056	0.005710443591	224.481057498347	
1611.915056	3	15	82	0.01157806114	0.01140417515	1.401481823	7.381895805	91.21662237	3.01842787	15.08782586	81.89374627										0	0	0	-1611.915056	0.01140417515	225.318832260733	
1609.355056	3	15	82	0.02305831848	0.02271497469	1.409666008	7.457876221	91.13245777	3.036964242	15.17530206	81.7877337										0	0	0	-1609.355056	0.02271497469	227.021464825758	
1606.795056	3	15	82	0.03446628457	0.03395752175	1.417832905	7.534291436	91.04787566	3.055615232	15.26242933	81.68195544										0	0	0	-1606.795056	0.03395752175	228.441466384426	
1604.235056	3	15	82	0.04579827656	0.04512817939	1.425984793	7.611143355	90.96287185	3.074389715	15.34920556	81.57640472										0	0	0	-1604.235056	0.04512817939	229.87988460754	
1601.675056	3	15	82	0.05705784933	0.05623044296	1.434123738	7.688434132	90.87744213	3.093296204	15.43562909	81.4710747										0	0	0	-1601.675056	0.05623044296	231.264219324182	
1599.115056	3	15	82	0.06824848687	0.06726773989	1.442251898	7.766165761	90.79158234	3.112343487	15.521698	81.36595851										0	0	0	-1599.115056	0.06726773989	232.593592924594	
1596.555056	3	15	82	0.07937360461	0.07824343195	1.450371526	7.844340069	90.7052884	3.131540641	15.60741011	81.26104925										0	0	0	-1596.555056	0.07824343195	233.867189690967	
1593.995056	3	15	82	0.09043655207	0.08916081791	1.458484977	7.922958702	90.61855632	3.150897043	15.69276295	81.15634										0	0	0	-1593.995056	0.08916081791	235.084255445092	
1591.435056	3	15	82	0.1014406153	0.1000231358	1.466594709	8.002023113	90.53138218	3.170422386	15.77775381	81.05182381										0	0	0	-1591.435056	0.1000231358	236.244100878395	
1588.875056	3	15	82	0.1123890191	0.1108335652	1.474703289	8.081534547	90.44376216	3.19012669	15.86237963	80.94749368										0	0	0	-1588.875056	0.1108335652	237.346105352845	
1586.315056	3	15	82	0.1232849291	0.1215952291	1.482813396	8.16149403	90.35569257	3.21002032	15.94663707	80.84334261										0	0	0	-1586.315056	0.1215952291	238.389717166042	
1583.755056	3	15	82	0.1341314538	0.1323111961	1.490927829	8.241902352	90.26716982	3.230114001	16.03052245	80.73936355										0	0	0	-1583.755056	0.1323111961	239.374459228124	
1581.195056	3	15	82	0.1449316461	0.1429844817	1.49904951	8.322760052	90.17819044	3.250418834	16.11403175	80.63554942										0	0	0	-1581.195056	0.1429844817	240.299933784939	
1578.635056	3	15	82	0.1556885048	0.15361805	1.507181488	8.404067402	90.08875111	3.270946312	16.19716057	80.53189312										0	0	0	-1578.635056	0.15361805	241.165820420787	
1576.075056	3	15	82	0.1664049765	0.1642148151	1.515326947	8.485824387	89.99884867	3.291708342	16.27990415	80.42838751										0	0	0	-1576.075056	0.1642148151	241.971881793674	
1573.515056	3	15	82	0.1770839561	0.1747776422	1.523489212	8.568030691	89.9084801	3.31271726	16.36225733	80.32502541										0	0	0	-1573.515056	0.1747776422	242.717967070389	
1570.955056	3	15	82	0.1877282884	0.1853093486	1.531671751	8.650685674	89.81764257	3.333985854	16.44421452	80.22179962										0	0	0	-1570.955056	0.1853093486	243.404016439275	
1568.395056	3	15	82	0.1983407687	0.1958127043	1.539878187	8.733788352	89.72633346	3.355527381	16.5257697	80.11870292										0	0	0	-1568.395056	0.1958127043	244.030057284972	
1565.835056	3	15	82	0.2089241432	0.2062904332	1.5481123	8.817337376	89.63455032	3.377355596	16.60691638	80.01572802										0	0	0	-1565.835056	0.2062904332	244.596214201055	
1563.275056	3	15	82	0.2194811102	0.2167452127	1.556378035	8.901331012	89.54229095	3.399484766	16.68764759	79.91286764										0	0	0	-1563.275056	0.2167452127	245.102706956983	
1560.715056	3	15	82	0.2300143194	0.2271796749	1.564679511	8.985767111	89.44955338	3.421929702	16.76795585	79.81011445										0	0	0	-1560.715056	0.2271796749	245.549855570807	
1558.155056	3	15	82	0.2405263729	0.2375964056	1.573021027	9.070643089	89.35633588	3.444705778	16.84783314	79.70746109										0	0	0	-1558.155056	0.2375964056	245.938083614552	
1555.595056	3	15	82	0.2510198243	0.247997945	1.581407067	9.155955899	89.26263703	3.467828965	16.92727087	79.60490016										0	0	0	-1555.595056	0.247997945	246.267915678838	
1553.035056	3	15	82	0.2614971787	0.2583867867	1.589842316	9.241702003	89.16845568	3.49131585	17.00625989	79.50242426										0	0	0	-1553.035056	0.2583867867	246.539984898497	
1550.475056	3	15	82	0.271960892	0.2687653775	1.598331657	9.32787734	89.073791	3.515183671	17.08479038	79.40002595										0	0	0	-1550.475056	0.2687653775	246.755033272287	
1547.915056	3	15	82	0.2824133703	0.2791361161	1.606880191	9.414477302	88.97864251	3.539450346	17.16285191	79.29769775										0	0	0	-1547.915056	0.2791361161	246.91391270393	
1545.355056	3	15	82	0.2928569682	0.2895013525	1.615493238	9.501496692	88.88301007	3.564134504	17.24043333	79.19543216										0	0	0	-1545.355056	0.2895013525	247.017589350416	
1542.795056	3	15	82	0.3032939881	0.299863386	1.624176349	9.588929701	88.78689395	3.589255518	17.3175228	79.09322168										0	0	0	-1542.795056	0.299863386	247.067146348644	
1540.235056	3	15	82	0.3137266781	0.310224464	1.632935318	9.676769863	88.69029482	3.614833543	17.39410769	78.99105877										0	0	0	-1540.235056	0.310224464	247.063779057821	
1537.675056	3	15	82	0.3241572305	0.32058678	1.641776188	9.765010021	88.59321379	3.640889547	17.4701746	78.88893586										0	0	0	-1537.675056	0.32058678	247.008804180108	
1535.115056	3	15	82	0.3345877791	0.3309524712	1.650705263	9.853642292	88.49565245	3.667445353	17.54570927	78.78684538										0	0	0	-1535.115056	0.3309524712	246.903660145739	
1532.555056	3	15	82	0.3450203971	0.341323616	1.659729121	9.942658018	88.39761286	3.694523676	17.62069657	78.68477975										0	0	0	-1532.555056	0.341323616	246.749907079243	
