T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1364.479598	14	15	71	0	0	5.122831759	11.28769729	83.58947095	14	15	71										-0.0002813179378	-0.000117630287	0.0003989482248	-1364.479598	0	315.29882598179	
1364.459598	14	15	71	6.523545173E-05	6.340991426E-05	5.122783126	11.28848745	83.58872942	14.0005624	15.00023543	70.99920217										0	0	0	-1364.459598	6.340991426E-05	315.517355789902	
1364.439598	14	15	71	0.000130425617	0.0001267759407	5.122734695	11.28927737	83.58798793	14.00112543	15.00047041	70.99840416										0	0	0	-1364.439598	0.0001267759407	315.582910331827	
1364.399598	14	15	71	0.0002608596533	0.0002535605913	5.122637566	11.29085762	83.58650482	14.00225122	15.00094058	70.9968082										0	0	0	-1364.399598	0.0002535605913	315.484882293475	
1364.319598	14	15	71	0.0005217527036	0.0005071557501	5.122443108	11.29401859	83.5835383	14.00450391	15.00188016	70.99361593										0	0	0	-1364.319598	0.0005071557501	315.469481601971	
1364.159598	14	15	71	0.001043502311	0.001014316908	5.122053341	11.30034257	83.57760409	14.00901356	15.00375646	70.98722998										0	0	0	-1364.159598	0.001014316908	315.42450131475	
1363.839598	14	15	71	0.002087542355	0.002029190208	5.121270709	11.31299809	83.5657312	14.01805071	15.00749693	70.97445236										0	0	0	-1363.839598	0.002029190208	315.223325327616	
1363.199598	14	15	71	0.004177248499	0.004060618685	5.11969286	11.33833978	83.54196736	14.03619628	15.01492961	70.94887412										0	0	0	-1363.199598	0.004060618685	314.873530382059	
1361.919598	14	15	71	0.008363255474	0.008130292527	5.116487225	11.38914469	83.49436809	14.0727758	15.02959962	70.89762459										0	0	0	-1361.919598	0.008130292527	314.315561138502	
1359.359598	14	15	71	0.01675009793	0.01628568245	5.109906535	11.49118965	83.39890381	14.14717862	15.05808943	70.79473195										0	0	0	-1359.359598	0.01628568245	313.229903809412	
1356.799598	14	15	71	0.02517088969	0.02447626526	5.103077953	11.59384367	83.30307838	14.2232277	15.0854618	70.6913105										0	0	0	-1356.799598	0.02447626526	311.918688599299	
1354.239598	14	15	71	0.03362387547	0.03270035349	5.09601865	11.69707393	83.20690742	14.30100688	15.11165813	70.58733499										0	0	0	-1354.239598	0.03270035349	310.629312086865	
1351.679598	14	15	71	0.0421101994	0.04095907941	5.088737624	11.80085705	83.11040532	14.38058609	15.13663021	70.4827837										0	0	0	-1351.679598	0.04095907941	309.309027151346	
1349.119598	14	15	71	0.05063096137	0.04925353252	5.081244895	11.90516791	83.0135872	14.46203773	15.16032815	70.37763412										0	0	0	-1349.119598	0.04925353252	307.960948922518	
1346.559598	14	15	71	0.05918718299	0.05758472635	5.073550827	12.00997972	82.91646945	14.54543652	15.18270024	70.27186324										0	0	0	-1346.559598	0.05758472635	306.588853488441	
1343.999598	14	15	71	0.06777980118	0.06595359206	5.065666114	12.11526406	82.81906982	14.63085945	15.20369297	70.16544757										0	0	0	-1343.999598	0.06595359206	305.196651165234	
1341.439598	14	15	71	0.07640966159	0.07436097193	5.057601761	12.22099081	82.72140743	14.71838592	15.22325096	70.05836312										0	0	0	-1341.439598	0.07436097193	303.788379126729	
1338.879598	14	15	71	0.08507751175	0.08280761255	5.049369063	12.32712817	82.62350277	14.80809766	15.24131699	69.95058534										0	0	0	-1338.879598	0.08280761255	302.36819608484	
1336.319598	14	15	71	0.09378399405	0.09129415781	5.040979585	12.43364261	82.5253778	14.90007884	15.25783195	69.84208921										0	0	0	-1336.319598	0.09129415781	300.94037283848	
1333.759598	14	15	71	0.1025296386	0.09982114185	5.032445135	12.54049893	82.42705594	14.99441601	15.27273486	69.73284912										0	0	0	-1333.759598	0.09982114185	299.509283814426	
1331.199598	14	15	71	0.111314856	0.1083889818	5.023777738	12.64766021	82.32856206	15.09119819	15.28596288	69.62283893										0	0	0	-1331.199598	0.1083889818	298.079402773771	
1328.639598	14	15	71	0.12013993	0.1169979703	5.014989601	12.75508784	82.22992256	15.1905168	15.29745129	69.5120319										0	0	0	-1328.639598	0.1169979703	296.655289463325	
1326.079598	14	15	71	0.12900501	0.1256482684	5.006093087	12.86274155	82.13116537	15.29246572	15.30713354	69.40040074										0	0	0	-1326.079598	0.1256482684	295.241580142547	
1323.519598	14	15	71	0.1379101038	0.1343398981	4.997100676	12.97057943	82.0323199	15.39714124	15.31494123	69.28791752										0	0	0	-1323.519598	0.1343398981	293.633432234925	
1322.239598	14	15	71	0.1423823545	0.1387058176	4.992562601	13.02457176	81.98286564	15.4505083	15.31813994	69.23135175										0	0	0	-1322.239598	0.1387058176	293.342431159688	
1321.599598	14	15	71	0.1446164209	0.1408869645	4.990298436	13.05155723	81.95814433	15.47749029	15.3195298	69.20297991										0	0	0	-1321.599598	0.1408869645	297.989259127604	
1321.579598	14	15	71	0.1446851345	0.1409540494	4.990229813	13.05239663	81.95737355	15.47834179	15.3195668	69.20209141										0	0	0	-1321.579598	0.1409540494	298.08654469681	
1321.559598	14	15	71	1	0.6044403287	6.032299864	10.61544077	83.35225936				26.17515203	21.699886	52.12496197										-1321.559598	0.6044403287	-11377.8802627075	
1321.549598	14	15	71	1	0.6044394498	6.032213094	10.61536817	83.35241874				26.17524036	21.69997165	52.12478799										-1321.549598	0.6044394498	-11329.2985351346	
1321.529598	14	15	71	1	0.604437669	6.032038917	10.61522329	83.35273779				26.17541571	21.70014306	52.12444123										-1321.529598	0.604437669	-11223.0517213012	
1321.489598	14	15	71	1	0.6044340999	6.031690551	10.61493355	83.3533759				26.17576629	21.70048579	52.12374792										-1321.489598	0.6044340999	-11208.9307208521	
1321.409598	14	15	71	1	0.6044269648	6.030993839	10.61435405	83.35465211				26.17646749	21.7011713	52.12236121										-1321.409598	0.6044269648	-11212.2288052474	
1321.249598	14	15	71	1	0.6044126948	6.029600455	10.61319504	83.35720451				26.17786971	21.70254219	52.1195881										-1321.249598	0.6044126948	-11212.5824082891	
1320.929598	14	15	71	1	0.6043841567	6.026813844	10.61087697	83.36230918				26.18067338	21.70528352	52.1140431										-1320.929598	0.6043841567	-11213.1062525959	
1320.289598	14	15	71	1	0.6043270809	6.021241212	10.6062407	83.37251809				26.18627754	21.71076438	52.10295808										-1320.289598	0.6043270809	-11213.8792294537	
1319.009598	14	15	71	1	0.6042129513	6.010098422	10.59696746	83.39293412				26.19747344	21.7217189	52.08080766										-1319.009598	0.6042129513	-11216.2196426527	
1316.449598	14	15	71	1	0.603984747	5.987822595	10.5784183	83.43375911				26.21981453	21.7435986	52.03658687										-1316.449598	0.603984747	-11219.2648059516	
1313.889598	14	15	71	1	0.6037565934	5.965559633	10.55986548	83.47457488				26.24208723	21.76543873	51.99247404										-1313.889598	0.6037565934	-11221.1210212139	
1311.329598	14	15	71	1	0.6035284646	5.943309472	10.54130894	83.51538159				26.26429045	21.78723876	51.94847079										-1311.329598	0.6035284646	-11221.6964489383	
1308.769598	14	15	71	1	0.6033003344	5.921072023	10.52274856	83.55617941				26.28642314	21.80899815	51.90457871										-1308.769598	0.6033003344	-11221.0128241264	
1306.209598	14	15	71	1	0.6030721778	5.898847205	10.50418427	83.59696853				26.30848428	21.8307164	51.86079932										-1306.209598	0.6030721778	-11219.1148444755	
1303.649598	14	15	71	1	0.6028439704	5.876634942	10.48561595	83.6377491				26.33047286	21.85239301	51.81713412										-1303.649598	0.6028439704	-11216.03812754	
1301.089598	14	15	71	1	0.6026156886	5.854435167	10.46704351	83.67852132				26.3523879	21.87402753	51.77358457										-1301.089598	0.6026156886	-11211.8189769474	
1298.529598	14	15	71	1	0.6023873094	5.83224782	10.44846682	83.71928536				26.37422843	21.89561951	51.73015205										-1298.529598	0.6023873094	-11206.5016484753	
1295.969598	14	15	71	1	0.6021588109	5.810072847	10.42988576	83.76004139				26.39599351	21.91716854	51.68683795										-1295.969598	0.6021588109	-11200.1260263951	
1293.409598	14	15	71	1	0.6019301716	5.7879102	10.41130021	83.80078959				26.4176822	21.93867421	51.64364359										-1293.409598	0.6019301716	-11192.7250723526	
1290.849598	14	15	71	1	0.6017013708	5.765759841	10.39271003	83.84153013				26.43929361	21.96013615	51.60057024										-1290.849598	0.6017013708	-11184.3370648637	
1288.289598	14	15	71	1	0.6014723884	5.743621734	10.37411509	83.88226317				26.46082683	21.981554	51.55761917										-1288.289598	0.6014723884	-11174.9981574776	
1285.729598	14	15	71	1	0.601243205	5.721495853	10.35551525	83.9229889				26.482281	22.00292743	51.51479156										-1285.729598	0.601243205	-11164.7496483365	
1283.169598	14	15	71	1	0.601013802	5.699382177	10.33691034	83.96370748				26.50365527	22.02425613	51.4720886										-1283.169598	0.601013802	-11153.62817458	
1280.609598	14	15	71	1	0.6007841613	5.677280693	10.31830022	84.00441909				26.5249488	22.04553979	51.42951141										-1280.609598	0.6007841613	-11141.6632459176	
1278.049598	14	15	71	1	0.6005542653	5.655191393	10.29968472	84.04512389				26.54616076	22.06677815	51.38706109										-1278.049598	0.6005542653	-11128.8893693315	
1275.489598	14	15	71	1	0.6003240971	5.633114275	10.28106368	84.08582204				26.56729036	22.08797094	51.3447387										-1275.489598	0.6003240971	-11115.3459695888	
1272.929598	14	15	71	1	0.6000936405	5.611049344	10.26243692	84.12651373				26.58833679	22.10911794	51.30254527										-1272.929598	0.6000936405	-11101.0628554012	
1270.369598	14	15	71	1	0.5998628796	5.588996612	10.24380427	84.16719912				26.60929931	22.13021892	51.26048177										-1270.369598	0.5998628796	-11086.0722205262	
1267.809598	14	15	71	1	0.5996317993	5.566956095	10.22516553	84.20787837				26.63017713	22.1512737	51.21854917										-1267.809598	0.5996317993	-11070.408685052	
