T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1734.242967	4	9	87	0	0	1.77496456	3.532276414	94.69275903	4	9	87										-0.0001448675199	-0.0003559919092	0.0005008594291	-1734.242967	0	153.44606883216	
1734.222967	4	9	87	0.000132047184	0.0001302763166	1.775113209	3.532657917	94.69222887	4.000289747	9.00071197	86.99899828										0	0	0	-1734.222967	0.0001302763166	153.593622217592	
1734.202967	4	9	87	0.0002639673928	0.0002604276002	1.77526184	3.533039435	94.69169873	4.000579455	9.001423929	86.99799662										0	0	0	-1734.202967	0.0002604276002	153.657144492043	
1734.162967	4	9	87	0.0005278595541	0.0005207819357	1.775559106	3.533802496	94.6906384	4.001158876	9.00284775	86.99599337										0	0	0	-1734.162967	0.0005207819357	153.670319648109	
1734.082967	4	9	87	0.001055295619	0.00104114989	1.776153598	3.535328738	94.68851766	4.002317622	9.005695063	86.99198731										0	0	0	-1734.082967	0.00104114989	153.774635101989	
1733.922967	4	9	87	0.002109389923	0.00208112988	1.777342407	3.538381716	94.68427588	4.004634693	9.011388408	86.9839769										0	0	0	-1733.922967	0.00208112988	153.935638144196	
1733.602967	4	9	87	0.004213985043	0.004157590408	1.779719336	3.544489636	94.67579103	4.009267184	9.022769938	86.96796288										0	0	0	-1733.602967	0.004157590408	154.28161108945	
1732.962967	4	9	87	0.008408875326	0.008296586139	1.784470446	3.556713341	94.65881621	4.018525618	9.045512367	86.93596202										0	0	0	-1732.962967	0.008296586139	155.090831681305	
1731.682967	4	9	87	0.01672351137	0.01650116191	1.793960197	3.581193324	94.62484648	4.037013109	9.090917185	86.87206971										0	0	0	-1731.682967	0.01650116191	156.766026334823	
1729.122967	4	9	87	0.03311394132	0.03267752118	1.812895041	3.630280915	94.55682404	4.073884466	9.181399254	86.74471628										0	0	0	-1729.122967	0.03267752118	159.825115972754	
1726.562967	4	9	87	0.04918473614	0.04854223867	1.831770458	3.679540276	94.48868927	4.110621434	9.271446008	86.61793256										0	0	0	-1726.562967	0.04854223867	162.935106353644	
1724.002967	4	9	87	0.06494764569	0.06410680681	1.850587805	3.728972466	94.42043973	4.14723136	9.361057276	86.49171136										0	0	0	-1724.002967	0.06410680681	166.045495564142	
1721.442967	4	9	87	0.08041426402	0.07938256982	1.869348511	3.778578495	94.35207299	4.183721741	9.450232711	86.36604555										0	0	0	-1721.442967	0.07938256982	169.153011325231	
1718.882967	4	9	87	0.09559566522	0.0943803641	1.888054055	3.828359325	94.28358662	4.220100182	9.538971838	86.24092798										0	0	0	-1718.882967	0.0943803641	172.25625325883	
1716.322967	4	9	87	0.1105024325	0.1091105465	1.906705972	3.878315866	94.21497816	4.2563744	9.627274049	86.11635155										0	0	0	-1716.322967	0.1091105465	175.353819760798	
1713.762967	4	9	87	0.1251446856	0.1235830215	1.925305846	3.928448979	94.14624517	4.29255223	9.7151386	85.99230917										0	0	0	-1713.762967	0.1235830215	178.44430772647	
1711.202967	4	9	87	0.139532107	0.1378072661	1.943855319	3.978759468	94.07738521	4.328641627	9.802564614	85.86879376										0	0	0	-1711.202967	0.1378072661	181.526312683283	
1708.642967	4	9	87	0.1536739655	0.1517923537	1.962356089	4.02924808	94.00839583	4.364650673	9.889551073	85.74579825										0	0	0	-1708.642967	0.1517923537	184.598430980778	
1706.082967	4	9	87	0.167579139	0.1655469757	1.980809909	4.079915501	93.93927459	4.400587578	9.976096815	85.62331561										0	0	0	-1706.082967	0.1655469757	187.659261044715	
1703.522967	4	9	87	0.1812561354	0.1790794624	1.999218594	4.130762354	93.87001905	4.436460687	10.06220054	85.50133878										0	0	0	-1703.522967	0.1790794624	190.707405631617	
1700.962967	4	9	87	0.1947131124	0.1923978018	2.017584015	4.181789195	93.80062679	4.472278485	10.14786078	85.37986073										0	0	0	-1700.962967	0.1923978018	193.741472794233	
1698.402967	4	9	87	0.2079578955	0.205509658	2.035908109	4.232996511	93.73109538	4.508049599	10.23307595	85.25887446										0	0	0	-1698.402967	0.205509658	196.760078210751	
1695.842967	4	9	87	0.2209979956	0.2184223876	2.054192874	4.284384715	93.66142241	4.543782808	10.31784427	85.13837293										0	0	0	-1695.842967	0.2184223876	199.761846602692	
1693.282967	4	9	87	0.233840625	0.2311430559	2.072440371	4.335954145	93.59160548	4.579487043	10.40216382	85.01834913										0	0	0	-1693.282967	0.2311430559	202.745414453943	
1690.722967	4	9	87	0.2464927125	0.2436784512	2.090652731	4.387705055	93.52164221	4.615171398	10.48603253	84.89879607										0	0	0	-1690.722967	0.2436784512	205.709431554653	
1688.162967	4	9	87	0.2589609177	0.2560350991	2.10883215	4.439637619	93.45153023	4.65084513	10.56944814	84.77970673										0	0	0	-1688.162967	0.2560350991	208.652561974861	
1685.602967	4	9	87	0.271251644	0.2682192752	2.126980897	4.491751919	93.38126718	4.686517669	10.65240822	84.66107411										0	0	0	-1685.602967	0.2682192752	211.573488737752	
1683.042967	4	9	87	0.2833710514	0.2802370174	2.14510131	4.544047947	93.31085074	4.722198623	10.73491019	84.54289119										0	0	0	-1683.042967	0.2802370174	214.470911382387	
1680.482967	4	9	87	0.2953250682	0.2920941376	2.163195802	4.596525597	93.2402786	4.757897784	10.81695125	84.42515097										0	0	0	-1680.482967	0.2920941376	217.343554055791	
1677.922967	4	9	87	0.3071194019	0.3037962319	2.181266862	4.64918466	93.16954848	4.793625134	10.89852844	84.30784643										0	0	0	-1677.922967	0.3037962319	220.190163409853	
1675.362967	4	9	87	0.3187595495	0.3153486914	2.199317058	4.702024824	93.09865812	4.829390853	10.9796386	84.19097054										0	0	0	-1675.362967	0.3153486914	223.009512730336	
1672.802967	4	9	87	0.3302508074	0.326756711	2.217349035	4.755045664	93.0276053	4.865205326	11.06027839	84.07451628										0	0	0	-1672.802967	0.326756711	225.800403804639	
1670.242967	4	9	87	0.3415982805	0.338025299	2.235365523	4.808246637	92.95638784	4.901079148	11.14044424	83.95847661										0	0	0	-1670.242967	0.338025299	228.561666794276	
1667.682967	4	9	87	0.3528068907	0.3491592851	2.253369337	4.86162708	92.88500358	4.937023136	11.22013239	83.84284447										0	0	0	-1667.682967	0.3491592851	231.292167786659	
1665.122967	4	9	87	0.3638813852	0.3601633284	2.271363376	4.915186203	92.81345042	4.973048331	11.29933887	83.7276128										0	0	0	-1665.122967	0.3601633284	233.990806625642	
1662.562967	4	9	87	0.3748263438	0.3710419249	2.289350633	4.96892308	92.74172629	5.009166009	11.37805947	83.61277452										0	0	0	-1662.562967	0.3710419249	236.656522290696	
1660.002967	4	9	87	0.3856461863	0.3817994143	2.307334189	5.022836648	92.66982916	5.045387693	11.45628978	83.49832253										0	0	0	-1660.002967	0.3817994143	239.288295788692	
1657.442967	4	9	87	0.3963451792	0.3924399866	2.325317224	5.076925698	92.59775708	5.081725152	11.53402514	83.38424971										0	0	0	-1657.442967	0.3924399866	241.88514575982	
1654.882967	4	9	87	0.4069274417	0.4029676887	2.343303011	5.131188868	92.52550812	5.11819042	11.61126064	83.27054894										0	0	0	-1654.882967	0.4029676887	244.44613932377	
1652.322967	4	9	87	0.4173969522	0.4133864295	2.361294928	5.185624636	92.45308044	5.154795798	11.68799115	83.15721305										0	0	0	-1652.322967	0.4133864295	246.970395270306	
1649.762967	4	9	87	0.4277575534	0.4236999857	2.379296455	5.240231315	92.38047223	5.191553867	11.76421126	83.04423487										0	0	0	-1649.762967	0.4236999857	249.457075275088	
1647.202967	4	9	87	0.4380129578	0.4339120072	2.397311176	5.295007043	92.30768178	5.228477496	11.83991532	82.93160719										0	0	0	-1647.202967	0.4339120072	251.905398877258	
1644.642967	4	9	87	0.4481667523	0.4440260212	2.415342788	5.349949779	92.23470743	5.265579854	11.91509738	82.81932277										0	0	0	-1644.642967	0.4440260212	254.314641940081	
1642.082967	4	9	87	0.4582224034	0.4540454373	2.4333951	5.405057291	92.16154761	5.302874416	11.98975123	82.70737435										0	0	0	-1642.082967	0.4540454373	256.684134843456	
1639.522967	4	9	87	0.4681832609	0.4639735514	2.451472035	5.46032715	92.08820082	5.340374979	12.06387037	82.59575465										0	0	0	-1639.522967	0.4639735514	259.013270117926	
1636.962967	4	9	87	0.4780525621	0.4738135498	2.469577638	5.51575672	92.01466564	5.378095668	12.13744801	82.48445632										0	0	0	-1636.962967	0.4738135498	261.301503570414	
1634.402967	4	9	87	0.4878334359	0.4835685127	2.487716076	5.571343152	91.94094077	5.416050952	12.21047704	82.37347201										0	0	0	-1634.402967	0.4835685127	263.548356545739	
1631.842967	4	9	87	0.4975289059	0.4932414178	2.505891642	5.627083372	91.86702499	5.454255652	12.28295003	82.26279432										0	0	0	-1631.842967	0.4932414178	265.75341880033	
1629.282967	4	9	87	0.5071418939	0.5028351433	2.524108761	5.682974073	91.79291717	5.492724952	12.35485924	82.15241581										0	0	0	-1629.282967	0.5028351433	267.916351346143	
1626.722967	4	9	87	0.5166752229	0.512352471	2.542371989	5.739011706	91.71861631	5.531474415	12.42619659	82.042329										0	0	0	-1626.722967	0.512352471	270.036887022936	
1624.162967	4	9	87	0.5261316199	0.521796089	2.560686021	5.795192467	91.64412151	5.570519992	12.49695365	81.93252636										0	0	0	-1624.162967	0.521796089	272.114894013649	
1621.602967	4	9	87	0.5355137145	0.5311685902	2.5790557	5.851512286	91.56943201	5.609878006	12.56712158	81.82300041										0	0	0	-1621.602967	0.5311685902	274.150133483683	
