T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1841.024262	2	5	93	0	0	0.8184824212	1.694225767	97.48729181	2	5	93										-0.000162429237	-0.0004544660006	0.0006168952375	-1841.024262	0	72.7081444850655	
1841.004262	2	5	93	0.0002771068112	0.0002749836617	0.818631878	1.694580342	97.48678778	2.000324863	5.00090892	92.99876622										0	0	0	-1841.004262	0.0002749836617	72.7550432282561	
1840.984262	2	5	93	0.0005540346246	0.0005497901799	0.8187813189	1.694934926	97.48628375	2.00064968	5.001817815	92.9975325										0	0	0	-1840.984262	0.0005497901799	72.7919635739851	
1840.944262	2	5	93	0.001107581184	0.001099097964	0.8190801976	1.695644111	97.48527569	2.001299275	5.003635491	92.99506523										0	0	0	-1840.944262	0.001099097964	72.8402072454749	
1840.864262	2	5	93	0.002213699003	0.002196751493	0.8196778928	1.697062571	97.48325954	2.002598186	5.007270444	92.99013137										0	0	0	-1840.864262	0.002196751493	72.9307254945221	
1840.704262	2	5	93	0.004421556343	0.004387736907	0.8208730438	1.69989984	97.47922712	2.005194912	5.014538734	92.98026635										0	0	0	-1840.704262	0.004387736907	73.122697499301	
1840.384262	2	5	93	0.008819841726	0.008752504113	0.8232623891	1.705575782	97.47116183	2.010383995	5.029068856	92.96054715										0	0	0	-1840.384262	0.008752504113	73.5748618293624	
1839.744262	2	5	93	0.0175238967	0.01739059333	0.8280361316	1.716933963	97.45502991	2.02074195	5.058105221	92.92115283										0	0	0	-1839.744262	0.01739059333	74.514672491883	
1838.464262	2	5	93	0.03463979878	0.03437822718	0.837567254	1.739673566	97.42275918	2.041385789	5.116076747	92.84253746										0	0	0	-1838.464262	0.03437822718	76.249825399646	
1835.904262	2	5	93	0.06770641497	0.06720269973	0.8565622095	1.785247703	97.35819009	2.082383194	5.231620306	92.6859965										0	0	0	-1835.904262	0.06720269973	79.8132601854612	
1833.344262	2	5	93	0.09931991621	0.09859208116	0.8754686697	1.830949192	97.29358214	2.123001201	5.346632264	92.53036654										0	0	0	-1833.344262	0.09859208116	83.4109720019533	
1830.784262	2	5	93	0.1295788654	0.1286437354	0.8942876504	1.876779356	97.22893299	2.163247827	5.461115144	92.37563703										0	0	0	-1830.784262	0.1286437354	87.0673355217774	
1828.224262	2	5	93	0.1585765519	0.1574498359	0.9130203974	1.92273936	97.16424024	2.203131547	5.575070943	92.22179751										0	0	0	-1828.224262	0.1574498359	90.7754918711662	
1825.664262	2	5	93	0.1863980127	0.1850944038	0.9316682231	1.968830312	97.09950147	2.242660904	5.688501465	92.06883763										0	0	0	-1825.664262	0.1850944038	94.5330573198082	
1823.104262	2	5	93	0.2131209215	0.2116541859	0.9502325091	2.01505327	97.03471422	2.281844511	5.801408335	91.91674715										0	0	0	-1823.104262	0.2116541859	98.3376133916985	
1820.544262	2	5	93	0.2388163706	0.2371994276	0.968714706	2.061409242	96.96987605	2.320691057	5.913793011	91.76551593										0	0	0	-1820.544262	0.2371994276	102.186698543352	
1817.984262	2	5	93	0.2635495563	0.2617945495	0.9871163333	2.107899184	96.90498448	2.359209305	6.025656775	91.61513392										0	0	0	-1817.984262	0.2617945495	106.07780986291	
1815.424262	2	5	93	0.2873803795	0.2854987412	1.005438979	2.154523999	96.84003702	2.397408094	6.137000744	91.46559116										0	0	0	-1815.424262	0.2854987412	110.008410036592	
1812.864262	2	5	93	0.3103639733	0.308366482	1.023684301	2.201284537	96.77503116	2.43529634	6.247825869	91.31687779										0	0	0	-1812.864262	0.308366482	113.898979946339	
1810.304262	2	5	93	0.3325796417	0.3304763864	1.041870903	2.248345915	96.70978318	2.472935368	6.358226037	91.16883859										0	0	0	-1810.304262	0.3304763864	117.904993752166	
