T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1813.321241	4	5	91	0	0	1.660866722	1.741106702	96.59802658	4	5	91										-0.0002524147372	-0.0003516678095	0.0006040825467	-1813.321241	0	92.6171060555209	
1813.301241	4	5	91	0.000218154081	0.0002158670179	1.661103495	1.741396198	96.59750031	4.000504839	5.000703321	90.99879184										0	0	0	-1813.301241	0.0002158670179	92.6821600831733	
1813.281241	4	5	91	0.0004361547084	0.000431582624	1.661340234	1.7416857	96.59697407	4.001009614	5.001406638	90.99758375										0	0	0	-1813.281241	0.000431582624	92.7265078072527	
1813.241241	4	5	91	0.0008719876713	0.0008628486065	1.661813711	1.742264713	96.59592158	4.002019125	5.002813173	90.9951677										0	0	0	-1813.241241	0.0008628486065	92.7703647567855	
1813.161241	4	5	91	0.001743080041	0.001724818219	1.662760583	1.74342281	96.59381661	4.004037806	5.005625961	90.99033623										0	0	0	-1813.161241	0.001724818219	92.8580384585201	
1813.001241	4	5	91	0.003482584548	0.003446126044	1.664654009	1.745739277	96.58960671	4.008073837	5.01125038	90.98067578										0	0	0	-1813.001241	0.003446126044	93.0474325424704	
1812.681241	4	5	91	0.006950913156	0.006878255967	1.668439592	1.750373307	96.5811871	4.016140582	5.022494597	90.96136482										0	0	0	-1812.681241	0.006878255967	93.4911397764677	
1812.041241	4	5	91	0.01383118069	0.01368704349	1.676004571	1.759646433	96.564349	4.032250122	5.044966448	90.92278343										0	0	0	-1812.041241	0.01368704349	94.3623337907138	
1810.761241	4	5	91	0.02743263873	0.02714850593	1.69112741	1.778337771	96.53053482	4.064432302	5.089905052	90.84566265										0	0	0	-1810.761241	0.02714850593	96.0143060008378	
1808.201241	4	5	91	0.05387053291	0.05331940588	1.721258243	1.815543725	96.46319803	4.128349221	5.179363926	90.69228685										0	0	0	-1808.201241	0.05331940588	99.5889507332214	
1805.641241	4	5	91	0.0793934217	0.07859124766	1.75127427	1.852849018	96.39587671	4.191808955	5.268442375	90.53974867										0	0	0	-1805.641241	0.07859124766	103.092085484509	
1803.081241	4	5	91	0.1040509554	0.1030128297	1.781176733	1.890253986	96.32856928	4.254821149	5.357140001	90.38803885										0	0	0	-1803.081241	0.1030128297	106.637654943798	
1800.521241	4	5	91	0.1278909499	0.1266311605	1.810967052	1.927758832	96.26127412	4.317395786	5.445455995	90.23714822										0	0	0	-1800.521241	0.1266311605	110.22071661519	
1797.961241	4	5	91	0.150957813	0.1494898991	1.840646719	1.965363715	96.19398957	4.379542932	5.533389405	90.08706766										0	0	0	-1797.961241	0.1494898991	113.839712303423	
1795.401241	4	5	91	0.1732928436	0.1716296485	1.870217281	2.003068731	96.12671399	4.441272741	5.620939138	89.93778812										0	0	0	-1795.401241	0.1716296485	117.493054333904	
1792.841241	4	5	91	0.1949345034	0.1930882231	1.899680411	2.040873981	96.05944561	4.502595454	5.70810396	89.78930059										0	0	0	-1792.841241	0.1930882231	121.179138678518	
1790.281241	4	5	91	0.2159186526	0.2139008804	1.929037802	2.078779468	95.99218273	4.563521407	5.794882496	89.6415961										0	0	0	-1790.281241	0.2139008804	124.896345535645	
1787.721241	4	5	91	0.2362787703	0.2341005374	1.958291237	2.116785161	95.9249236	4.624061029	5.881273231	89.49466574										0	0	0	-1787.721241	0.2341005374	128.643030099656	
1785.161241	4	5	91	0.2560461489	0.2537179619	1.987442573	2.154890983	95.85766644	4.684224844	5.96727451	89.34850065										0	0	0	-1785.161241	0.2537179619	132.417530637409	
1782.601241	4	5	91	0.2752500706	0.2727819463	2.01649374	2.193096802	95.79040946	4.744023478	6.052884538	89.20309198										0	0	0	-1782.601241	0.2727819463	136.218168993363	
1780.041241	4	5	91	0.2939179673	0.2913194641	2.045446742	2.231402435	95.72315082	4.803467656	6.138101379	89.05843096										0	0	0	-1780.041241	0.2913194641	140.043252799372	
1777.481241	4	5	91	0.312075565	0.3093558121	2.074303656	2.269807643	95.6558887	4.86256821	6.222922956	88.91450883										0	0	0	-1777.481241	0.3093558121	143.891073936555	
1774.921241	4	5	91	0.3297470148	0.3269147398	2.103066634	2.308312132	95.58862123	4.921336076	6.30734705	88.77131687										0	0	0	-1774.921241	0.3269147398	147.759912690753	
1772.361241	4	5	91	0.3469550129	0.344018566	2.131737904	2.346915549	95.52134655	4.979782303	6.391371303	88.62884639										0	0	0	-1772.361241	0.344018566	151.648037690112	
1769.801241	4	5	91	0.3637209081	0.3606882862	2.160319765	2.385617483	95.45406275	5.037918052	6.47499321	88.48708874										0	0	0	-1769.801241	0.3606882862	155.553707635323	
1767.241241	4	5	91	0.380064802	0.3769436693	2.188814597	2.424417459	95.38676794	5.0957546	6.558210125	88.34603527										0	0	0	-1767.241241	0.3769436693	159.47517363213	
