T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1823.573589	2	6	92	0	0	0.8342946604	2.086945421	97.07875992	2	6	92										-0.000135316107	-0.0004542342564	0.0005895503634	-1823.573589	0	86.0994552542521	
1823.553589	2	6	92	0.0002341987158	0.000232208491	0.8344234456	2.087320283	97.07825627	2.000270639	6.000908456	91.9988209										0	0	0	-1823.553589	0.000232208491	86.1595341896939	
1823.533589	2	6	92	0.000468233838	0.0004642551761	0.8345522102	2.087695148	97.07775264	2.000541237	6.001816887	91.99764188										0	0	0	-1823.533589	0.0004642551761	86.2017167771439	
1823.493589	2	6	92	0.0009361048412	0.0009281521904	0.8348097396	2.088444901	97.07674536	2.001082411	6.003633631	91.99528396										0	0	0	-1823.493589	0.0009281521904	86.2465523842919	
1823.413589	2	6	92	0.00187117484	0.00185528469	0.8353247496	2.089944504	97.07473075	2.002164548	6.007266708	91.99056874										0	0	0	-1823.413589	0.00185528469	86.3350301044551	
1823.253589	2	6	92	0.003738217476	0.003706497689	0.8363545828	2.092944103	97.07070131	2.004328006	6.014531202	91.98114079										0	0	0	-1823.253589	0.003706497689	86.5249367816884	
1822.933589	2	6	92	0.007459964652	0.007396766403	0.8384135024	2.098944867	97.06264163	2.008651657	6.02905355	91.96229479										0	0	0	-1822.933589	0.007396766403	86.9711663841147	
1822.293589	2	6	92	0.01483803226	0.01471273236	0.8425275283	2.110953182	97.04651929	2.01728393	6.058073113	91.92464296										0	0	0	-1822.293589	0.01471273236	87.8977129150739	
1821.013589	2	6	92	0.02938643485	0.02913987849	0.8507428737	2.13499552	97.01426161	2.034494768	6.116007626	91.84949761										0	0	0	-1821.013589	0.02913987849	89.6047493189606	
1818.453589	2	6	92	0.05765037528	0.05717295053	0.8671214803	2.183184711	96.94969381	2.068700629	6.23146248	91.69983689										0	0	0	-1818.453589	0.05717295053	93.101627462467	
1815.893589	2	6	92	0.08486593344	0.08417236278	0.8834317036	2.231514335	96.88505396	2.102625012	6.346366729	91.55100826										0	0	0	-1815.893589	0.08417236278	96.6209863623597	
1813.333589	2	6	92	0.1110950064	0.1101991753	0.8996745413	2.279985858	96.8203396	2.136274792	6.460723084	91.40300212										0	0	0	-1813.333589	0.1101991753	100.123987300456	
1810.773589	2	6	92	0.1364248361	0.1353396571	0.9158628006	2.328775715	96.75536148	2.16969562	6.574642981	91.2556614										0	0	0	-1810.773589	0.1353396571	103.724639290528	
1808.213589	2	6	92	0.1608544929	0.1595925296	0.9319749232	2.377538814	96.69048626	2.202819474	6.687911551	91.10926898										0	0	0	-1808.213589	0.1595925296	107.409481116757	
1805.653589	2	6	92	0.1844622668	0.1830352188	0.9480233123	2.426447888	96.6255288	2.235690489	6.800638776	90.96367073										0	0	0	-1805.653589	0.1830352188	111.072178966051	
