T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1581.769718	7	13	80	0	0	3.20120708	6.402552261	90.39624066	7	13	80										-0.0001485172332	-0.0002579282732	0.0004064455065	-1581.769718	0	255.483619858795	
1581.749718	7	13	80	7.976344944E-05	7.823987362E-05	3.20133276	6.403021348	90.39564589	7.000297027	13.00051586	79.99918711										0	0	0	-1581.749718	7.823987362E-05	255.764649715846	
1581.729718	7	13	80	0.0001594391936	0.0001563938729	3.201458423	6.403490427	90.39505115	7.000594083	13.00103168	79.99837424										0	0	0	-1581.729718	0.0001563938729	255.866999165398	
1581.689718	7	13	80	0.0003188612668	0.0003127715756	3.201709725	6.40442865	90.39386162	7.001188202	13.00206326	79.99674854										0	0	0	-1581.689718	0.0003127715756	255.82549765464	
1581.609718	7	13	80	0.0006375743775	0.0006254003158	3.202212269	6.406305321	90.39148241	7.002376539	13.00412615	79.99349732										0	0	0	-1581.609718	0.0006254003158	255.910358288841	
1581.449718	7	13	80	0.001274875101	0.001250542169	3.203217131	6.410059543	90.38672333	7.004753641	13.00825078	79.98699558										0	0	0	-1581.449718	0.001250542169	255.994721320776	
1581.129718	7	13	80	0.00254865787	0.00250005272	3.205225941	6.417571525	90.37720253	7.009509546	13.01649552	79.97399494										0	0	0	-1581.129718	0.00250005272	256.205595041451	
1580.489718	7	13	80	0.005092965005	0.004995997113	3.209239913	6.432609644	90.35815044	7.019028238	13.03296681	79.94800495										0	0	0	-1580.489718	0.004995997113	256.625372981656	
1579.209718	7	13	80	0.01016867528	0.009975705596	3.217253361	6.462742542	90.3200041	7.038093769	13.06583646	79.89606977										0	0	0	-1579.209718	0.009975705596	257.643653868849	
1576.649718	7	13	80	0.02024782833	0.0198661258	3.233225636	6.523232196	90.24354217	7.076348296	13.13127679	79.79237491										0	0	0	-1576.649718	0.0198661258	259.716054214443	
1574.089718	7	13	80	0.03025657051	0.02968999211	3.249123829	6.584023965	90.16685221	7.114771381	13.19631954	79.68890908										0	0	0	-1574.089718	0.02968999211	261.521799031424	
1571.529718	7	13	80	0.04019189781	0.0394443374	3.264950538	6.645117378	90.08993208	7.153376727	13.26095798	79.5856653										0	0	0	-1571.529718	0.0394443374	263.3593550507	
1568.969718	7	13	80	0.05005628553	0.04913157229	3.280707778	6.706512581	90.01277964	7.192176961	13.32518637	79.48263667										0	0	0	-1568.969718	0.04913157229	265.157453805373	
1566.409718	7	13	80	0.05985215271	0.0587540535	3.296397652	6.768209556	89.93539279	7.231185036	13.38899871	79.37981625										0	0	0	-1566.409718	0.0587540535	266.915423517226	
1563.849718	7	13	80	0.06958186344	0.0683140851	3.312022346	6.83020811	89.85776954	7.270414246	13.45238871	79.27719704										0	0	0	-1563.849718	0.0683140851	268.632635518122	
1561.289718	7	13	80	0.07924772826	0.0778139199	3.327584135	6.892507873	89.77990799	7.309878237	13.51534978	79.17477198										0	0	0	-1561.289718	0.0778139199	270.308504705245	
1558.729718	7	13	80	0.08885200549	0.08725576064	3.343085389	6.955108282	89.70180633	7.349591017	13.57787503	79.07253395										0	0	0	-1558.729718	0.08725576064	271.942491389218	
1556.169718	7	13	80	0.09839690241	0.09664176121	3.358528573	7.018008571	89.62346286	7.389566969	13.63995726	78.97047577										0	0	0	-1556.169718	0.09664176121	273.534104281459	
1553.609718	7	13	80	0.1078845764	0.1059740276	3.373916248	7.081207767	89.54487599	7.429820866	13.70158892	78.86859021										0	0	0	-1553.609718	0.1059740276	275.082900176057	
1551.049718	7	13	80	0.1173171359	0.1152546191	3.389251079	7.144704672	89.46604425	7.470367879	13.76276215	78.76686997										0	0	0	-1551.049718	0.1152546191	276.588490165267	
1548.489718	7	13	80	0.1266966413	0.1244855488	3.404535836	7.208497857	89.38696631	7.511223594	13.82346873	78.66530768										0	0	0	-1548.489718	0.1244855488	278.05054337043	
1545.929718	7	13	80	0.1360251058	0.1336687845	3.419773394	7.272585647	89.30764096	7.552404028	13.88370007	78.5638959										0	0	0	-1545.929718	0.1336687845	279.468782198357	
1543.369718	7	13	80	0.1453044962	0.1428062495	3.434966742	7.336966114	89.22806714	7.593925635	13.94344723	78.46262714										0	0	0	-1543.369718	0.1428062495	280.842989427254	
1540.809718	7	13	80	0.1545367331	0.151899823	3.450118983	7.40163706	89.14824396	7.635805328	14.00270085	78.36149382										0	0	0	-1540.809718	0.151899823	282.173012045046	
1538.249718	7	13	80	0.1637236918	0.1609513406	3.465233338	7.466596005	89.06817066	7.67806049	14.06145121	78.2604883										0	0	0	-1538.249718	0.1609513406	283.458760710932	
1535.689718	7	13	80	0.1728672027	0.1699625947	3.480313147	7.531840178	88.98784667	7.720708992	14.11968815	78.15960286										0	0	0	-1535.689718	0.1699625947	284.700216948442	
1533.129718	7	13	80	0.1819690512	0.1789353345	3.495361879	7.5973665	88.90727162	7.763769205	14.1774011	78.05882969										0	0	0	-1533.129718	0.1789353345	285.89742920028	
1530.569718	7	13	80	0.1910309785	0.1878712666	3.510383127	7.66317157	88.8264453	7.807260016	14.23457905	77.95816093										0	0	0	-1530.569718	0.1878712666	287.050513665237	
1528.009718	7	13	80	0.200054681	0.1967720549	3.525380617	7.729251652	88.74536773	7.851200849	14.29121053	77.85758862										0	0	0	-1528.009718	0.1967720549	288.159667742471	
1525.449718	7	13	80	0.209041811	0.2056393203	3.540358211	7.795602663	88.66403913	7.895611676	14.34728361	77.75710472										0	0	0	-1525.449718	0.2056393203	289.2251626786	
1522.889718	7	13	80	0.217993976	0.214474641	3.555319908	7.862220151	88.58245994	7.940513036	14.40278587	77.6567011										0	0	0	-1522.889718	0.214474641	290.247350817197	
1520.329718	7	13	80	0.2269127389	0.2232795517	3.57026985	7.929099289	88.50063086	7.985926053	14.4577044	77.55636955										0	0	0	-1520.329718	0.2232795517	291.226664233216	
1517.769718	7	13	80	0.2357996174	0.2320555439	3.585212322	7.99623485	88.41855283	8.031872451	14.51202578	77.45610177										0	0	0	-1517.769718	0.2320555439	292.163611991965	
1515.209718	7	13	80	0.244656084	0.2408040652	3.600151761	8.063621198	88.33622704	8.078374576	14.56573606	77.35588937										0	0	0	-1515.209718	0.2408040652	293.058798603674	
1512.649718	7	13	80	0.2534835649	0.2495265184	3.615092752	8.131252269	88.25365498	8.12545541	14.61882073	77.25572386										0	0	0	-1512.649718	0.2495265184	293.912912633978	
1510.089718	7	13	80	0.2622834401	0.2582242614	3.630040038	8.199121555	88.17083841	8.173138589	14.67126475	77.15559666										0	0	0	-1510.089718	0.2582242614	294.726728587798	
1507.529718	7	13	80	0.2710570418	0.2668986061	3.644998517	8.267222084	88.0877794	8.221448424	14.72305248	77.05549909										0	0	0	-1507.529718	0.2668986061	295.501115209602	
1504.969718	7	13	80	0.2798056545	0.2755508177	3.65997325	8.335546409	88.00448034	8.27040992	14.77416771	76.95542237										0	0	0	-1504.969718	0.2755508177	296.237030399041	
1502.409718	7	13	80	0.2885305133	0.2841821138	3.67496946	8.404086585	87.92094396	8.320048791	14.82459359	76.85535762										0	0	0	-1502.409718	0.2841821138	296.935533021869	
1499.849718	7	13	80	0.2972328033	0.2927936629	3.689992538	8.472834156	87.83717331	8.370391481	14.87431268	76.75529584										0	0	0	-1499.849718	0.2927936629	297.597774011167	
1497.289718	7	13	80	0.3059136585	0.3013865839	3.705048041	8.541780133	87.75317183	8.421465185	14.92330687	76.65522794										0	0	0	-1497.289718	0.3013865839	298.225001327086	
