T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1637.910227	8	0	92	1	1	7.999999994	0	92.00000001													-1637.910227	1	NaN	
1635.350227	8	0	92	1	1	7.999999994	0	92.00000001													-1635.350227	1	NaN	
1632.790227	8	0	92	1	1	7.999999994	0	92.00000001													-1632.790227	1	NaN	
1630.230227	8	0	92	1	1	7.999999994	0	92.00000001													-1630.230227	1	NaN	
1627.670227	8	0	92	1	1	7.999999994	0	92.00000001													-1627.670227	1	NaN	
1625.110227	8	0	92	1	1	7.999999994	0	92.00000001													-1625.110227	1	NaN	
1622.550227	8	0	92	1	1	7.999999994	0	92.00000001													-1622.550227	1	NaN	
1619.990227	8	0	92	1	1	7.999999994	0	92.00000001													-1619.990227	1	NaN	
1617.430227	8	0	92	1	1	7.999999994	0	92.00000001													-1617.430227	1	NaN	
1614.870227	8	0	92	1	1	7.999999994	0	92.00000001													-1614.870227	1	NaN	
1612.310227	8	0	92	1	1	7.999999994	0	92.00000001													-1612.310227	1	NaN	
1609.750227	8	0	92	1	1	7.999999994	0	92.00000001													-1609.750227	1	NaN	
1607.190227	8	0	92	1	1	7.999999994	0	92.00000001													-1607.190227	1	NaN	
1604.630227	8	0	92	1	1	7.999999994	0	92.00000001													-1604.630227	1	NaN	
1602.070227	8	0	92	1	1	7.999999994	0	92.00000001													-1602.070227	1	NaN	
1599.510227	8	0	92	1	1	7.999999994	0	92.00000001													-1599.510227	1	NaN	
1596.950227	8	0	92	1	1	7.999999994	0	92.00000001													-1596.950227	1	NaN	
1594.390227	8	0	92	1	1	7.999999994	0	92.00000001													-1594.390227	1	NaN	
1591.830227	8	0	92	1	1	7.999999994	0	92.00000001													-1591.830227	1	NaN	
1589.270227	8	0	92	1	1	7.999999994	0	92.00000001													-1589.270227	1	NaN	
1586.710227	8	0	92	1	1	7.999999994	0	92.00000001													-1586.710227	1	NaN	
1584.150227	8	0	92	1	1	7.999999994	0	92.00000001													-1584.150227	1	NaN	
1581.590227	8	0	92	1	1	7.999999994	0	92.00000001													-1581.590227	1	NaN	
1579.030227	8	0	92	1	1	7.999999994	0	92.00000001													-1579.030227	1	NaN	
1576.470227	8	0	92	1	1	7.999999994	0	92.00000001													-1576.470227	1	NaN	
1573.910227	8	0	92	1	1	7.999999994	0	92.00000001													-1573.910227	1	NaN	
1571.350227	8	0	92	1	1	7.999999994	0	92.00000001													-1571.350227	1	NaN	
1568.790227	8	0	92	1	1	7.999999994	0	92.00000001													-1568.790227	1	NaN	
1566.230227	8	0	92	1	1	7.999999994	0	92.00000001													-1566.230227	1	NaN	
1563.670227	8	0	92	1	1	7.999999994	0	92.00000001													-1563.670227	1	NaN	
1561.110227	8	0	92	1	1	7.999999994	0	92.00000001													-1561.110227	1	NaN	
1558.550227	8	0	92	1	1	7.999999994	0	92.00000001													-1558.550227	1	NaN	
1555.990227	8	0	92	1	1	7.999999994	0	92.00000001													-1555.990227	1	NaN	
1553.430227	8	0	92	1	1	7.999999994	0	92.00000001													-1553.430227	1	NaN	
1550.870227	8	0	92	1	1	7.999999994	0	92.00000001													-1550.870227	1	NaN	
1548.310227	8	0	92	1	1	7.999999994	0	92.00000001													-1548.310227	1	NaN	
1545.750227	8	0	92	1	1	7.999999994	0	92.00000001													-1545.750227	1	NaN	
1543.190227	8	0	92	1	1	7.999999994	0	92.00000001													-1543.190227	1	NaN	
1540.630227	8	0	92	1	1	7.999999994	0	92.00000001													-1540.630227	1	NaN	
1538.070227	8	0	92	1	1	7.999999994	0	92.00000001													-1538.070227	1	NaN	
1535.510227	8	0	92	1	1	7.999999994	0	92.00000001													-1535.510227	1	NaN	
1532.950227	8	0	92	1	1	7.999999994	0	92.00000001													-1532.950227	1	NaN	
1530.390227	8	0	92	1	1	7.999999994	0	92.00000001													-1530.390227	1	NaN	
1527.830227	8	0	92	1	1	7.999999994	0	92.00000001													-1527.830227	1	NaN	
1525.270227	8	0	92	1	1	7.999999994	0	92.00000001													-1525.270227	1	NaN	
1522.710227	8	0	92	1	1	7.999999994	0	92.00000001													-1522.710227	1	NaN	
1520.150227	8	0	92	1	1	7.999999994	0	92.00000001													-1520.150227	1	NaN	
1517.590227	8	0	92	1	1	7.999999994	0	92.00000001													-1517.590227	1	NaN	
1515.030227	8	0	92	1	1	7.999999994	0	92.00000001													-1515.030227	1	NaN	
1512.470227	8	0	92	1	1	7.999999994	0	92.00000001													-1512.470227	1	NaN	
1509.910227	8	0	92	1	1	7.999999994	0	92.00000001													-1509.910227	1	NaN	
1507.350227	8	0	92	1	1	7.999999994	0	92.00000001													-1507.350227	1	NaN	
1504.790227	8	0	92	1	1	7.999999994	0	92.00000001													-1504.790227	1	NaN	
1502.230227	8	0	92	1	1	7.999999994	0	92.00000001													-1502.230227	1	NaN	
1499.670227	8	0	92	1	1	7.999999994	0	92.00000001													-1499.670227	1	NaN	
1497.110227	8	0	92	1	1	7.999999994	0	92.00000001													-1497.110227	1	NaN	
1494.550227	8	0	92	1	1	7.999999994	0	92.00000001													-1494.550227	1	NaN	
1491.990227	8	0	92	1	1	7.999999994	0	92.00000001													-1491.990227	1	NaN	
1489.430227	8	0	92	1	1	7.999999994	0	92.00000001													-1489.430227	1	NaN	
1486.870227	8	0	92	1	1	7.999999994	0	92.00000001													-1486.870227	1	NaN	
1484.310227	8	0	92	1	1	7.999999994	0	92.00000001													-1484.310227	1	NaN	
1481.750227	8	0	92	1	1	7.999999994	0	92.00000001													-1481.750227	1	NaN	
1479.190227	8	0	92	1	1	7.999999994	0	92.00000001													-1479.190227	1	NaN	
1476.630227	8	0	92	1	1	7.999999994	0	92.00000001													-1476.630227	1	NaN	
1474.070227	8	0	92	1	1	7.999999994	0	92.00000001													-1474.070227	1	NaN	
1471.510227	8	0	92	1	1	7.999999994	0	92.00000001													-1471.510227	1	NaN	
1468.950227	8	0	92	1	1	7.999999994	0	92.00000001													-1468.950227	1	NaN	
1466.390227	8	0	92	1	1	7.999999994	0	92.00000001													-1466.390227	1	NaN	
1463.830227	8	0	92	1	1	7.999999994	0	92.00000001													-1463.830227	1	NaN	
1461.270227	8	0	92	1	1	7.999999994	0	92.00000001													-1461.270227	1	NaN	
1458.710227	8	0	92	1	1	7.999999994	0	92.00000001													-1458.710227	1	NaN	
