T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1448.80371	13	13	74	0	0	5.525279132	7.90753665	86.56718422	13	13	74										-0.0002259817175	-0.0001539523131	0.0003799340306	-1448.80371	0	330.383497434816	
1448.78371	13	13	74	6.2140745E-05	6.05034974E-05	5.525358109	7.908062361	86.56657953	13.00045187	13.00030797	73.99924017										0	0	0	-1448.78371	6.05034974E-05	330.735309227154	
1448.76371	13	13	74	0.0001242153392	0.000120942704	5.525437169	7.908588002	86.56597483	13.00090399	13.00061576	73.99848026										0	0	0	-1448.76371	0.000120942704	330.85572471019	
1448.72371	13	13	74	0.0002484264639	0.0002418817733	5.525595146	7.909639467	86.56476539	13.00180811	13.00123138	73.9969605										0	0	0	-1448.72371	0.0002418817733	330.750098929542	
1448.64371	13	13	74	0.0004968359203	0.0004837488625	5.525910924	7.911742736	86.56234634	13.00361679	13.00246225	73.99392096										0	0	0	-1448.64371	0.0004837488625	330.798852846301	
1448.48371	13	13	74	0.0009934748581	0.0009673134283	5.526541743	7.91595066	86.5575076	13.00723575	13.00492249	73.98784176										0	0	0	-1448.48371	0.0009673134283	330.881685396255	
1448.16371	13	13	74	0.001986680118	0.001934394355	5.527800584	7.924371882	86.54782753	13.01448049	13.00983674	73.97568277										0	0	0	-1448.16371	0.001934394355	330.931917729496	
1447.52371	13	13	74	0.003972291964	0.003867868556	5.530306968	7.941235965	86.52845707	13.02899715	13.01964038	73.95136248										0	0	0	-1447.52371	0.003867868556	331.086954218786	
1446.24371	13	13	74	0.007940392315	0.007732135836	5.53527458	7.975050687	86.48967473	13.05814049	13.03914746	73.90271205										0	0	0	-1446.24371	0.007732135836	331.544347672817	
1443.68371	13	13	74	0.01585334437	0.01543946638	5.545041626	8.043011391	86.41194698	13.11690587	13.07773358	73.80536055										0	0	0	-1443.68371	0.01543946638	332.480622478233	
1441.12371	13	13	74	0.02374868524	0.02313155968	5.554572381	8.111429057	86.33399856	13.17630284	13.11575809	73.70793907										0	0	0	-1441.12371	0.02313155968	333.173910766481	
1438.56371	13	13	74	0.03162481523	0.03080685282	5.563871129	8.180298869	86.25583	13.23636574	13.15319957	73.61043469										0	0	0	-1438.56371	0.03080685282	333.877627287238	
1436.00371	13	13	74	0.0394829762	0.03846655122	5.572939269	8.249619332	86.1774414	13.29712304	13.19004113	73.51283583										0	0	0	-1436.00371	0.03846655122	334.532075970322	
1433.44371	13	13	74	0.04732438839	0.04611183983	5.581778338	8.319388548	86.09883311	13.35860408	13.22626525	73.41513067										0	0	0	-1433.44371	0.04611183983	335.137573728849	
1430.88371	13	13	74	0.05515024963	0.05374388238	5.590390022	8.389604194	86.02000578	13.42083907	13.26185374	73.31730719										0	0	0	-1430.88371	0.05374388238	335.694526295315	
1428.32371	13	13	74	0.06296173457	0.06136382057	5.598776157	8.460263507	85.94096034	13.48385916	13.29678774	73.2193531										0	0	0	-1428.32371	0.06136382057	336.203427991486	
1425.76371	13	13	74	0.07075999385	0.06897277329	5.606938735	8.531363257	85.86169801	13.54769642	13.33104767	73.1212559										0	0	0	-1425.76371	0.06897277329	336.664865038565	
