T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1739.97001	9	5	86	0	0	3.84551036	1.874573387	94.27991625	9	5	86										-0.0003516412947	-0.0002132178112	0.0005648591059	-1739.97001	0	146.453454146412	
1739.95001	9	5	86	0.0001389128785	0.0001364991122	3.845848932	1.874778525	94.27937254	9.000703297	5.00042642	85.99887028										0	0	0	-1739.95001	0.0001364991122	146.588744848664	
1739.93001	9	5	86	0.0002776973521	0.0002728723618	3.846187461	1.874983672	94.27882887	9.001406526	5.00085285	85.99774062										0	0	0	-1739.93001	0.0002728723618	146.649319229378	
1739.89001	9	5	86	0.0005553051522	0.0005456579734	3.846864511	1.875393966	94.27774152	9.002812953	5.001705636	85.99548141										0	0	0	-1739.89001	0.0005456579734	146.670004857894	
1739.81001	9	5	86	0.001110123203	0.001090842286	3.848218515	1.876214597	94.27556689	9.005625526	5.003411012	85.99096346										0	0	0	-1739.81001	0.001090842286	146.780322969283	
1739.65001	9	5	86	0.002218816241	0.002180299157	3.850926116	1.877856041	94.27121784	9.011249485	5.006821018	85.9819295										0	0	0	-1739.65001	0.002180299157	146.955587298514	
1739.33001	9	5	86	0.004431923621	0.004355068119	3.856339704	1.881139642	94.26252065	9.022492707	5.013638006	85.96386929										0	0	0	-1739.33001	0.004355068119	147.329288141934	
1738.69001	9	5	86	0.008841107012	0.008688107989	3.867160437	1.887709699	94.24512986	9.044960431	5.027259875	85.92777969										0	0	0	-1738.69001	0.008688107989	148.19602877459	
1737.41001	9	5	86	0.01757153215	0.01726870752	3.888773781	1.900862633	94.21036359	9.089815627	5.054458759	85.85572561										0	0	0	-1737.41001	0.01726870752	149.991094578562	
1734.85001	9	5	86	0.03474917252	0.03415528749	3.931895712	1.927215389	94.1408889	9.17922668	5.108665003	85.71210832										0	0	0	-1734.85001	0.03415528749	153.302671582179	
1732.29001	9	5	86	0.05154838092	0.05067475798	3.974877518	1.953631284	94.0714912	9.268242478	5.162616147	85.56914138										0	0	0	-1732.29001	0.05067475798	156.684063132633	
1729.73001	9	5	86	0.06798261699	0.06684017939	4.017720421	1.98010997	94.00216961	9.356872262	5.216309727	85.42681801										0	0	0	-1729.73001	0.06684017939	160.088080828366	
1727.17001	9	5	86	0.08406514446	0.08266442796	4.06042576	2.006651051	93.93292319	9.445125423	5.269743137	85.28513144										0	0	0	-1727.17001	0.08266442796	163.51197791151	
1724.61001	9	5	86	0.09980860588	0.09815977719	4.10299492	2.033254099	93.86375098	9.533011431	5.322913693	85.14407488										0	0	0	-1724.61001	0.09815977719	166.955007852819	
1722.05001	9	5	86	0.115225058	0.1133379322	4.145429336	2.059918655	93.79465201	9.620539844	5.375818635	85.00364152										0	0	0	-1722.05001	0.1133379322	170.416421537262	
1719.49001	9	5	86	0.1303260057	0.1282100625	4.187730492	2.086644226	93.72562528	9.707720302	5.428455121	84.86382458										0	0	0	-1719.49001	0.1282100625	173.895464889208	
1716.93001	9	5	86	0.1451224328	0.1427868323	4.229899923	2.113430287	93.65666979	9.794562538	5.480820233	84.72461723										0	0	0	-1716.93001	0.1427868323	177.391379678414	
1714.37001	9	5	86	0.1596248319	0.1570784289	4.271939214	2.140276278	93.58778451	9.881076375	5.532910971	84.58601265										0	0	0	-1714.37001	0.1570784289	180.903401693935	
1711.81001	9	5	86	0.1738432313	0.1710945894	4.313849997	2.167181604	93.5189684	9.967271725	5.584724257	84.44800402										0	0	0	-1711.81001	0.1710945894	184.430764628708	
1709.25001	9	5	86	0.1877872207	0.1848446249	4.355633955	2.194145636	93.45022041	10.0531586	5.63625693	84.31058447										0	0	0	-1709.25001	0.1848446249	187.972697870183	
1706.69001	9	5	86	0.2014659745	0.1983374442	4.397292823	2.221167705	93.38153947	10.1387471	5.687505747	84.17374715										0	0	0	-1706.69001	0.1983374442	191.528428750823	
1704.13001	9	5	86	0.2148882746	0.2115815747	4.438828381	2.248247107	93.31292451	10.22404744	5.738467384	84.03748518										0	0	0	-1704.13001	0.2115815747	195.097180279218	
1701.57001	9	5	86	0.228062531	0.2245851835	4.480242462	2.275383096	93.24437444	10.3090699	5.789138432	83.90179166										0	0	0	-1701.57001	0.2245851835	198.678176439365	
1699.01001	9	5	86	0.2409968011	0.2373560951	4.521536948	2.30257489	93.17588816	10.39382491	5.839515398	83.76665969										0	0	0	-1699.01001	0.2373560951	202.270638933191	
1696.45001	9	5	86	0.2536988082	0.2499018104	4.562713771	2.329821664	93.10746456	10.47832297	5.889594705	83.63208232										0	0	0	-1696.45001	0.2499018104	205.87378737926	
1693.89001	9	5	86	0.2661759585	0.2622295223	4.603774911	2.357122551	93.03910254	10.5625747	5.939372688	83.49805261										0	0	0	-1693.89001	0.2622295223	209.486845080387	
1691.33001	9	5	86	0.2784353572	0.2743461318	4.644722402	2.384476642	92.97080096	10.64659081	5.988845596	83.36456359										0	0	0	-1691.33001	0.2743461318	213.109033223934	
1688.77001	9	5	86	0.2904838234	0.2862582625	4.685558325	2.411882983	92.90255869	10.73038216	6.038009588	83.23160826										0	0	0	-1688.77001	0.2862582625	216.73957593398	
1686.21001	9	5	86	0.3023279047	0.2979722743	4.726284813	2.439340576	92.83437461	10.81395967	6.086860737	83.09917959										0	0	0	-1686.21001	0.2979722743	220.377699230006	
1683.65001	9	5	86	0.3139738899	0.3094942764	4.76690405	2.466848374	92.76624758	10.89733442	6.135395023	82.96727056										0	0	0	-1683.65001	0.3094942764	224.022631855701	
1681.09001	9	5	86	0.325427822	0.3208301394	4.807418269	2.494405286	92.69817645	10.98051759	6.183608335	82.83587408										0	0	0	-1681.09001	0.3208301394	227.673608167077	
1678.53001	9	5	86	0.3366955098	0.3319855066	4.847829757	2.522010169	92.63016007	11.06352046	6.231496471	82.70498306										0	0	0	-1678.53001	0.3319855066	231.32986610886	
1675.97001	9	5	86	0.3477825389	0.342965805	4.888140849	2.549661832	92.56219732	11.14635448	6.279055135	82.57459039										0	0	0	-1675.97001	0.342965805	234.990648206459	
1673.41001	9	5	86	0.3586942824	0.3537762553	4.928353935	2.577359031	92.49428703	11.22903117	6.326279934	82.4446889										0	0	0	-1673.41001	0.3537762553	238.655205382334	
1670.85001	9	5	86	0.3694359106	0.3644218814	4.968471456	2.605100472	92.42642807	11.3115622	6.373166383	82.31527141										0	0	0	-1670.85001	0.3644218814	242.322793181352	
1668.29001	9	5	86	0.3800123999	0.3749075197	5.008495902	2.632884803	92.35861929	11.39395938	6.419709896	82.18633072										0	0	0	-1668.29001	0.3749075197	245.992679163273	
1665.73001	9	5	86	0.3904285424	0.385237827	5.048429821	2.660710621	92.29085956	11.47623464	6.465905792	82.05785957										0	0	0	-1665.73001	0.385237827	249.664138936959	
1663.17001	9	5	86	0.4006889534	0.3954172892	5.08827581	2.688576463	92.22314773	11.55840003	6.511749289	81.92985068										0	0	0	-1663.17001	0.3954172892	253.336455013774	
1660.61001	9	5	86	0.4107980796	0.4054502285	5.12803652	2.716480809	92.15548267	11.64046776	6.557235504	81.80229674										0	0	0	-1660.61001	0.4054502285	257.008927588512	
1658.05001	9	5	86	0.4207602064	0.4153408104	5.167714657	2.74442208	92.08786326	11.72245016	6.602359452	81.67519039										0	0	0	-1658.05001	0.4153408104	260.680862897678	
