T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1497.556708	15	10	75	0	0	6.623132415	5.3711749	88.00569268	15	10	75										-0.0002555284069	-0.0001411940687	0.0003967224756	-1497.556708	0	327.332878009676	
1497.536708	15	10	75	6.281008822E-05	6.105618735E-05	6.623305902	5.371524691	88.00516941	15.00051101	10.00028241	74.99920657										0	0	0	-1497.536708	6.105618735E-05	327.801380057678	
1497.516708	15	10	75	0.0001255304156	0.0001220252361	6.623479419	5.371874459	88.00464612	15.00102214	10.00056474	74.99841312										0	0	0	-1497.516708	0.0001220252361	327.967423463687	
1497.476708	15	10	75	0.0002510486577	0.0002440391021	6.623826369	5.372574083	88.00359955	15.00204433	10.00112939	74.99682628										0	0	0	-1497.476708	0.0002440391021	327.846898130037	
1497.396708	15	10	75	0.0005020485588	0.000488032663	6.62452011	5.373973523	88.00150637	15.00408889	10.00225841	74.99365271										0	0	0	-1497.396708	0.000488032663	327.935978039972	
1497.236708	15	10	75	0.001003774307	0.0009757589376	6.625906935	5.376773188	87.99731988	15.00817862	10.00451538	74.987306										0	0	0	-1497.236708	0.0009757589376	328.099971023653	
1496.916708	15	10	75	0.002006770948	0.001950791553	6.628678038	5.382375584	87.98894638	15.0163608	10.0090249	74.97461429										0	0	0	-1496.916708	0.001950791553	328.316079415161	
1496.276708	15	10	75	0.00401044119	0.003898687362	6.634209998	5.393592712	87.97219729	15.03273596	10.01802634	74.94923771										0	0	0	-1496.276708	0.003898687362	328.802619744328	
1494.996708	15	10	75	0.008008559668	0.007785868612	6.645232905	5.41607639	87.93869071	15.06553024	10.03595833	74.89851142										0	0	0	-1494.996708	0.007785868612	329.943595877744	
1492.436708	15	10	75	0.01595601686	0.01551421434	6.667120753	5.461235665	87.87164358	15.13131572	10.0715252	74.79715908										0	0	0	-1492.436708	0.01551421434	332.26433476666	
