T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1893.239222	3	1	96	0	0	1.14309848	0.3131471238	98.5437544	3	1	96										-0.0005777437125	-0.0002137073601	0.0007914510726	-1893.239222	0	32.1355207857887	
1893.219222	3	1	96	0.0006255903348	0.0006221029599	1.14356084	0.3132881246	98.54315104	3.001155497	1.000427422	95.99841708										0	0	0	-1893.219222	0.0006221029599	32.1625176070739	
1893.199222	3	1	96	0.001250654314	0.001243684172	1.144023176	0.3134291323	98.54254769	3.002310906	1.000854851	95.99683424										0	0	0	-1893.199222	0.001243684172	32.1869279056028	
1893.159222	3	1	96	0.002499506189	0.002485582643	1.144947813	0.3137111693	98.54134102	3.004621505	1.001709719	95.99366878										0	0	0	-1893.159222	0.002485582643	32.2319231603409	
1893.079222	3	1	96	0.004991818501	0.004964038234	1.146796923	0.3142753337	98.53892774	3.009241786	1.003419507	95.98733871										0	0	0	-1893.079222	0.004964038234	32.324650616827	
1892.919222	3	1	96	0.009954980563	0.009899686352	1.150494485	0.315404023	98.53410149	3.018478677	1.006839294	95.97468203										0	0	0	-1892.919222	0.009899686352	32.5451613975346	
1892.599222	3	1	96	0.01976572341	0.01965635823	1.157886102	0.3176633333	98.52445056	3.036935471	1.01368126	95.94938327										0	0	0	-1892.599222	0.01965635823	33.004771144925	
1891.959222	3	1	96	0.03902622353	0.03881195793	1.172657894	0.3221882217	98.50515388	3.073788085	1.027370102	95.89884181										0	0	0	-1891.959222	0.03881195793	33.8527297688745	
1890.679222	3	1	96	0.07610661561	0.07569527149	1.202153766	0.3312640889	98.46658215	3.147245317	1.054770586	95.7979841										0	0	0	-1890.679222	0.07569527149	35.624362057641	
1888.119222	3	1	96	0.1450221791	0.1442631169	1.260954241	0.3495196843	98.38952607	3.293174517	1.109660286	95.5971652										0	0	0	-1888.119222	0.1442631169	39.2634812506703	
1885.559222	3	1	96	0.2077258061	0.2066739253	1.319496855	0.3679142833	98.31258886	3.437797598	1.164668309	95.39753409										0	0	0	-1885.559222	0.2066739253	43.0223122111396	
1882.999222	3	1	96	0.2650441659	0.2637470765	1.377779412	0.3864477475	98.23577284	3.581126372	1.219792178	95.19908145										0	0	0	-1882.999222	0.2637470765	46.9344020213047	
