T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@HCP_A3)	w(FE@HCP_A3)	w(TI@HCP_A3)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1844.684168	3	4	93	0	0	1.213460694	1.339719223	97.44682008	3	4	93										-0.0002583961428	-0.0003847736598	0.0006431698025	-1844.684168	0	69.1119713644644	
1844.664168	3	4	93	0.0002916995716	0.0002892962991	1.213692738	1.340011301	97.44629596	3.000516797	4.000769535	92.99871367										0	0	0	-1844.664168	0.0002892962991	69.1545744724631	
1844.644168	3	4	93	0.0005832189709	0.0005784144851	1.213924751	1.340303385	97.44577186	3.00103353	4.00153906	92.99742741										0	0	0	-1844.644168	0.0005784144851	69.1897619277412	
1844.604168	3	4	93	0.001165904947	0.001156302664	1.21438877	1.340887563	97.44472367	3.002066929	4.003078014	92.99485506										0	0	0	-1844.604168	0.001156302664	69.2388822674962	
1844.524168	3	4	93	0.002330193791	0.002311011725	1.215316715	1.342055994	97.44262729	3.004133305	4.006155632	92.98971106										0	0	0	-1844.524168	0.002311011725	69.3293601175564	
1844.364168	3	4	93	0.004653936605	0.004615662306	1.217172246	1.344393144	97.43843461	3.008264398	4.012309679	92.97942592										0	0	0	-1844.364168	0.004615662306	69.5207699660145	
1844.044168	3	4	93	0.009282178	0.009205987399	1.220881868	1.349068596	97.43004954	3.016519957	4.024613015	92.95886703										0	0	0	-1844.044168	0.009205987399	69.9717040649789	
1843.404168	3	4	93	0.0184365919	0.01828583951	1.228293809	1.358425051	97.41328114	3.033000736	4.049203393	92.91779587										0	0	0	-1843.404168	0.01828583951	70.9092510516703	
1842.124168	3	4	93	0.03642321311	0.03612768245	1.24309319	1.377157391	97.37974942	3.065853225	4.098310828	92.83583595										0	0	0	-1842.124168	0.03612768245	72.6424722204739	
1839.564168	3	4	93	0.07111333296	0.07054528474	1.27259127	1.414701912	97.31270682	3.131118641	4.196238058	92.6726433										0	0	0	-1839.564168	0.07054528474	76.2063569046129	
1837.004168	3	4	93	0.1042067326	0.1033874423	1.301956524	1.452352863	97.24569061	3.195808151	4.293780789	92.51041106										0	0	0	-1837.004168	0.1033874423	79.8105837020906	
1834.444168	3	4	93	0.1358147712	0.1347640352	1.331190012	1.490110733	97.17869925	3.259932166	4.390939264	92.34912857										0	0	0	-1834.444168	0.1347640352	83.4814483562025	
1831.884168	3	4	93	0.1660425783	0.1647788204	1.360293119	1.527975807	97.11173107	3.32350177	4.487713094	92.18878514										0	0	0	-1831.884168	0.1647788204	87.2122067010244	
1829.324168	3	4	93	0.1949856736	0.193526071	1.389267315	1.565948304	97.04478438	3.386528127	4.58410169	92.02937018										0	0	0	-1829.324168	0.193526071	91.0008050702889	
