T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
786.9150572	94	1	5	0.99379406	0.001362035299	96.69558412	1.299655137	2.004760743	66.39013213	29.84315849	3.766709375				62.54235303	28.42537001	9.032276954				0	0	0	-786.9150572	0.001362035299	-110.449479738849	
786.8350572	94	1	5	0.9938053642	0.0006786932019	96.69486944	1.302972369	2.002158194	66.37303311	29.86383696	3.763129926				62.54235303	28.42537001	9.032276954				0	0	0	-786.8350572	0.0006786932019	-117.45402747686	
786.7950572	94	1	5	0.9938109959	0.0003386851595	96.69450888	1.304632211	2.000858912	66.36449119	29.87416587	3.761342935				62.54235303	28.42537001	9.032276954				0	0	0	-786.7950572	0.0003386851595	-117.883251404868	
786.7750572	94	1	5	0.9938138068	0.0001691970475	96.69432764	1.305462466	2.000209897	66.36022154	29.87932829	3.760450169				62.54235303	28.42537001	9.032276954				0	0	0	-786.7750572	0.0001691970475	-118.985587634029	
786.7550572	94	1	5	0.9941095158	0.02084692774	96.69496522	1.313773038	1.991261746	66.33348073	29.91768067	3.748838595							43.36164434	51.06106018	5.577295482	0	0	0	-786.7550572	0.02084692774	-10.233091811437	
786.7350572	94	1	5	0.994361341	0.01863304958	96.69548148	1.321485559	1.983032959	66.30868219	29.95316783	3.738149971							43.36164434	51.06106018	5.577295482	0	0	0	-786.7350572	0.01863304958	-11.0590305352603	
786.6950572	94	1	5	0.9947968485	0.03363733951	96.69630766	1.336345042	1.967347301	66.26116328	30.02108273	3.717753988							43.36164434	51.06106018	5.577295482	0	0	0	-786.6950572	0.03363733951	3.00985015567059	
786.6150572	94	1	5	0.9954704865	0.05630383656	96.69727303	1.364188769	1.938538205	66.17302253	30.14675878	3.68021869							43.36164434	51.06106018	5.577295482	0	0	0	-786.6150572	0.05630383656	4.44664583057514	
786.4550572	94	1	5	0.9963566337	0.08486343412	96.69717481	1.414403179	1.888422007	66.01693018	30.36839016	3.614679664							43.36164434	51.06106018	5.577295482	0	0	0	-786.4550572	0.08486343412	-36.7510677132643	
786.2950572	94	1	5	0.9969106678	0.06571643554	96.69517696	1.459577805	1.845245234	65.87950837	30.56253768	3.557953948							43.36164434	51.06106018	5.577295482	0	0	0	-786.2950572	0.06571643554	-11.276162807143	
