T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
925.1495465	96	2	2	0	0	98.506506	0.07216648031	1.421327522	96	2	2										0.003552865436	-0.002732956444	-0.0008199089918	-925.1495465	0	3.49578853155141	
925.1395465	96	2	2	0.001407934963	0.001415518195	98.5060974	0.07224460046	1.421658004	95.99644771	2.002732494	2.000819798										0	0	0	-925.1395465	0.001415518195	10.6333127902312	
925.1195465	96	2	2	0.004214320379	0.00282521895	98.50528126	0.07240081272	1.422317927	95.98934154	2.008199756	2.002458706										0	0	0	-925.1195465	0.00282521895	14.2236121032063	
925.0795465	96	2	2	0.009784578314	0.005623307621	98.50365245	0.07271298741	1.423634562	95.97513045	2.019137988	2.005731558										0	0	0	-925.0795465	0.005623307621	14.3730741693129	
924.9995465	96	2	2	0.0207481001	0.01113074344	98.50041133	0.07333684887	1.426251818	95.94670574	2.041040053	2.012254207										0	0	0	-924.9995465	0.01113074344	14.6706097553048	
924.8395465	96	2	2	0.04201536118	0.02183169321	98.49398939	0.0745817972	1.431428813	95.88985251	2.084929816	2.025217674										0	0	0	-924.8395465	0.02183169321	15.2594635442264	
924.5195465	96	2	2	0.08207907671	0.04203368722	98.48137773	0.0770604687	1.441561802	95.77613771	2.173034569	2.050827717										0	0	0	-924.5195465	0.04203368722	16.5061288931104	
923.8795465	96	2	2	0.1535131961	0.07819503467	98.45701613	0.08197206901	1.461011798	95.54872366	2.350415606	2.100860736										0	0	0	-923.8795465	0.07819503467	19.2495975058586	
922.5995465	96	2	2	0.2689801093	0.1369874889	98.41129265	0.09160946077	1.497097887	95.09434265	2.708960131	2.196697224										0	0	0	-922.5995465	0.1369874889	-119.266947112418	
921.3195465	96	2	2	0.3573058632	0.1213143278	98.36842262	0.1008897329	1.530687652	94.64232104	3.069031599	2.288647361										0	0	0	-921.3195465	0.1213143278	-92.0458302828409	
