T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
879.4261441	81	16	3	0	0	97.89581019	0.5642817272	1.53990808	81	16	3										0.002329704698	-0.002128386017	-0.0002013186805	-879.4261441	0	35.9884220413109	
879.4161441	81	16	3	0.0001444982817	0.0001380079701	97.89566214	0.5643564235	1.539981441	80.99767055	16.002128	3.000201446										0	0	0	-879.4161441	0.0001380079701	108.930744478491	
879.3961441	81	16	3	0.0004330396534	0.0002756494354	97.89536615	0.5645058795	1.540127974	80.99301201	16.00638403	3.000603964										0	0	0	-879.3961441	0.0002756494354	145.328163430383	
879.3561441	81	16	3	0.001009448517	0.0005508011041	97.89477426	0.5648047272	1.540421017	80.98369879	16.01489265	3.001408552										0	0	0	-879.3561441	0.0005508011041	145.513909496987	
879.2761441	81	16	3	0.002159586353	0.001099527334	97.89359108	0.5654020785	1.541006838	80.9650875	16.03189647	3.003016029										0	0	0	-879.2761441	0.001099527334	146.048379197115	
879.1161441	81	16	3	0.004449268176	0.002191244726	97.89122572	0.5665959025	1.542178374	80.92792493	16.06585113	3.006223944										0	0	0	-879.1161441	0.002191244726	147.085184202986	
878.7961441	81	16	3	0.008986701374	0.004351535217	97.88650012	0.5689797291	1.54452015	80.85383883	16.13354942	3.012611754										0	0	0	-878.7961441	0.004351535217	149.280876295038	
878.1561441	81	16	3	0.01788875467	0.008574999853	97.87707145	0.5737344897	1.549194056	80.70660175	16.26812915	3.025269103										0	0	0	-878.1561441	0.008574999853	153.789683273032	
876.8761441	81	16	3	0.03505019482	0.01667049286	97.85829697	0.5831893768	1.558513653	80.41582507	16.53403971	3.050135216										0	0	0	-876.8761441	0.01667049286	162.964672837158	
874.3161441	81	16	3	0.06701481087	0.03156366556	97.82106158	0.6018907631	1.577047658	79.84853281	17.05332021	3.098146978										0	0	0	-874.3161441	0.03156366556	-1594.9728445338	
871.7561441	81	16	3	0.09615513916	0.02970038531	97.78417133	0.6202855847	1.595543084	79.29953196	17.55632711	3.144140927										0	0	0	-871.7561441	0.02970038531	-1452.29612698961	
869.1961441	81	16	3	0.1228407486	0.02801949174	97.74759796	0.6383941532	1.614007888	78.76772564	18.04402396	3.188250399										0	0	0	-869.1961441	0.02801949174	-1606.9166929133	
866.6361441	81	16	3	0.1473805454	0.02649827394	97.71131613	0.6562343441	1.632449522	78.25208977	18.51731165	3.230598588										0	0	0	-866.6361441	0.02649827394	-1772.10442036565	
864.0761441	81	16	3	0.1700339966	0.0251168395	97.67530294	0.6738222331	1.650874831	77.75167113	18.97703036	3.271298507										0	0	0	-864.0761441	0.0251168395	-1947.79913457509	
861.5161441	81	16	3	0.1910205114	0.02385825711	97.63953808	0.6911720026	1.669289917	77.26558413	19.42396206	3.310453816										0	0	0	-861.5161441	0.02385825711	-2134.17307565318	
858.9561441	81	16	3	0.2105267902	0.02270805134	97.60400322	0.7082963319	1.687700451	76.79300698	19.85883342	3.348159606										0	0	0	-858.9561441	0.02270805134	-2331.38252891233	
856.3961441	81	16	3	0.2287126348	0.02165379813	97.56868179	0.7252065071	1.706111702	76.33317767	20.28231917	3.384503155										0	0	0	-856.3961441	0.02165379813	-2539.57310626419	
853.8361441	81	16	3	0.2457155792	0.02068479343	97.53355883	0.7419125648	1.724528607	75.88538978	20.6950456	3.419564624										0	0	0	-853.8361441	0.02068479343	-2758.8810345684	
851.2761441	81	16	3	0.2616546069	0.01979178085	97.49862076	0.7584234183	1.742955817	75.4489883	21.09759399	3.453417711										0	0	0	-851.2761441	0.01979178085	-2989.43421330853	
848.7161441	81	16	3	0.2766331557	0.01896672691	97.46385529	0.7747469683	1.761397739	75.02336567	21.49050409	3.48613024										0	0	0	-848.7161441	0.01896672691	-3231.35305448659	
846.1561441	81	16	3	0.2907415628	0.01820263496	97.42925123	0.790890201	1.779858567	74.607958	21.87427728	3.517764711										0	0	0	-846.1561441	0.01820263496	-3484.75131051675	
843.5961441	81	16	3	0.3040590664	0.0174933906	97.39479842	0.8068592743	1.798342304	74.20224155	22.24937966	3.548378782										0	0	0	-843.5961441	0.0174933906	-3749.7367657218	
841.0361441	81	16	3	0.3166554551	0.01683363278	97.36048762	0.8226595937	1.81685279	73.80572941	22.61624487	3.578025721										0	0	0	-841.0361441	0.01683363278	-4026.41195551213	
838.4761441	81	16	3	0.3285924329	0.016218646	97.32631041	0.8382958794	1.835393714	73.41796848	22.97527672	3.606754799										0	0	0	-838.4761441	0.016218646	-4314.87457531181	
835.9161441	81	16	3	0.3399247561	0.01564426973	97.29225914	0.8537722252	1.85396863	73.03853671	23.32685163	3.634611658										0	0	0	-835.9161441	0.01564426973	-4617.742339665	
833.3561441	81	16	3	0.350701549	0.01510735613	97.25832605	0.8690924572	1.872581495	72.66703507	23.67132574	3.661639192										0	0	0	-833.3561441	0.01510735613	-4928.25798223569	
830.7961441	81	16	3	0.3609658067	0.01460329193	97.22450647	0.8842588758	1.891234652	72.30310773	24.00901657	3.6878757										0	0	0	-830.7961441	0.01460329193	-5250.44904685425	
828.2361441	81	16	3	0.3707567583	0.01413023544	97.19079385	0.8992743776	1.909931771	71.94640513	24.34023667	3.713358205										0	0	0	-828.2361441	0.01413023544	-5588.15352646676	
825.6761441	81	16	3	0.3801095044	0.01368534157	97.157183	0.9141410196	1.928675985	71.59660595	24.66527329	3.738120765										0	0	0	-825.6761441	0.01368534157	-5936.89248053864	
