T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
912.5914735	94	2	4	0	0	97.56837173	0.03604806278	2.39558021	94	2	4													0.002012918866	-0.00110798546	-0.000904933406	-912.5914735	0	8.82039623121374	
912.5814735	94	2	4	0.0005460025071	0.0005638827786	97.56796525	0.03605920603	2.395975539	93.99798715	2.0011079	4.000904947													0	0	0	-912.5814735	0.0005638827786	26.6479683988207	
912.5614735	94	2	4	0.001636352523	0.001126581016	97.56715259	0.03608148462	2.396765924	93.99396201	2.00332388	4.002714109													0	0	0	-912.5614735	0.001126581016	35.579191681488	
912.5214735	94	2	4	0.003810247821	0.002248559845	97.5655284	0.0361260017	2.398345599	93.98591442	2.007756098	4.00632948													0	0	0	-912.5214735	0.002248559845	35.7244205486815	
912.4414735	94	2	4	0.008131039958	0.004478849665	97.5622845	0.03621487688	2.40150062	93.96982986	2.016621636	4.013548508													0	0	0	-912.4414735	0.004478849665	36.0175483882024	
912.2814735	94	2	4	0.01666607351	0.008885408645	97.55581453	0.03639199556	2.407793471	93.93770309	2.034356999	4.027939909													0	0	0	-912.2814735	0.008885408645	36.6350391794193	
911.9614735	94	2	4	0.03330325923	0.01747155726	97.54295008	0.0367445122	2.420305404	93.87359352	2.069879187	4.056527296													0	0	0	-911.9614735	0.01747155726	37.9051162208777	
911.3214735	94	2	4	0.06497855138	0.03383288108	97.51750396	0.03744129041	2.44505475	93.74599096	2.141051495	4.112957545													0	0	0	-911.3214735	0.03383288108	40.4962626804169	
910.0414735	94	2	4	0.1225793798	0.06359618957	97.46767991	0.03880314735	2.493516939	93.49322142	2.283834224	4.222944356													0	0	0	-910.0414735	0.06359618957	46.1460231438419	
907.4814735	94	2	4	0.218998273	0.1134011663	97.37186257	0.04140951366	2.586727921	92.99712049	2.570653488	4.432226025													0	0	0	-907.4814735	0.1134011663	-292.24335433016	
904.9214735	94	2	4	0.2953359471	0.1010251247	97.27997075	0.04380143092	2.676227816	92.51582415	2.854614623	4.629561229													0	0	0	-904.9214735	0.1010251247	-231.795495676562	
902.3614735	94	2	4	0.3572098675	0.09087647666	97.19141435	0.0460083377	2.762577316	92.04845101	3.135363377	4.816185614													0	0	0	-902.3614735	0.09087647666	-279.967762543484	
899.8014735	94	2	4	0.4083454745	0.08242873986	97.10573238	0.04805408709	2.846213535	91.59413798	3.41270689	4.993155132													0	0	0	-899.8014735	0.08242873986	-333.626232088567	
897.2414735	94	2	4	0.4513041624	0.07530605703	97.02255717	0.04995816046	2.927484671	91.152054	3.686565052	5.161380949													0	0	0	-897.2414735	0.07530605703	-392.945274388519	
894.6814735	94	2	4	0.4879009583	0.0692330039	96.94159063	0.05173656961	3.006672801	90.7214127	3.956933315	5.321653987													0	0	0	-894.6814735	0.0692330039	-458.075732942927	
892.1214735	94	2	4	0.5194555942	0.06400361436	96.86258754	0.05340256474	3.084009893	90.30147818	4.223857335	5.474664481													0	0	0	-892.1214735	0.06400361436	-529.152311074061	
889.5614735	94	2	4	0.5469492668	0.05946107171	96.78534358	0.05496718587	3.159689237	89.89156697	4.487415344	5.621017682													0	0	0	-889.5614735	0.05946107171	-606.293230806083	
887.0014735	94	2	4	0.5711257887	0.05548409524	96.70968653	0.05643969314	3.233873774	89.49104741	4.74770593	5.761246663													0	0	0	-887.0014735	0.05548409524	-689.602185595393	
884.4414735	94	2	4	0.5925587499	0.05197758127	96.63546981	0.05782790425	3.306702284	89.09933755	5.004839576	5.895822877													0	0	0	-884.4414735	0.05197758127	-779.170158746693	
881.8814735	94	2	4	0.6116972426	0.04886602732	96.56256747	0.05913846022	3.37829407	88.71590224	5.25893283	6.025164933													0	0	0	-881.8814735	0.04886602732	-875.077044205196	
879.3214735	94	2	4	0.6288976879	0.04608882278	96.49087042	0.06037703616	3.44875254	88.34024976	5.510104316	6.149645924													0	0	0	-879.3214735	0.04608882278	-977.393108469219	
876.7614735	94	2	4	0.6444464314	0.04359681941	96.42028348	0.06154850922	3.518168012	87.97192837	5.75847204	6.269599585													0	0	0	-876.7614735	0.04359681941	-1086.18026179872	
874.2014735	94	2	4	0.6585760722	0.04134979587	96.350723	0.06265709349	3.586619907	87.6105229	6.004151609	6.385325487													0	0	0	-874.2014735	0.04134979587	-1201.49317702967	
871.6414735	94	2	4	0.6714774524	0.03931455798	96.28211504	0.06370644886	3.654178509	87.25565149	6.247255078	6.497093428													0	0	0	-871.6414735	0.03931455798	-1323.38028232825	
869.0814735	94	2	4	0.6833085909	0.0374634977	96.21439386	0.06469976952	3.720906373	86.90696257	6.487890249	6.605147176													0	0	0	-869.0814735	0.0374634977	-1451.88460835823	
866.5214735	94	2	4	0.6942014275	0.0357734878	96.14750067	0.06563985634	3.786859471	86.56413206	6.726160288	6.709707648													0	0	0	-866.5214735	0.0357734878	-1587.04453859364	
863.9614735	94	2	4	0.7042669771	0.03422502532	96.08138268	0.06652917638	3.852088139	86.22686081	6.962163543	6.810975647													0	0	0	-863.9614735	0.03422502532	-1728.89449092771	
861.4014735	94	2	4	0.7135993126	0.03280156153	96.01599224	0.06736991214	3.916637846	85.89487228	7.195993524	6.9091342													0	0	0	-861.4014735	0.03280156153	-1877.46547590964	
858.8414735	94	2	4	0.7222786743	0.03148897309	95.95128616	0.06816400249	3.980549841	85.56791044	7.427738978	7.00435058													0	0	0	-858.8414735	0.03148897309	-2032.78560246729	
856.2814735	94	2	4	0.7303739211	0.03027514133	95.88722512	0.06891317699	4.043861699	85.24573792	7.65748403	7.096778053													0	0	0	-856.2814735	0.03027514133	-2194.88054908583	
853.7214735	94	2	4	0.7379444795	0.02914961495	95.82377324	0.06961898467	4.106607774	84.92813424	7.885308364	7.186557399													0	0	0	-853.7214735	0.02914961495	-2363.77393580816	
851.1614735	94	2	4	0.7450419062	0.02810333765	95.7608976	0.07028281841	4.168819585	84.61489435	8.111287429	7.273818224													0	0	0	-851.1614735	0.02810333765	-2286.73327112215	
849.8814735	94	2	4	0.7484160362	0.0137357376	95.72962272	0.07059425562	4.199783022	84.46010176	8.223268004	7.316630234													0	0	0	-849.8814735	0.0137357376	-91.1604006848583	
849.2414735	94	2	4	0.7500620526	0.006791399645	95.71402472	0.07074498733	4.215230293	84.38314951	8.279013401	7.337837091													0	0	0	-849.2414735	0.006791399645	-47.362580667	
849.2014735	94	2	4	0.7501639608	0.0004233314636	95.71305029	0.07075425366	4.216195452	84.37835135	8.282489515	7.33915913													0	0	0	-849.2014735	0.0004233314636	152.274361916795	
849.1814735	94	2	4	0.7503672122	0.0005576220929	95.71315653	0.07082841332	4.21601506	84.37255664	8.288824011	7.338619346	81.86347365	0	18.13652635										0	0	0	-849.1814735	0.0005576220929	290.437208945831	
849.1614735	94	2	4	0.7505954648	0.0006146744531	95.71336172	0.07091423901	4.215724043	84.36619428	8.295926605	7.337879115	81.86346943	0	18.13653057										0	0	0	-849.1614735	0.0006146744531	326.320322085102	
