T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
900.8234935	92	3	5	0	0	97.10134405	0.04169497664	2.856960976	92	3	5													0.00168989847	-0.0009800479329	-0.0007098505369	-900.8234935	0	15.0401391896126	
900.8134935	92	3	5	0.0003180442587	0.0003312177333	97.10099945	0.04170159744	2.857298954	91.99831024	3.000979894	5.000709867													0	0	0	-900.8134935	0.0003312177333	45.3431011662618	
900.7934935	92	3	5	0.0009535079956	0.0006619478106	97.10031039	0.04171483909	2.857974775	91.99493091	3.00293993	5.002129155													0	0	0	-900.7934935	0.0006619478106	60.5099739139593	
900.7534935	92	3	5	0.002221993312	0.001322174709	97.09893281	0.04174130398	2.859325887	91.98817428	3.006859774	5.004965946													0	0	0	-900.7534935	0.001322174709	60.6634023202104	
900.6734935	92	3	5	0.004749294366	0.002637550075	97.09617977	0.04179416169	2.862026065	91.97466875	3.014698724	5.010632527													0	0	0	-900.6734935	0.002637550075	60.9768540196832	
900.5134935	92	3	5	0.009765547509	0.005248096208	97.09068214	0.04189959043	2.867418272	91.94768855	3.030373671	5.021937775													0	0	0	-900.5134935	0.005248096208	61.6318601414011	
900.1934935	92	3	5	0.01964061242	0.01038414334	97.07972269	0.04210963885	2.878167671	91.89383751	3.061729894	5.044432594													0	0	0	-900.1934935	0.01038414334	62.9674053582643	
899.5534935	92	3	5	0.03879800267	0.02034483156	97.05793966	0.04252591426	2.899534427	91.78659238	3.12443111	5.088976514													0	0	0	-899.5534935	0.02034483156	65.6505095214511	
898.2734935	92	3	5	0.07489874767	0.03909078882	97.01489743	0.04334368295	2.941758882	91.5738962	3.249775613	5.176328184													0	0	0	-898.2734935	0.03909078882	71.3132225326609	
