T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(CU@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	dwdT_L(AL@ALCU_THETA)	dwdT_L(CU@ALCU_THETA)	dwdT_L(SI@ALCU_THETA)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI				
916.3293628	96	2	2	0	0	99.60043431	0.1918217481	0.2077439453	96	2	2							0.002288569279	-0.001149348783	-0.001139220497	0.002288569279	-0.001149348783	-0.001139220497							-916.3293628	0	7.81810539220764	
916.3193628	96	2	2	0.0006425767166	0.0006354261828	99.60020115	0.1919328943	0.2078659594	95.99771142	2.001149352	2.001139226							0.004577074321	-0.002298672893	-0.002278401428	0	0	0							-916.3193628	0.0006354261828	23.6568330685463	
916.2993628	96	2	2	0.001925361622	0.001269222426	99.59973478	0.1921552259	0.2081099907	95.99313449	2.003447961	2.003417552							0.006865308036	-0.003447879591	-0.003417428445	0	0	0							-916.2993628	0.001269222426	31.5892406504776	
916.2593628	96	2	2	0.004481995124	0.002532816096	99.59880207	0.1925998656	0.208598069	95.98398137	2.008044858	2.007973772							0.01144121949	-0.005746059019	-0.005695160469	0	0	0							-916.2593628	0.002532816096	31.7265298714762	
916.1793628	96	2	2	0.009559769581	0.005043237574	99.59693656	0.1934891547	0.2095742875	95.96567823	2.017237329	2.017084442							0.02059068183	-0.01034141305	-0.01024926878	0	0	0							-916.1793628	0.005043237574	32.0345195053487	
916.0193628	96	2	2	0.01956339053	0.009986986781	99.59320528	0.1952677709	0.2115269487	95.9290846	2.035616925	2.035298476							0.03888020209	-0.0195281182	-0.0193520839	0	0	0							-916.0193628	0.009986986781	32.6675225297549	
915.6993628	96	2	2	0.03900817698	0.01960871643	99.58574155	0.1988252059	0.2154332422	95.85594737	2.072354816	2.071697815							0.07542173388	-0.03788555247	-0.03753618141	0	0	0							-915.6993628	0.01960871643	33.9015020211909	
915.0593628	96	2	2	0.07578648914	0.03783186484	99.5708092	0.2059410652	0.2232497324	95.70987571	2.145743869	2.144380417							0.1483519997	-0.07453496834	-0.07381703139	0	0	0							-915.0593628	0.03783186484	36.4985493382779	
913.7793628	96	2	2	0.1418810953	0.07066736562	99.54092283	0.2201784507	0.2388987144	95.41855911	2.292165766	2.289275128							0.2935882296	-0.1475641326	-0.146024097	0	0	0							-913.7793628	0.07066736562	42.1254903743235	
