T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@ALCU_THETA)	dwdT_L(CU@ALCU_THETA)	dwdT_L(SI@ALCU_THETA)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(CU@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
807.0412685	90	9	1	0.769067822	0.0083995802	93.90940591	5.473898668	0.6166954273	67.95458032	28.85540542	3.190014255							0.2197049476	-0.1979219994	-0.02178294827	0	0	0							-807.0412685	0.0083995802	-92.0346499445531	
806.7212685	90	9	1	0.7696289613	0.002090059412	93.87947178	5.501123809	0.6194044155	67.90028363	28.90431827	3.195398101							0.05599309854	-0.0504410264	-0.005552072134	0	0	0							-806.7212685	0.002090059412	-138.382765721363	
806.5612685	90	9	1	0.769908564	0.001043762269	93.86442826	5.514808514	0.6207632258	67.87316565	28.9287472	3.198087155							0.02881305392	-0.02595590866	-0.002857145261	0	0	0							-806.5612685	0.001043762269	-79.1712344638744	
806.5512685	90	9	1	0.769926095	6.557466551E-05	93.8634871	5.515664655	0.6208482488	67.87147058	28.93027418	3.198255246							0.003389195742	-0.00305311696	-0.0003360787827	0	0	0							-806.5512685	6.557466551E-05	97.4928029777016	
806.5312685	90	9	1	0.7702566226	0.0006279899855	93.86293997	5.515447064	0.6216129696	67.87226044	28.92516831	3.202571248	47.54048525	52.45951475	0				0.001098649718	0.001420141069	-0.002518790787	0	0	0	-0.002984618147	0.005710895938					-806.5312685	0.0006279899855	387.584727501199	
806.5112685	90	9	1	0.7706150608	0.0006758868292	93.86252204	5.515041871	0.622436091	67.87345654	28.91926491	3.207278545	47.54025356	52.45974644	0				0.0005003270567	0.004375695122	-0.004876022179	0	0	0	-0.003582804154	0.008666571921					-806.5112685	0.0006758868292	393.782543533067	
806.4712685	90	9	1	0.7713294342	0.001349358397	93.86168793	5.514229459	0.6240826136	67.87584585	28.90745653	3.216697624	47.53979034	52.46020966	0				-0.000695467108	0.01028354202	-0.009588074916	0	0	0	-0.00477183742	0.0145677801					-806.4712685	0.001349358397	59.5748389175646	
806.3912685	90	9	1	0.7727456216	0.002684165376	93.860023	5.51260378	0.6273732208	67.88060645	28.88386048	3.235533069	47.5388642	52.4611358	0				-0.003067968827	0.02207334229	-0.01900537346	0	0	0	-0.007140548907	0.02635454731					-806.3912685	0.002684165376	60.3027856855055	
806.2312685	90	9	1	0.7755262435	0.005305929526	93.85670204	5.509349253	0.6339487051	67.89006167	28.83672315	3.273215178	47.53701331	52.46298669	0				-0.007764856091	0.04561877556	-0.03785391947	0	0	0	-0.01183003946	0.04989407376					-806.2312685	0.005305929526	61.6936269523947	
805.9112685	90	9	1	0.7808970907	0.01038656235	93.85009515	5.502827779	0.6470770749	67.90870733	28.74267041	3.348622263	47.53331742	52.46668258	0				-0.0169600943	0.09254271583	-0.07558262153	0	0	0	-0.02101065123	0.09680641768					-805.9112685	0.01038656235	64.408231281038	
805.2712685	90	9	1	0.790933313	0.01992710151	93.83701848	5.489736663	0.6732448581	67.94494053	28.55546936	3.499590108	47.52594794	52.47405206	0				-0.03455690794	0.1857077353	-0.1511508273	0	0	0	-0.03857784534	0.1899475378					-805.2712685	0.01992710151	70.1497034000221	
803.9912685	90	9	1	0.808571177	0.03685966679	93.81139238	5.463371302	0.7252363157	68.01317109	28.18483408	3.801994829	47.51129793	52.48870207	0				-0.06657141479	0.369174011	-0.3026025962	0	0	0	-0.07053367671	0.3733655052					-803.9912685	0.03685966679	82.6474820051641	
801.4312685	90	9	1	0.8364116337	0.06409572294	93.76206631	5.409997656	0.8279360374	68.13277634	27.45964159	4.407582064	47.48234532	52.51765468	0				-0.1179809448	0.7237950486	-0.6058141037	0	0	0	-0.1218253765	0.7278864726					-801.4312685	0.06409572294	-513.800027642174	
798.8712685	90	9	1	0.8572273034	0.05680387384	93.71498867	5.355918889	0.929092441	68.23036021	26.75735406	5.012285732	47.45384094	52.54615906	0				-0.09598833413	0.7009476429	-0.6049593087	0	0	0	-0.09972199883	0.7049414889					-798.8712685	0.05680387384	-399.833816335603	
796.3112685	90	9	1	0.8733184321	0.05097031108	93.66980161	5.301303043	1.028895347	68.30680102	26.07908609	5.614112885	47.42576835	52.57423165	0				-0.07487340757	0.6769839264	-0.6021105189	0	0	0	-0.07849517683	0.6808746716					-796.3112685	0.05097031108	-368.793119774128	
795.0312685	90	9	1	0.8800390419	0.02424567635	93.64781521	5.273840976	1.078343812	68.33744777	25.74913188	5.91342035	47.41188928	52.58811072	0				-0.029092757	0.3286970857	-0.2996043287	0	0	0	-0.0326593168	0.3325355234					-795.0312685	0.02424567635	-29.8532571166737	
794.7112685	90	9	1	0.8816036938	0.005988215068	93.64237547	5.266962351	1.09066218	68.34434797	25.6676028	5.988049232	47.4084356	52.5915644	0				-0.005349179212	0.08027832311	-0.0749291439	0	0	0	-0.008901931841	0.08410334877					-794.7112685	0.005988215068	-17.7420829302946	
794.6312685	90	9	1	0.8819881621	0.001492576317	93.64101894	5.265241941	1.09373912	68.3460255	25.64728134	6.006693162	47.40757314	52.59242686	0				-0.0001276192726	0.01907258601	-0.01894496674	0	0	0	-0.003677198668	0.02289478264					-794.6312685	0.001492576317	-48.4654539918248	
794.5912685	90	9	1	0.8821795227	0.0007457566593	93.64034117	5.26438163	1.095277199	68.34685749	25.6371293	6.016013214	47.40714209	52.59285791	0				0.0007175122081	0.008903992606	-0.009621504814	0	0	0	-0.002830384125	0.01272457995					-794.5912685	0.0007457566593	-53.5683051952006	
794.5712685	90	9	1	0.8822749229	0.0003724289101	93.64000242	5.263951447	1.096046138	68.34727174	25.63205553	6.020672729	47.40692661	52.59307339	0				0.001135061736	0.003826115373	-0.00496117711	0	0	0	-0.002412012343	0.007645916952					-794.5712685	0.0003724289101	-53.6415664249209	
794.5612685	90	9	1	0.8823225518	0.0001861264885	93.6398334	5.263736016	1.096430581	68.34747681	25.629521	6.023002188	47.40681888	52.59318112	0				0.001342888125	0.001288094106	-0.002630982231	0	0	0	-0.002203905569	0.005108276455					-794.5612685	0.0001861264885	-53.6958438340732	
794.5412685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-794.5412685	0.5089711142	0.0393093359337138	
794.5212685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-794.5212685	0.5089711142	NaN	
794.4812685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-794.4812685	0.5089711142	NaN	
794.4012685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-794.4012685	0.5089711142	NaN	
794.2412685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-794.2412685	0.5089711142	NaN	
793.9212685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-793.9212685	0.5089711142	NaN	
793.2812685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-793.2812685	0.5089711142	NaN	
792.0012685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-792.0012685	0.5089711142	NaN	
789.4412685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-789.4412685	0.5089711142	NaN	
784.3212685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-784.3212685	0.5089711142	NaN	
779.2012685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-779.2012685	0.5089711142	NaN	
774.0812685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-774.0812685	0.5089711142	NaN	
768.9612685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-768.9612685	0.5089711142	NaN	
763.8412685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-763.8412685	0.5089711142	NaN	
758.7212685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-758.7212685	0.5089711142	NaN	
753.6012685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-753.6012685	0.5089711142	NaN	
748.4812685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-748.4812685	0.5089711142	NaN	
743.3612685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-743.3612685	0.5089711142	NaN	
738.2412685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-738.2412685	0.5089711142	NaN	
733.1212685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-733.1212685	0.5089711142	NaN	
728.0012685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-728.0012685	0.5089711142	NaN	
722.8812685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-722.8812685	0.5089711142	NaN	
717.7612685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-717.7612685	0.5089711142	NaN	
712.6412685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-712.6412685	0.5089711142	NaN	
707.5212685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-707.5212685	0.5089711142	NaN	
702.4012685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-702.4012685	0.5089711142	NaN	
697.2812685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-697.2812685	0.5089711142	NaN	
692.1612685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-692.1612685	0.5089711142	NaN	
687.0412685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-687.0412685	0.5089711142	NaN	
681.9212685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-681.9212685	0.5089711142	NaN	
676.8012685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-676.8012685	0.5089711142	NaN	
671.6812685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-671.6812685	0.5089711142	NaN	
666.5612685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-666.5612685	0.5089711142	NaN	
661.4412685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-661.4412685	0.5089711142	NaN	
656.3212685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-656.3212685	0.5089711142	NaN	
651.2012685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-651.2012685	0.5089711142	NaN	
646.0812685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-646.0812685	0.5089711142	NaN	
640.9612685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-640.9612685	0.5089711142	NaN	
635.8412685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-635.8412685	0.5089711142	NaN	
630.7212685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-630.7212685	0.5089711142	NaN	
625.6012685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-625.6012685	0.5089711142	NaN	
620.4812685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-620.4812685	0.5089711142	NaN	
615.3612685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-615.3612685	0.5089711142	NaN	
610.2412685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-610.2412685	0.5089711142	NaN	
605.1212685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-605.1212685	0.5089711142	NaN	
600.0012685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-600.0012685	0.5089711142	NaN	
594.8812685	90	9	1	1	0.5089711142	93.64016012	5.263319043	1.096520842				47.40672585	52.59327415	0	2.770831457E-05	0	99.99997229	0	0	0				0	0		0		0	-594.8812685	0.5089711142	NaN	
