T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
768.2343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-768.2343155	0.888745198	NaN	
763.1143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-763.1143155	0.888745198	NaN	
757.9943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-757.9943155	0.888745198	NaN	
752.8743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-752.8743155	0.888745198	NaN	
747.7543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-747.7543155	0.888745198	NaN	
742.6343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-742.6343155	0.888745198	NaN	
737.5143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-737.5143155	0.888745198	NaN	
732.3943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-732.3943155	0.888745198	NaN	
727.2743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-727.2743155	0.888745198	NaN	
722.1543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-722.1543155	0.888745198	NaN	
717.0343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-717.0343155	0.888745198	NaN	
711.9143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-711.9143155	0.888745198	NaN	
706.7943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-706.7943155	0.888745198	NaN	
701.6743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-701.6743155	0.888745198	NaN	
696.5543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-696.5543155	0.888745198	NaN	
691.4343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-691.4343155	0.888745198	NaN	
686.3143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-686.3143155	0.888745198	NaN	
681.1943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-681.1943155	0.888745198	NaN	
676.0743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-676.0743155	0.888745198	NaN	
670.9543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-670.9543155	0.888745198	NaN	
665.8343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-665.8343155	0.888745198	NaN	
660.7143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-660.7143155	0.888745198	NaN	
655.5943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-655.5943155	0.888745198	NaN	
650.4743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-650.4743155	0.888745198	NaN	
645.3543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-645.3543155	0.888745198	NaN	
640.2343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-640.2343155	0.888745198	NaN	
635.1143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-635.1143155	0.888745198	NaN	
629.9943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-629.9943155	0.888745198	NaN	
624.8743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-624.8743155	0.888745198	NaN	
619.7543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-619.7543155	0.888745198	NaN	
614.6343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-614.6343155	0.888745198	NaN	
609.5143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-609.5143155	0.888745198	NaN	
604.3943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-604.3943155	0.888745198	NaN	
599.2743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-599.2743155	0.888745198	NaN	
594.1543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-594.1543155	0.888745198	NaN	
589.0343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-589.0343155	0.888745198	NaN	
583.9143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-583.9143155	0.888745198	NaN	
578.7943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-578.7943155	0.888745198	NaN	
573.6743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-573.6743155	0.888745198	NaN	
568.5543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-568.5543155	0.888745198	NaN	
563.4343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-563.4343155	0.888745198	NaN	
558.3143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-558.3143155	0.888745198	NaN	
553.1943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-553.1943155	0.888745198	NaN	
548.0743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-548.0743155	0.888745198	NaN	
542.9543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-542.9543155	0.888745198	NaN	
537.8343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-537.8343155	0.888745198	NaN	
532.7143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-532.7143155	0.888745198	NaN	
527.5943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-527.5943155	0.888745198	NaN	
522.4743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-522.4743155	0.888745198	NaN	
517.3543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-517.3543155	0.888745198	NaN	
512.2343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-512.2343155	0.888745198	NaN	
507.1143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-507.1143155	0.888745198	NaN	
501.9943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-501.9943155	0.888745198	NaN	
496.8743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-496.8743155	0.888745198	NaN	
491.7543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-491.7543155	0.888745198	NaN	
486.6343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-486.6343155	0.888745198	NaN	
481.5143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-481.5143155	0.888745198	NaN	
476.3943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-476.3943155	0.888745198	NaN	
471.2743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-471.2743155	0.888745198	NaN	
466.1543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-466.1543155	0.888745198	NaN	
461.0343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-461.0343155	0.888745198	NaN	
455.9143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-455.9143155	0.888745198	NaN	
450.7943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-450.7943155	0.888745198	NaN	
445.6743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-445.6743155	0.888745198	NaN	
440.5543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-440.5543155	0.888745198	NaN	
435.4343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-435.4343155	0.888745198	NaN	
430.3143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-430.3143155	0.888745198	NaN	
425.1943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-425.1943155	0.888745198	NaN	
420.0743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-420.0743155	0.888745198	NaN	
414.9543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-414.9543155	0.888745198	NaN	
409.8343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-409.8343155	0.888745198	NaN	
404.7143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-404.7143155	0.888745198	NaN	
399.5943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-399.5943155	0.888745198	NaN	
394.4743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-394.4743155	0.888745198	NaN	
389.3543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-389.3543155	0.888745198	NaN	
384.2343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-384.2343155	0.888745198	NaN	
379.1143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-379.1143155	0.888745198	NaN	
373.9943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-373.9943155	0.888745198	NaN	
368.8743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-368.8743155	0.888745198	NaN	
363.7543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-363.7543155	0.888745198	NaN	
358.6343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-358.6343155	0.888745198	NaN	
353.5143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-353.5143155	0.888745198	NaN	
348.3943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-348.3943155	0.888745198	NaN	
343.2743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-343.2743155	0.888745198	NaN	
338.1543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-338.1543155	0.888745198	NaN	
333.0343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-333.0343155	0.888745198	NaN	
327.9143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-327.9143155	0.888745198	NaN	
322.7943155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-322.7943155	0.888745198	NaN	
317.6743155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-317.6743155	0.888745198	NaN	
312.5543155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-312.5543155	0.888745198	NaN	
307.4343155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-307.4343155	0.888745198	NaN	
302.3143155	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-302.3143155	0.888745198	NaN	
300	97	3	1	0.888745198	98.45154523	1.548454771			8.611858654E-05	99.99991388	0	0			0	0	-300	0.888745198	NaN	
