T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(CU@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	dwdT_L(AL@ALCU_THETA)	dwdT_L(CU@ALCU_THETA)	dwdT_L(SI@ALCU_THETA)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI				
861.4240143	84	9	7	0	0	98.14586158	1.015913565	0.8382248595	84	9	7							0.001888037125	-0.001065629511	-0.0008224076146	0.001888037125	-0.001065629511	-0.0008224076146							-861.4240143	0	36.9986071331437	
861.4140143	84	9	7	0.0001405394888	0.0001336840034	98.14556895	1.016080706	0.8383503441	83.99811101	9.00106616	7.000822825							0.003776926463	-0.002131739529	-0.001645186934	0	0	0							-861.4140143	0.0001336840034	112.607923875201	
861.3940143	84	9	7	0.0004209419387	0.000266795004	98.14498348	1.016415178	0.8386013453	83.99433616	9.003196731	7.00246711							0.005663565168	-0.003196577903	-0.002466987265	0	0	0							-861.3940143	0.000266795004	150.174402153828	
861.3540143	84	9	7	0.0009814211531	0.0005334227605	98.14381245	1.017084174	0.8391033777	83.98678562	9.007458334	7.005756046							0.009438889507	-0.005327406722	-0.004111482786	0	0	0							-861.3540143	0.0005334227605	150.129268358158	
861.2740143	84	9	7	0.002100503451	0.00106553732	98.1414696	1.018422777	0.8401076211	83.97168884	9.015979096	7.012332068							0.01698441464	-0.009586159476	-0.007398255169	0	0	0							-861.2740143	0.00106553732	150.509165459796	
861.1140143	84	9	7	0.004331235391	0.002126268999	98.13678074	1.021102434	0.8421168218	83.94151243	9.033010854	7.025476714							0.03206258726	-0.01809634313	-0.01396624414	0	0	0							-861.1140143	0.002126268999	151.181965017565	
860.7940143	84	9	7	0.008763189511	0.004233435243	98.12739033	1.026471583	0.8461380874	83.88122819	9.067035347	7.051736461							0.06216750616	-0.03508746133	-0.02708004483	0	0	0							-860.7940143	0.004233435243	152.645144406033	
860.1540143	84	9	7	0.01750169951	0.008384255089	98.10855844	1.037249493	0.8541920666	83.76093379	9.134928498	7.10413771							0.122172285	-0.06895299207	-0.05321929298	0	0	0							-860.1540143	0.008384255089	155.641929286214	
858.8740143	84	9	7	0.0345124041	0.01646127913	98.0706873	1.058966166	0.8703465331	83.52143263	9.270095215	7.208472155							0.2413674985	-0.1362199653	-0.1051475332	0	0	0							-858.8740143	0.01646127913	161.547435045473	
