T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
909.2216565	96	4	0	0	99.57244992	0.4275500804	96	4			0.001585197162	-0.001585197162	-909.2216565	0	11.1901966220038	
909.2116565	96	4	0.0004444179505	0.0004437877622	99.57227056	0.4277294379	95.99841454	4.001585462			0	0	-909.2116565	0.0004437877622	33.8763908405151	
909.1916565	96	4	0.001331718796	0.0008863752223	99.57191184	0.4280881582	95.99524457	4.00475543			0	0	-909.1916565	0.0008863752223	45.2134505297578	
909.1516565	96	4	0.003102108077	0.001770105989	99.57119437	0.4288056349	95.98890474	4.011095259			0	0	-909.1516565	0.001770105989	45.3356062785701	
909.0716565	96	4	0.006625535765	0.003529089582	99.56975927	0.4302407283	95.97622763	4.023772367			0	0	-909.0716565	0.003529089582	-6071.51537639575	
908.9916565	96	4	0.01012299134	0.003515812329	99.56832401	0.4316759912	95.96355394	4.036446059			0	0	-908.9916565	0.003515812329	-6403.17212515559	
908.9116565	96	4	0.01359638438	0.003503944468	99.56688856	0.4331114354	95.95088366	4.049116336			0	0	-908.9116565	0.003503944468	-6763.58719632181	
908.8316565	96	4	0.0170459599	0.003492155714	99.56545294	0.4345470618	95.93821679	4.061783207			0	0	-908.8316565	0.003492155714	-6808.31241401378	
908.7516565	96	4	0.02047195782	0.003480443288	99.56401713	0.4359828707	95.92555333	4.074446671			0	0	-908.7516565	0.003480443288	-6852.60801453697	
908.6716565	96	4	0.02387461491	0.00346880645	99.56258114	0.4374188624	95.91289327	4.087106729			0	0	-908.6716565	0.00346880645	-6897.04733786122	
908.5916565	96	4	0.02725416479	0.003457244472	99.56114496	0.438855037	95.90023662	4.099763381			0	0	-908.5916565	0.003457244472	-6941.63132580962	
908.5116565	96	4	0.030610838	0.003445756636	99.55970861	0.4402913946	95.88758337	4.112416628			0	0	-908.5116565	0.003445756636	-6986.35984069595	
908.4316565	96	4	0.03394486208	0.003434342232	99.55827206	0.4417279356	95.87493353	4.12506647			0	0	-908.4316565	0.003434342232	-7031.23221796067	
908.3516565	96	4	0.03725646154	0.003423000558	99.55683534	0.44316466	95.86228709	4.137712908			0	0	-908.3516565	0.003423000558	-7076.24911647687	
908.2716565	96	4	0.04054585801	0.003411730924	99.55539843	0.4446015682	95.84964406	4.150355942			0	0	-908.2716565	0.003411730924	-7121.41064447375	
908.1916565	96	4	0.0438132702	0.003400532646	99.55396134	0.4460386602	95.83700443	4.162995573			0	0	-908.1916565	0.003400532646	-7166.71640331751	
908.1116565	96	4	0.04705891399	0.00338940505	99.55252406	0.4474759364	95.8243682	4.1756318			0	0	-908.1116565	0.00338940505	-7212.16668740469	
908.0316565	96	4	0.05028300249	0.00337834747	99.5510866	0.4489133968	95.81173538	4.188264625			0	0	-908.0316565	0.00337834747	-7257.76124391391	
907.9516565	96	4	0.05348574603	0.003367359248	99.54964896	0.4503510417	95.79910595	4.200894048			0	0	-907.9516565	0.003367359248	-7303.50023180827	
907.8716565	96	4	0.05666735227	0.003356439735	99.54821113	0.4517888713	95.78647993	4.213520069			0	0	-907.8716565	0.003356439735	-7349.38389630581	
907.7916565	96	4	0.05982802617	0.00334558829	99.54677311	0.4532268858	95.77385731	4.226142689			0	0	-907.7916565	0.00334558829	-7395.4118973964	
907.7116565	96	4	0.06296797012	0.003334804279	99.54533491	0.4546650854	95.76123809	4.238761908			0	0	-907.7116565	0.003334804279	-7441.58432229651	
907.6316565	96	4	0.06608738389	0.003324087077	99.54389653	0.4561034702	95.74862227	4.251377728			0	0	-907.6316565	0.003324087077	-7487.90168494842	
907.5516565	96	4	0.06918646474	0.003313436067	99.54245796	0.4575420406	95.73600985	4.263990147			0	0	-907.5516565	0.003313436067	-7534.36318146946	
907.4716565	96	4	0.07226540743	0.003302850637	99.5410192	0.4589807966	95.72340083	4.276599168			0	0	-907.4716565	0.003302850637	-7580.96880535153	
907.3916565	96	4	0.07532440425	0.003292330185	99.53958026	0.4604197384	95.71079521	4.28920479			0	0	-907.3916565	0.003292330185	-7627.71932481429	
907.3116565	96	4	0.07836364509	0.003281874116	99.53814113	0.4618588664	95.69819299	4.301807013			0	0	-907.3116565	0.003281874116	-7674.61453856077	
907.2316565	96	4	0.08138331745	0.003271481842	99.53670182	0.4632981806	95.68559416	4.314405839			0	0	-907.2316565	0.003271481842	-7721.65431725126	
907.1516565	96	4	0.08438360649	0.003261152782	99.53526232	0.4647376812	95.67299873	4.327001268			0	0	-907.1516565	0.003261152782	-7768.83898861274	
