T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(CU@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	dwdT_L(AL@ALCU_THETA)	dwdT_L(CU@ALCU_THETA)	dwdT_L(SI@ALCU_THETA)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI				
899.5350674	90	8	2	0	0	98.9639147	0.8226398628	0.2134454338	90	8	2							0.002740162855	-0.0021940346	-0.0005461282548	0.002740162855	-0.0021940346	-0.0005461282548							-899.5350674	0	16.23722732173	
899.5250674	90	8	2	0.000319309715	0.0003058252603	98.96359733	0.8228927435	0.2135099221	89.9972593	8.002194466	2.000546237							0.005480715743	-0.004388382252	-0.001092333491	0	0	0							-899.5250674	0.0003058252603	49.1595943154454	
899.5050674	90	8	2	0.000956894743	0.0006108156359	98.96296254	0.8233985487	0.2136389151	89.99177993	8.00658177	2.001638301							0.0082196161	-0.006581408609	-0.00163820749	0	0	0							-899.5050674	0.0006108156359	65.5931357974268	
899.4650674	90	8	2	0.002229909287	0.001220314364	98.96169257	0.8244104995	0.2138969263	89.98082192	8.015355798	2.003822279							0.01369763975	-0.01096764433	-0.002729995423	0	0	0							-899.4650674	0.001220314364	65.7073938378864	
899.3850674	90	8	2	0.004766848559	0.002434897807	98.95915231	0.8264346696	0.2144130252	89.95891315	8.032898079	2.008188769							0.02464715724	-0.01973490528	-0.004912251958	0	0	0							-899.3850674	0.002434897807	66.0221167266854	
899.2250674	90	8	2	0.009804648843	0.004847015503	98.95406955	0.8304848876	0.2154455671	89.9151246	8.067959519	2.016915886							0.04652436446	-0.03725202079	-0.00927234367	0	0	0							-899.2250674	0.004847015503	66.6961211748095	
898.9050674	90	8	2	0.01972624734	0.009593862898	98.94389519	0.8385928028	0.2175120079	89.82766448	8.137989122	2.034346394							0.09019131535	-0.07221649893	-0.01797481642	0	0	0							-898.9050674	0.009593862898	68.0816132984518	
898.2650674	90	8	2	0.03899888677	0.01881834325	98.92351033	0.8548391926	0.2216504766	89.65321105	8.27767602	2.069112925							0.1771750879	-0.1418661835	-0.03530890433	0	0	0							-898.2650674	0.01881834325	70.8020653857563	
896.9850674	90	8	2	0.07540486413	0.03623658857	98.88259252	0.8874571545	0.229950327	89.30618229	8.555551483	2.138266231							0.3497304074	-0.2800387707	-0.06969163665	0	0	0							-896.9850674	0.03623658857	76.5610082546338	
894.4250674	90	8	2	0.1406704142	0.06743036533	98.80013392	0.9532194868	0.2466465945	88.61971269	9.105245647	2.275041667							0.6891317864	-0.5518259942	-0.1373057922	0	0	0							-894.4250674	0.06743036533	-660.247007437457	
891.8650674	90	8	2	0.197306619	0.06277033673	98.716787	1.01973169	0.2634813086	87.94346844	9.64676709	2.409764469							0.6788664099	-0.5436212727	-0.1352451371	0	0	0							-891.8650674	0.06277033673	-587.340938593108	
889.3050674	90	8	2	0.2468817497	0.05864761461	98.63247987	1.087054827	0.2804652984	87.27752804	10.18004917	2.542422796							0.6685222568	-0.5353496566	-0.1331726002	0	0	0							-889.3050674	0.05864761461	-661.344457092888	
886.7450674	90	8	2	0.2906105451	0.05497639533	98.54713907	1.155251621	0.2976093102	86.62192297	10.70506312	2.673013915							0.6581465697	-0.527049234	-0.1310973357	0	0	0							-886.7450674	0.05497639533	-740.195227178312	
884.1850674	90	8	2	0.3294479619	0.05168843435	98.46068926	1.224386692	0.3149240497	85.97664238	11.2218143	2.801543325							0.6477818565	-0.5187542522	-0.1290276042	0	0	0							-884.1850674	0.05168843435	-824.048393602301	
881.6250674	90	8	2	0.3641547004	0.04872876236	98.37305307	1.29452672	0.3324202113	85.34163784	11.73033832	2.928023841							0.6374658326	-0.5104950807	-0.1269707519	0	0	0							-881.6250674	0.04872876236	-913.076431369024	
879.0650674	90	8	2	0.3953439034	0.04605257169	98.28415084	1.365740652	0.3501085087	84.71682787	12.2306974	3.052474726							0.6272316477	-0.5022983988	-0.1249332489	0	0	0							-879.0650674	0.04605257169	-1007.46450601802	
876.5050674	90	8	2	0.4235150401	0.04362294026	98.19390037	1.438099929	0.3679997051	84.10210233	12.72297681	3.174920857							0.6171081041	-0.4941873754	-0.1229207287	0	0	0							-876.5050674	0.04362294026	-1107.4089932593	
873.9450674	90	8	2	0.4490788905	0.04140914514	98.10221661	1.511678747	0.386104645	83.49732641	13.20728166	3.295391939							0.6071199238	-0.4861818866	-0.1209380372	0	0	0							-873.9450674	0.04140914514	-1213.11680414804	
871.3850674	90	8	2	0.4723762397	0.03938539486	98.00901137	1.586554347	0.4044342842	82.90234444	13.68373378	3.413921778							0.5972880494	-0.4782987587	-0.1189892907	0	0	0							-871.3850674	0.03938539486	-1324.80507630066	
868.8250674	90	8	2	0.4936920527	0.03752986387	97.91419294	1.662807338	0.4229997222	82.31698335	14.15246903	3.530547616							0.5876299611	-0.4705520242	-0.1170779369	0	0	0							-868.8250674	0.03752986387	-1442.70125215042	
866.2650674	90	8	2	0.513266352	0.03582394814	97.81766571	1.740522057	0.4418122343	81.74105576	14.61363471	3.645309528							0.578160001	-0.4629531823	-0.1152068187	0	0	0							-866.2650674	0.03582394814	-1567.04354949771	
863.7050674	90	8	2	0.5313026584	0.03425168475	97.71932973	1.819786966	0.4608833051	81.17436281	15.06738731	3.758249881							0.5688896938	-0.4555114567	-0.1133782371	0	0	0							-863.7050674	0.03425168475	-1698.08188626743	
861.1450674	90	8	2	0.5479746078	0.03279929466	97.61908024	1.900695092	0.4802246635	80.61669666	15.51389049	3.869412857							0.5598280572	-0.4482340445	-0.1115940126	0	0	0							-861.1450674	0.03279929466	-1836.07924291457	
858.5850674	90	8	2	0.5634311868	0.03145481892	97.51680716	1.983344521	0.4998483186	80.06784267	15.9533133	3.978844032							0.5509818849	-0.4411263433	-0.1098555417	0	0	0							-858.5850674	0.03145481892	-1981.31356003891	
856.0250674	90	8	2	0.577800911	0.0302078267	97.41239447	2.067838935	0.5197665988	79.52758136	16.38582863	4.086590011							0.5423560744	-0.4341922125	-0.1081638618	0	0	0							-856.0250674	0.0302078267	-2134.08016669754	
853.4650674	90	8	2	0.5911951876	0.02904917886	97.30571958	2.154288223	0.5399921917	78.99569006	16.81161183	4.192698115							0.5339538066	-0.4274341181	-0.1065196885	0	0	0							-853.4650674	0.02904917886	-2294.69491954385	
850.9050674	90	8	2	0.6037110399	0.02797083514	97.19665266	2.242809155	0.5605381881	78.47194434	17.23083954	4.297216115							0.5257768334	-0.4208533609	-0.1049234725	0	0	0							-850.9050674	0.02797083514	-2463.49809230726	
848.3450674	90	8	2	0.6154333319	0.02696569564	97.08505574	2.333526135	0.5814181284	77.95611928	17.64368871	4.400192006							0.5178256787	-0.4144502374	-0.1033754413	0	0	0							-848.3450674	0.02696569564	-2640.85911484553	
845.7850674	90	8	2	0.6264365959	0.02602746967	96.97078189	2.426572057	0.6026460528	77.44799043	18.05033574	4.501673832							0.5100998394	-0.408224199	-0.1018756404	0	0	0							-845.7850674	0.02602746967	-2827.18249997862	
843.2250674	90	8	2	0.6367865431	0.02515056659	96.85367419	2.522089252	0.6242365562	76.94733472	18.45095575	4.601709529							0.5025979231	-0.4021739606	-0.1004239625	0	0	0							-843.2250674	0.02515056659	-3022.91509543387	
840.6650674	90	8	2	0.6465413189	0.0243300044	96.73356458	2.620230577	0.6462048479	76.45393116	18.84572202	4.70034682							0.4953178642	-0.3962976719	-0.09902019228	0	0	0							-840.6650674	0.0243300044	-3228.55503499317	
838.1050674	90	8	2	0.6557525528	0.02356133284	96.61027255	2.721160632	0.668566817	75.96756138	19.23480549	4.797633124							0.4882570158	-0.3905929885	-0.09766402728	0	0	0							-838.1050674	0.02356133284	-3444.66273744918	
835.5450674	90	8	2	0.6644662401	0.02284056835	96.48360373	2.825057163	0.6913391048	75.4880101	19.6183744	4.893615504							0.481412285	-0.3850571771	-0.09635510789	0	0	0							-835.5450674	0.02284056835	-3671.87458384682	
832.9850674	90	8	2	0.6727234862	0.0221641389	96.35334816	2.932112653	0.7145391852	75.01506544	19.99659393	4.988340633							0.4747802537	-0.379687209	-0.09509304475	0	0	0							-832.9850674	0.0221641389	-3910.92024845908	
830.4250674	90	8	2	0.6805611375	0.02152883708	96.21927839	3.042536155	0.7381854536	74.5485192	20.36962602	5.081854781							0.4683572295	-0.3744797964	-0.09387743313	0	0	0							-830.4250674	0.02152883708	-4162.64425192647	
827.8650674	90	8	2	0.6880123198	0.02093178002	96.08114726	3.156555408	0.7622973273	74.08816698	20.73762918	5.174203838							0.4621393944	-0.3694315069	-0.0927078875	0	0	0							-827.8650674	0.02093178002	-4428.03346093818	
825.3050674	90	8	2	0.6951068975	0.02037037523	95.93868536	3.274419282	0.7868953581	73.63380827	21.1007584	5.265433336							0.4561228428	-0.3645387877	-0.09158405515	0	0	0							-825.3050674	0.02037037523	-4708.25248721216	
822.7450674	90	8	2	0.7018718694	0.01984229144	95.791598	3.396400636	0.8120013594	73.18524645	21.45916503	5.355588517							0.45030366	-0.3597980212	-0.09050563872	0	0	0							-822.7450674	0.01984229144	-5004.68931668765	
820.1850674	90	8	2	0.7083317094	0.01934543378	95.6395618	3.522799652	0.837638551	72.74228878	21.81299683	5.444714397							0.4446779846	-0.3552055671	-0.0894724175	0	0	0							-820.1850674	0.01934543378	-5319.01541659542	
817.6250674	90	8	2	0.7145086615	0.01887792283	95.48222051	3.653947769	0.8638317245	72.30474621	22.16239792	5.532855875							0.4392420683	-0.3507577989	-0.08848426942	0	0	0							-817.6250674	0.01887792283	-5653.26525801174	
815.0650674	90	8	2	0.7204229968	0.01843807705	95.31918023	3.790212339	0.8906074328	71.87243328	22.50750887	5.620057846							0.4339923319	-0.346451137	-0.08754119483	0	0	0							-815.0650674	0.01843807705	-6009.94349986347	
812.5050674	90	8	2	0.7260932376	0.0180243984	95.15000362	3.932002175	0.9179942097	71.44516788	22.84846677	5.706365356							0.4289254203	-0.3422820775	-0.08664334278	0	0	0							-812.5050674	0.0180243984	-6392.17148027435	
809.9450674	90	8	2	0.7315363548	0.01763556089	94.97420297	4.079774208	0.946022824	71.02277094	23.18540528	5.791823774							0.424038259	-0.338247218	-0.08579104094	0	0	0							-809.9450674	0.01763556089	-6803.89040621482	
807.3850674	90	8	2	0.7367679408	0.017270402	94.79123189	4.234041531	0.9747265775	70.60506614	23.51845485	5.87647901							0.4193281129	-0.3343432823	-0.08498483061	0	0	0							-807.3850674	0.017270402	-7250.14978370711	
804.8250674	90	8	2	0.741802364	0.01692791706	94.60047515	4.3953832	1.004141655	70.19187945	23.84774278	5.960377764							0.4147926513	-0.3305671428	-0.08422550843	0	0	0							-804.8250674	0.01692791706	-7737.52453834916	
802.2650674	90	8	2	0.7466529065	0.01660725669	94.40123619	4.56445627	1.034307539	69.78303873	24.17339344	6.043567836							0.4104300204	-0.326915843	-0.08351417736	0	0	0							-802.2650674	0.01660725669	-8274.73441580397	
799.7050674	90	8	2	0.7513318882	0.01630772775	94.19272177	4.742010725	1.065267503	69.37837308	24.49552842	6.126098491							0.4062389297	-0.3233866199	-0.08285230984	0	0	0							-799.7050674	0.01630772775	-8873.58790038791	
797.1450674	90	8	2	0.7558507796	0.01602879821	93.97402262	4.928908172	1.097069211	68.97771227	24.81426683	6.208020905							0.402218755	-0.3199769275	-0.08224182752	0	0	0							-797.1450674	0.01602879821	-8971.53371187073	
796.5050674	90	8	2	0.7569537317	0.003977071741	93.91763075	4.977214329	1.105154922	68.87813748	24.89346802	6.228394504							0.1011296762	-0.08043767985	-0.02069199635	0	0	0							-796.5050674	0.003977071741	-53.5524861331492	
796.3450674	90	8	2	0.7572287986	0.0009955201763	93.90341988	4.98939511	1.107185006	68.85327914	24.91323993	6.233480931							0.02641174202	-0.0210067476	-0.005404994419	0	0	0							-796.3450674	0.0009955201763	-29.8995132107645	
796.3250674	90	8	2	0.7572630677	0.0001242634832	93.90164042	4.990920574	1.107439006	68.85017294	24.91571051	6.23411655							0.004659978321	-0.003706323105	-0.0009536552165	0	0	0							-796.3250674	0.0001242634832	-151.455712167535	
796.3150674	90	8	2	0.7572801764	6.201139471E-05	93.9007511	4.991682868	1.10756603	68.84861912	24.91694635	6.234434535							0.00310677492	-0.002470972832	-0.0006358020881	0	0	0							-796.3150674	6.201139471E-05	-229.377371428213	
796.2950674	90	8	2	0.7573842355	0.0003358749431	93.8979313	4.994603556	1.107465141	68.84308067	24.92468332	6.232236013	2.878575191E-05	0	99.99997121				0.004411748479	-0.005294473209	0.0008827247303	0	0	0	0.00248359536		0.001707930508				-796.2950674	0.0003358749431	1195.90197002528	
796.2750674	90	8	2	0.7574934778	0.0003517361895	93.89502922	4.997632134	1.107338647	68.83735681	24.93281435	6.229828832	2.877318878E-05	0	99.99997123				0.007277476633	-0.009367050996	0.002089574363	0	0	0	0.005352317534		0.002913289668				-796.2750674	0.0003517361895	1211.3261402548	
796.2350674	90	8	2	0.7577116056	0.0007025764681	93.88922617	5.00368816	1.107085672	68.82591878	24.94906262	6.225018597	2.874807609E-05	0	99.99997125				0.01299157265	-0.01748457127	0.004492998618	0	0	0	0.01106668571		0.00531619445				-796.2350674	0.0007025764681	114.050339243948	
796.1550674	90	8	2	0.7581469791	0.001403550246	93.87760052	5.015819391	1.106580086	68.80304737	24.98155236	6.215400262	2.869790828E-05	0	99.9999713				0.02442473595	-0.03372658453	0.009301848583	0	0	0	0.02250044383		0.01012399036				-796.1550674	0.001403550246	114.257755644104	
795.9950674	90	8	2	0.7590142106	0.002800704777	93.85427079	5.04015884	1.105570374	68.75732344	25.04650425	6.196172304	2.859780263E-05	0	99.9999714				0.0472768137	-0.06618978525	0.01891297155	0	0	0	0.04535374206		0.01973299714				-795.9950674	0.002800704777	114.780465036704	
