T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(CU@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	dwdT_L(AL@ALCU_THETA)	dwdT_L(CU@ALCU_THETA)	dwdT_L(SI@ALCU_THETA)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI				
924.9799135	98	1	1	0	0	99.80169371	0.09585109186	0.1024551983	98	1	1							0.002340170865	-0.001174380488	-0.001165790377	0.002340170865	-0.001174380488	-0.001165790377							-924.9799135	0	3.81166696370856	
924.9699135	98	1	1	0.00130473205	0.001297478706	99.8014606	0.09596333639	0.1025760624	97.99765982	1.001174384	1.001165795							0.004680300774	-0.002348752816	-0.002331547958	0	0	0							-924.9699135	0.001297478706	11.6028442012876	
924.9499135	98	1	1	0.003905373518	0.002589338084	99.80099436	0.09618784261	0.1028177929	97.99297961	1.003523101	1.003497288							0.007020241416	-0.003523060827	-0.003497180589	0	0	0							-924.9499135	0.002589338084	15.5163549143837	
924.9099135	98	1	1	0.009070302811	0.005155829723	99.80006191	0.09663682629	0.1033012634	97.98361971	1.00822037	1.008159924							0.01169972925	-0.005871552954	-0.005828176296	0	0	0							-924.9099135	0.005155829723	15.6675918020033	
924.8299135	98	1	1	0.01924441091	0.0102097522	99.79819704	0.09753473456	0.10426823	97.96490216	1.017614181	1.017483655							0.02105705082	-0.01056800039	-0.01048905043	0	0	0							-924.8299135	0.0102097522	15.9775284947691	
924.6699135	98	1	1	0.03901644537	0.02004619275	99.79446736	0.09933033498	0.1062023024	97.92747569	1.036399043	1.036125269							0.03976526774	-0.01995883677	-0.01980643096	0	0	0							-924.6699135	0.02004619275	16.5804061072229	
924.3499135	98	1	1	0.07639895265	0.03867703223	99.78700833	0.1029206754	0.1100709935	97.85265791	1.07395729	1.073384797							0.07715509064	-0.03873176454	-0.03842332611	0	0	0							-924.3499135	0.03867703223	17.8480816717539	
923.7099135	98	1	1	0.1435322235	0.07225572518	99.77209129	0.1100980852	0.1178106236	97.70316622	1.149025768	1.147808011							0.1518260528	-0.07624108571	-0.07558496704	0	0	0							-923.7099135	0.07225572518	20.5867556504497	
922.4299135	98	1	1	0.253555552	0.1276525365	99.74225918	0.1244412993	0.1332995164	97.40478107	1.298955568	1.296263364							0.3007130369	-0.1511002397	-0.1496127972	0	0	0							-922.4299135	0.1276525365	-133.102153655868	
921.1499135	98	1	1	0.3394153103	0.1142045326	99.71242817	0.1387674235	0.1488044047	97.10726283	1.448535242	1.444201925							0.2998393514	-0.1507473315	-0.1490920199	0	0	0							-921.1499135	0.1142045326	-107.293925070709	
919.8699135	98	1	1	0.4081863012	0.1032770819	99.68259342	0.153080013	0.1643265661	96.81065995	1.597733848	1.591606199							0.2989166329	-0.1503631218	-0.1485535111	0	0	0							-919.8699135	0.1032770819	-130.378125765103	
918.5899135	98	1	1	0.464442689	0.0942216448	99.65275013	0.1673826994	0.1798671656	96.51501903	1.746522344	1.738458628							0.2979469684	-0.1499496629	-0.1479973055	0	0	0							-918.5899135	0.0942216448	-155.709653165945	
917.3099135	98	1	1	0.5112691181	0.08659371341	99.62289347	0.1816792059	0.1954273229	96.22038391	1.894873812	1.884742279							0.2969331197	-0.1495090871	-0.1474240326	0	0	0							-917.3099135	0.08659371341	-183.27455657552	
916.0299135	98	1	1	0.5508194707	0.08007927107	99.59301857	0.1959733116	0.2110081136	95.92679603	2.042763113	2.030440854							0.2958775224	-0.1490431878	-0.1468343346	0	0	0							-916.0299135	0.08007927107	-213.065491405836	
914.7499135	98	1	1	0.5846421591	0.07445020613	99.56312059	0.2102688346	0.2266105771	95.63429451	2.190166723	2.17553877							0.2947825238	-0.1485535907	-0.1462289331	0	0	0							-914.7499135	0.07445020613	-245.076015817037	
913.4699135	98	1	1	0.6138781843	0.06953681208	99.53319466	0.2245696186	0.2422357233	95.34291618	2.337062611	2.320021213							0.2936504023	-0.1480417979	-0.1456086044	0	0	0							-913.4699135	0.06953681208	-279.300444078569	
912.1899135	98	1	1	0.63938639	0.06521021737	99.50323594	0.2388795238	0.2578845374	95.05269568	2.483430141	2.463874177							0.2924833787	-0.1475092163	-0.1449741624	0	0	0							-912.1899135	0.06521021737	-315.734001604815	
910.9099135	98	1	1	0.6618252851	0.06137079849	99.4732396	0.2532024195	0.2735579835	94.76366551	2.629250001	2.607084487							0.2912836223	-0.1469571773	-0.144326445	0	0	0							-910.9099135	0.06137079849	-354.372956975107	
909.6299135	98	1	1	0.6817080199	0.05794032665	99.44320081	0.2675421786	0.2892570081	94.47585605	2.774504137	2.749639813							0.2900532542	-0.1463869498	-0.1436663044	0	0	0							-909.6299135	0.05794032665	-395.214729439888	
908.3499135	98	1	1	0.6994402426	0.05485651581	99.41311478	0.2819026735	0.3049825426	94.18929562	2.9191757	2.891528678							0.2887943478	-0.1457997487	-0.1429945991	0	0	0							-908.3499135	0.05485651581	-438.257984095835	
907.0699135	98	1	1	0.7153467394	0.05206915706	99.38297672	0.2962877727	0.320735505	93.90401054	3.063249003	3.032740454							0.2875089292	-0.1451967417	-0.1423121875	0	0	0							-907.0699135	0.05206915706	-495.562007902357	
904.5099135	98	1	1	0.7427596889	0.09468098644	99.32252202	0.3251537031	0.3523242779	93.33732615	3.349607331	3.313066522							0.5688877854	-0.2874724351	-0.2814153503	0	0	0							-904.5099135	0.09468098644	-403.102959882449	
901.9499135	98	1	1	0.7654406412	0.08654555082	99.26180219	0.3541643038	0.3840335082	92.7760116	3.633410606	3.590577799							0.5634967892	-0.2849072563	-0.2785895329	0	0	0							-901.9499135	0.08654555082	-344.410769925018	
899.3899135	98	1	1	0.7844976511	0.07962141155	99.2007795	0.3833502135	0.4158702828	92.22020996	3.914570775	3.865219262							0.5579620435	-0.2822536143	-0.2757084292	0	0	0							-899.3899135	0.07962141155	-401.687748032585	
896.8299135	98	1	1	0.8007205022	0.07365714588	99.13941664	0.4127418251	0.4478415309	91.67003762	4.19301446	4.13694792							0.5523105344	-0.2795263452	-0.2727841892	0	0	0							-896.8299135	0.07365714588	-463.434309220523	
894.2699135	98	1	1	0.8146868637	0.06846663115	99.0776762	0.4423695278	0.4799542718	91.1255853	4.468682241	4.405732454							0.5465679855	-0.2767394554	-0.26982853	0	0	0							-894.2699135	0.06846663115	-529.691823839184	
891.7099135	98	1	1	0.8268287459	0.06390924884	99.01552119	0.4722634393	0.5122153738	90.58692015	4.741527494	4.671552361							0.5407580957	-0.2739057878	-0.2668523079	0	0	0							-891.7099135	0.06390924884	-600.51867668712	
889.1499135	98	1	1	0.8374755023	0.05987675875	98.95291463	0.5024536239	0.544631745	90.05408752	5.011515343	4.934397141							0.5349026978	-0.271037134	-0.2638655638	0	0	0							-889.1499135	0.05987675875	-675.984590015579	
886.5899135	98	1	1	0.8468824821	0.05628445564	98.8898196	0.5329700876	0.5772103099	89.52711289	5.278621644	5.19426547							0.5290217708	-0.2681442638	-0.260877507	0	0	0							-886.5899135	0.05628445564	-756.169246694251	
884.0299135	98	1	1	0.855250616	0.05306507639	98.82619915	0.5638428272	0.6099580258	89.00600363	5.542831998	5.451164373							0.5231334764	-0.2652369588	-0.2578965176	0	0	0							-884.0299135	0.05306507639	-841.161580229829	
881.4699135	98	1	1	0.8627401102	0.05016450834	98.76201622	0.5951018855	0.6428818985	88.49075078	5.804140808	5.705108415							0.5172542149	-0.262324052	-0.2549301629	0	0	0							-881.4699135	0.05016450834	-931.059065725121	
878.9099135	98	1	1	0.8694802137	0.04753870728	98.69723359	0.626777412	0.6759889958	87.98133071	6.062550375	5.956118917							0.5113986976	-0.2594134724	-0.2519852252	0	0	0							-878.9099135	0.04753870728	-1025.96699299136	
876.3499135	98	1	1	0.8755763109	0.04515144473	98.63181381	0.6588997281	0.7092864609	87.47770674	6.31807005	6.204223211							0.5055800298	-0.2565122927	-0.2490677371	0	0	0							-876.3499135	0.04515144473	-1125.99782836381	
873.7899135	98	1	1	0.8811151554	0.04297263586	98.56571908	0.6914993963	0.742781525	86.97983064	6.570715427	6.449453936							0.4998098044	-0.2536267809	-0.2461830235	0	0	0							-873.7899135	0.04297263586	-1231.27064872813	
