T	w(AL)	w(CU)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
912.1126382	92	8	0	0	99.18642179	0.8135782063	92	8			0.003614024629	-0.003614024629	-912.1126382	0	9.88599877494483	
912.1026382	92	8	0.0005246362513	0.0005028359275	99.18602991	0.813970087	91.99638586	8.003614139			0	0	-912.1026382	0.0005028359275	29.8884065652182	
912.0826382	92	8	0.001572240046	0.001004510196	99.18524591	0.8147540943	91.98915814	8.010841859			0	0	-912.0826382	0.001004510196	39.8987805399224	
912.0426382	92	8	0.003661592821	0.002005431684	99.18367788	0.8163221171	91.97470432	8.02529568			0	0	-912.0426382	0.002005431684	40.0364809822103	
911.9626382	92	8	0.007816791399	0.003996358304	99.18054124	0.81945876	91.94580476	8.054195237			0	0	-911.9626382	0.003996358304	-4693.39742034863	
911.8826382	92	8	0.01193711155	0.003979163303	99.17740382	0.8225961833	91.91691409	8.083085907			0	0	-911.8826382	0.003979163303	-4947.83738360942	
911.8026382	92	8	0.01602513038	0.00396381259	99.17426561	0.8257343902	91.88803284	8.111967164			0	0	-911.8026382	0.00396381259	-5231.92961213942	
911.7226382	92	8	0.02008122479	0.003948580925	99.17112661	0.8288733885	91.85916095	8.140839049			0	0	-911.7226382	0.003948580925	-5271.4291129753	
911.6426382	92	8	0.0241057585	0.003933459489	99.16798682	0.8320131799	91.83029846	8.169701545			0	0	-911.6426382	0.003933459489	-5309.77514635589	
911.5626382	92	8	0.02809908974	0.003918447034	99.16484623	0.8351537661	91.80144536	8.198554637			0	0	-911.5626382	0.003918447034	-5348.25030944015	
911.4826382	92	8	0.03206157141	0.003903542386	99.16170485	0.8382951488	91.77260169	8.22739831			0	0	-911.4826382	0.003903542386	-5386.8616160191	
911.4026382	92	8	0.03599355112	0.003888744373	99.15856267	0.8414373295	91.74376745	8.256232549			0	0	-911.4026382	0.003888744373	-5425.60654308448	
911.3226382	92	8	0.03989537136	0.003874051841	99.15541969	0.8445803099	91.71494266	8.285057339			0	0	-911.3226382	0.003874051841	-5464.48510169952	
911.2426382	92	8	0.04376736954	0.003859463652	99.15227591	0.8477240917	91.68612734	8.313872664			0	0	-911.2426382	0.003859463652	-5503.49762426126	
911.1626382	92	8	0.04760987811	0.003844978687	99.14913132	0.8508686765	91.65732149	8.342678509			0	0	-911.1626382	0.003844978687	-5542.64300479442	
911.0826382	92	8	0.05142322462	0.003830595835	99.14598593	0.854014066	91.62852514	8.371474858			0	0	-911.0826382	0.003830595835	-5581.92143561435	
911.0026382	92	8	0.05520773186	0.00381631401	99.14283974	0.8571602619	91.5997383	8.400261698			0	0	-911.0026382	0.00381631401	-5621.33354164078	
910.9226382	92	8	0.05896371788	0.003802132136	99.13969273	0.8603072658	91.57096099	8.429039012			0	0	-910.9226382	0.003802132136	-5660.87896417129	
910.8426382	92	8	0.06269149614	0.003788049156	99.13654492	0.8634550794	91.54219322	8.457806785			0	0	-910.8426382	0.003788049156	-5700.55759196332	
910.7626382	92	8	0.06639137555	0.003774064024	99.1333963	0.8666037044	91.513435	8.486565002			0	0	-910.7626382	0.003774064024	-5740.36883986986	
910.6826382	92	8	0.07006366058	0.00376017571	99.13024686	0.8697531425	91.48468635	8.515313649			0	0	-910.6826382	0.00376017571	-5780.31365494392	
910.6026382	92	8	0.0737086513	0.003746383202	99.1270966	0.8729033954	91.45594729	8.544052709			0	0	-910.6026382	0.003746383202	-5820.39141981195	
910.5226382	92	8	0.07732664351	0.003732685496	99.12394554	0.8760544647	91.42721783	8.572782168			0	0	-910.5226382	0.003732685496	-5860.60165189019	
910.4426382	92	8	0.08091792878	0.003719081606	99.12079365	0.8792063521	91.39849799	8.601502012			0	0	-910.4426382	0.003719081606	-5900.94521525037	
910.3626382	92	8	0.08448279452	0.00370557056	99.11764094	0.8823590593	91.36978778	8.630212223			0	0	-910.3626382	0.00370557056	-5941.42136608651	
