T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
875.874406	91	9	0	0	98.95632928	1.043670716	91	9			0.001417567619	-0.001417567619	-875.874406	0	27.8140802091612	
875.864406	91	9	0.0001789292508	0.0001783559038	98.95613848	1.04386152	90.99858206	9.001417938			0	0	-875.864406	0.0001783559038	84.3212602750477	
875.844406	91	9	0.0005361371751	0.0003561548298	98.95575686	1.044243137	90.99574744	9.004252565			0	0	-875.844406	0.0003561548298	112.476083667889	
875.804406	91	9	0.001249903041	0.0007118526404	98.95499358	1.04500642	90.99007799	9.009922005			0	0	-875.804406	0.0007118526404	112.532767768477	
875.724406	91	9	0.002674495395	0.001421777599	98.95346682	1.046533182	90.97874133	9.021258674			0	0	-875.724406	0.001421777599	-34619.5212521892	
875.644406	91	9	0.00409461054	0.001419459168	98.95193982	1.048060179	90.96740761	9.03259239			0	0	-875.644406	0.001419459168	-36291.9235718564	
875.564406	91	9	0.005510601227	0.001417349302	98.95041257	1.049587431	90.95607685	9.043923155			0	0	-875.564406	0.001417349302	-37972.3413681181	
875.484406	91	9	0.006922485364	0.001415245557	98.94888506	1.051114938	90.94474903	9.055250971			0	0	-875.484406	0.001415245557	-38080.9172782823	
875.404406	91	9	0.008330280587	0.001413147706	98.9473573	1.052642701	90.93342416	9.066575841			0	0	-875.404406	0.001413147706	-38187.8202522587	
875.324406	91	9	0.00973400443	0.001411055723	98.94582928	1.05417072	90.92210223	9.077897765			0	0	-875.324406	0.001411055723	-38294.8853740753	
875.244406	91	9	0.01113367433	0.001408969586	98.944301	1.055698995	90.91078325	9.089216746			0	0	-875.244406	0.001408969586	-38402.1006313874	
875.164406	91	9	0.01252930763	0.001406889268	98.94277247	1.057227526	90.89946722	9.100532784			0	0	-875.164406	0.001406889268	-38509.4733318952	
875.084406	91	9	0.01392092156	0.001404814748	98.94124369	1.058756313	90.88815412	9.111845882			0	0	-875.084406	0.001404814748	-38617.0191909897	
875.004406	91	9	0.01530853326	0.001402746001	98.93971464	1.060285357	90.87684396	9.12315604			0	0	-875.004406	0.001402746001	-38724.7176384801	
874.924406	91	9	0.0166921598	0.001400683004	98.93818534	1.061814657	90.86553674	9.13446326			0	0	-874.924406	0.001400683004	-38832.5754586907	
874.844406	91	9	0.01807181811	0.001398625733	98.93665579	1.063344213	90.85423246	9.145767544			0	0	-874.844406	0.001398625733	-38940.5903907214	
874.764406	91	9	0.01944752505	0.001396574165	98.93512597	1.064874027	90.84293111	9.157068893			0	0	-874.764406	0.001396574165	-39048.7599268655	
874.684406	91	9	0.02081929738	0.001394528276	98.9335959	1.066404098	90.83163269	9.168367308			0	0	-874.684406	0.001394528276	-39157.0817322733	
874.604406	91	9	0.02218715178	0.001392488043	98.93206557	1.067934426	90.82033721	9.179662791			0	0	-874.604406	0.001392488043	-39265.5726021186	
874.524406	91	9	0.02355110481	0.001390453444	98.93053499	1.069465011	90.80904466	9.190955344			0	0	-874.524406	0.001390453444	-39374.2302344727	
874.444406	91	9	0.02491117296	0.001388424456	98.92900415	1.070995853	90.79775503	9.202244967			0	0	-874.444406	0.001388424456	-39483.0427079815	
874.364406	91	9	0.02626737262	0.001386401056	98.92747305	1.072526954	90.78646834	9.213531663			0	0	-874.364406	0.001386401056	-39592.0075942749	
