T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(CU@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	dwdT_L(AL@ALCU_THETA)	dwdT_L(CU@ALCU_THETA)	dwdT_L(SI@ALCU_THETA)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI				
868.4000482	86	7	7	0	0	98.43035048	0.7506151955	0.8190343293	86	7	7							0.001882006913	-0.0009461832245	-0.0009358236888	0.001882006913	-0.0009461832245	-0.0009358236888							-868.4000482	0	32.7785902184491	
868.3900482	86	7	7	0.0001576449789	0.0001515496911	98.43008604	0.7507458278	0.8191681314	85.99811799	7.00094618	7.000935832							0.00376393058	-0.0018923254	-0.00187160518	0	0	0							-868.3900482	0.0001515496911	99.1913257531039	
868.3700482	86	7	7	0.0004724459888	0.000302707706	98.429557	0.7510072602	0.8194357447	85.99435423	7.002838418	7.002807349							0.005645511015	-0.002838296681	-0.002807214333	0	0	0							-868.3700482	0.000302707706	132.309464991795	
868.3300482	86	7	7	0.001101467564	0.0006050402401	98.42849885	0.7515301351	0.8199710117	85.98682771	7.006622404	7.006549887							0.009407943916	-0.004729877379	-0.004678066537	0	0	0							-868.3300482	0.0006050402401	132.395692764412	
868.2500482	86	7	7	0.002357175751	0.001208461316	98.42638199	0.7525762986	0.8210417081	85.97177868	7.014188372	7.014032953							0.01692978163	-0.008511532725	-0.008418248901	0	0	0							-868.2500482	0.001208461316	132.738567706888	
868.0900482	86	7	7	0.004859338516	0.002410928846	98.42214596	0.7546702855	0.8231837502	85.94169665	7.029312315	7.028991031							0.03196141876	-0.01606885528	-0.01589256349	0	0	0							-868.0900482	0.002410928846	133.392451984824	
867.7700482	86	7	7	0.009826951548	0.004798044862	98.41366464	0.7588649258	0.8274704374	85.88159673	7.059528249	7.058875017							0.06197659708	-0.03115956716	-0.03081702993	0	0	0							-867.7700482	0.004798044862	134.816791514169	
867.1300482	86	7	7	0.01960636549	0.009492913834	98.39666472	0.7672810912	0.8360541898	85.76165334	7.119832634	7.118514024							0.1218150284	-0.06124541306	-0.06056961538	0	0	0							-867.1300482	0.009492913834	137.738762048312	
865.8500482	86	7	7	0.03858753296	0.01860363329	98.36251343	0.7842226821	0.8532638836	85.52278549	7.23993345	7.237281055							0.2407286566	-0.1210364416	-0.119692215	0	0	0							-865.8500482	0.01860363329	143.506768967394	
