T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
773.3585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-773.3585209	0.8887512473	NaN	
768.2385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-768.2385209	0.8887512473	NaN	
763.1185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-763.1185209	0.8887512473	NaN	
757.9985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-757.9985209	0.8887512473	NaN	
752.8785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-752.8785209	0.8887512473	NaN	
747.7585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-747.7585209	0.8887512473	NaN	
742.6385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-742.6385209	0.8887512473	NaN	
737.5185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-737.5185209	0.8887512473	NaN	
732.3985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-732.3985209	0.8887512473	NaN	
727.2785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-727.2785209	0.8887512473	NaN	
722.1585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-722.1585209	0.8887512473	NaN	
717.0385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-717.0385209	0.8887512473	NaN	
711.9185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-711.9185209	0.8887512473	NaN	
706.7985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-706.7985209	0.8887512473	NaN	
701.6785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-701.6785209	0.8887512473	NaN	
696.5585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-696.5585209	0.8887512473	NaN	
691.4385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-691.4385209	0.8887512473	NaN	
686.3185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-686.3185209	0.8887512473	NaN	
681.1985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-681.1985209	0.8887512473	NaN	
676.0785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-676.0785209	0.8887512473	NaN	
670.9585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-670.9585209	0.8887512473	NaN	
665.8385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-665.8385209	0.8887512473	NaN	
660.7185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-660.7185209	0.8887512473	NaN	
655.5985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-655.5985209	0.8887512473	NaN	
650.4785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-650.4785209	0.8887512473	NaN	
645.3585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-645.3585209	0.8887512473	NaN	
640.2385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-640.2385209	0.8887512473	NaN	
635.1185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-635.1185209	0.8887512473	NaN	
629.9985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-629.9985209	0.8887512473	NaN	
624.8785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-624.8785209	0.8887512473	NaN	
619.7585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-619.7585209	0.8887512473	NaN	
614.6385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-614.6385209	0.8887512473	NaN	
609.5185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-609.5185209	0.8887512473	NaN	
604.3985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-604.3985209	0.8887512473	NaN	
599.2785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-599.2785209	0.8887512473	NaN	
594.1585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-594.1585209	0.8887512473	NaN	
589.0385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-589.0385209	0.8887512473	NaN	
583.9185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-583.9185209	0.8887512473	NaN	
578.7985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-578.7985209	0.8887512473	NaN	
573.6785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-573.6785209	0.8887512473	NaN	
568.5585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-568.5585209	0.8887512473	NaN	
563.4385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-563.4385209	0.8887512473	NaN	
558.3185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-558.3185209	0.8887512473	NaN	
553.1985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-553.1985209	0.8887512473	NaN	
548.0785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-548.0785209	0.8887512473	NaN	
542.9585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-542.9585209	0.8887512473	NaN	
537.8385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-537.8385209	0.8887512473	NaN	
532.7185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-532.7185209	0.8887512473	NaN	
527.5985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-527.5985209	0.8887512473	NaN	
522.4785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-522.4785209	0.8887512473	NaN	
517.3585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-517.3585209	0.8887512473	NaN	
512.2385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-512.2385209	0.8887512473	NaN	
507.1185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-507.1185209	0.8887512473	NaN	
501.9985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-501.9985209	0.8887512473	NaN	
496.8785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-496.8785209	0.8887512473	NaN	
491.7585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-491.7585209	0.8887512473	NaN	
486.6385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-486.6385209	0.8887512473	NaN	
481.5185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-481.5185209	0.8887512473	NaN	
476.3985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-476.3985209	0.8887512473	NaN	
471.2785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-471.2785209	0.8887512473	NaN	
466.1585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-466.1585209	0.8887512473	NaN	
461.0385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-461.0385209	0.8887512473	NaN	
455.9185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-455.9185209	0.8887512473	NaN	
450.7985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-450.7985209	0.8887512473	NaN	
445.6785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-445.6785209	0.8887512473	NaN	
440.5585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-440.5585209	0.8887512473	NaN	
435.4385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-435.4385209	0.8887512473	NaN	
430.3185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-430.3185209	0.8887512473	NaN	
425.1985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-425.1985209	0.8887512473	NaN	
420.0785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-420.0785209	0.8887512473	NaN	
414.9585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-414.9585209	0.8887512473	NaN	
409.8385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-409.8385209	0.8887512473	NaN	
404.7185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-404.7185209	0.8887512473	NaN	
399.5985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-399.5985209	0.8887512473	NaN	
394.4785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-394.4785209	0.8887512473	NaN	
389.3585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-389.3585209	0.8887512473	NaN	
384.2385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-384.2385209	0.8887512473	NaN	
379.1185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-379.1185209	0.8887512473	NaN	
373.9985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-373.9985209	0.8887512473	NaN	
368.8785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-368.8785209	0.8887512473	NaN	
363.7585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-363.7585209	0.8887512473	NaN	
358.6385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-358.6385209	0.8887512473	NaN	
353.5185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-353.5185209	0.8887512473	NaN	
348.3985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-348.3985209	0.8887512473	NaN	
343.2785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-343.2785209	0.8887512473	NaN	
338.1585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-338.1585209	0.8887512473	NaN	
333.0385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-333.0385209	0.8887512473	NaN	
327.9185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-327.9185209	0.8887512473	NaN	
322.7985209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-322.7985209	0.8887512473	NaN	
317.6785209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-317.6785209	0.8887512473	NaN	
312.5585209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-312.5585209	0.8887512473	NaN	
307.4385209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-307.4385209	0.8887512473	NaN	
302.3185209	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-302.3185209	0.8887512473	NaN	
300	90	10	1	0.8887512473	98.4514939	1.548506104			8.612536836E-05	99.99991387	0	0			0	0	-300	0.8887512473	NaN	
