T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
686.3184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-686.3184652	0.888751163	NaN	
681.1984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-681.1984652	0.888751163	NaN	
676.0784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-676.0784652	0.888751163	NaN	
670.9584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-670.9584652	0.888751163	NaN	
665.8384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-665.8384652	0.888751163	NaN	
660.7184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-660.7184652	0.888751163	NaN	
655.5984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-655.5984652	0.888751163	NaN	
650.4784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-650.4784652	0.888751163	NaN	
645.3584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-645.3584652	0.888751163	NaN	
640.2384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-640.2384652	0.888751163	NaN	
635.1184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-635.1184652	0.888751163	NaN	
629.9984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-629.9984652	0.888751163	NaN	
624.8784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-624.8784652	0.888751163	NaN	
619.7584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-619.7584652	0.888751163	NaN	
614.6384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-614.6384652	0.888751163	NaN	
609.5184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-609.5184652	0.888751163	NaN	
604.3984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-604.3984652	0.888751163	NaN	
599.2784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-599.2784652	0.888751163	NaN	
594.1584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-594.1584652	0.888751163	NaN	
589.0384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-589.0384652	0.888751163	NaN	
583.9184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-583.9184652	0.888751163	NaN	
578.7984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-578.7984652	0.888751163	NaN	
573.6784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-573.6784652	0.888751163	NaN	
568.5584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-568.5584652	0.888751163	NaN	
563.4384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-563.4384652	0.888751163	NaN	
558.3184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-558.3184652	0.888751163	NaN	
553.1984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-553.1984652	0.888751163	NaN	
548.0784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-548.0784652	0.888751163	NaN	
542.9584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-542.9584652	0.888751163	NaN	
537.8384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-537.8384652	0.888751163	NaN	
532.7184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-532.7184652	0.888751163	NaN	
527.5984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-527.5984652	0.888751163	NaN	
522.4784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-522.4784652	0.888751163	NaN	
517.3584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-517.3584652	0.888751163	NaN	
512.2384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-512.2384652	0.888751163	NaN	
507.1184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-507.1184652	0.888751163	NaN	
501.9984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-501.9984652	0.888751163	NaN	
496.8784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-496.8784652	0.888751163	NaN	
491.7584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-491.7584652	0.888751163	NaN	
486.6384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-486.6384652	0.888751163	NaN	
481.5184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-481.5184652	0.888751163	NaN	
476.3984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-476.3984652	0.888751163	NaN	
471.2784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-471.2784652	0.888751163	NaN	
466.1584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-466.1584652	0.888751163	NaN	
461.0384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-461.0384652	0.888751163	NaN	
455.9184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-455.9184652	0.888751163	NaN	
450.7984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-450.7984652	0.888751163	NaN	
445.6784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-445.6784652	0.888751163	NaN	
440.5584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-440.5584652	0.888751163	NaN	
435.4384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-435.4384652	0.888751163	NaN	
430.3184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-430.3184652	0.888751163	NaN	
425.1984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-425.1984652	0.888751163	NaN	
420.0784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-420.0784652	0.888751163	NaN	
414.9584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-414.9584652	0.888751163	NaN	
409.8384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-409.8384652	0.888751163	NaN	
404.7184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-404.7184652	0.888751163	NaN	
399.5984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-399.5984652	0.888751163	NaN	
394.4784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-394.4784652	0.888751163	NaN	
389.3584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-389.3584652	0.888751163	NaN	
384.2384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-384.2384652	0.888751163	NaN	
379.1184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-379.1184652	0.888751163	NaN	
373.9984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-373.9984652	0.888751163	NaN	
368.8784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-368.8784652	0.888751163	NaN	
363.7584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-363.7584652	0.888751163	NaN	
358.6384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-358.6384652	0.888751163	NaN	
353.5184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-353.5184652	0.888751163	NaN	
348.3984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-348.3984652	0.888751163	NaN	
343.2784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-343.2784652	0.888751163	NaN	
338.1584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-338.1584652	0.888751163	NaN	
333.0384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-333.0384652	0.888751163	NaN	
327.9184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-327.9184652	0.888751163	NaN	
322.7984652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-322.7984652	0.888751163	NaN	
317.6784652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-317.6784652	0.888751163	NaN	
312.5584652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-312.5584652	0.888751163	NaN	
307.4384652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-307.4384652	0.888751163	NaN	
302.3184652	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-302.3184652	0.888751163	NaN	
300	94	6	1	0.888751163	98.45149458	1.548505425			8.612527855E-05	99.99991387	0	0			0	0	-300	0.888751163	NaN	
