T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(CU@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	dwdT_L(AL@ALCU_THETA)	dwdT_L(CU@ALCU_THETA)	dwdT_L(SI@ALCU_THETA)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI				
910.1710188	95	2	3	0	0	99.4927515	0.1908750761	0.3163734194	95	2	3							0.002080782851	-0.0008378853334	-0.001242897517	0.002080782851	-0.0008378853334	-0.001242897517							-910.1710188	0	10.7359546154878	
910.1610188	95	2	3	0.0004684932408	0.0004631098865	99.49253289	0.1909561038	0.3165110043	94.99791921	2.000837886	3.001242904							0.004161502244	-0.001675751651	-0.002485750594	0	0	0							-910.1610188	0.0004631098865	32.4503400048535	
910.1410188	95	2	3	0.00140406131	0.0009251827186	99.49209563	0.1911181972	0.3167861768	94.99375785	2.002513588	3.003728566							0.006241951153	-0.002513525203	-0.003728425949	0	0	0							-910.1410188	0.0009251827186	43.3146417882106	
910.1010188	95	2	3	0.003270395125	0.001847322977	99.49122109	0.1914423628	0.3173365464	94.98543588	2.005864731	3.008699385							0.01040228369	-0.004188883509	-0.006213400177	0	0	0							-910.1010188	0.001847322977	43.4491721171959	
910.0210188	95	2	3	0.006983946711	0.003682517454	99.48947191	0.1920907121	0.3184373767	94.96879509	2.012565956	3.018638956							0.01872057565	-0.007538799618	-0.01118177603	0	0	0							-910.0210188	0.003682517454	43.7367658963965	
909.8610188	95	2	3	0.01433543877	0.007316961126	99.48597311	0.193387485	0.3206394021	94.93552601	2.025964154	3.038509832							0.03534771518	-0.0142354475	-0.02111226768	0	0	0							-909.8610188	0.007316961126	44.3656160867459	
909.5410188	95	2	3	0.02871822751	0.01442254923	99.4789738	0.1959813552	0.3250448469	94.86903862	2.052743552	3.078217829							0.06856410512	-0.02761594774	-0.04094815738	0	0	0							-909.5410188	0.01442254923	45.66292203414	
908.9010188	95	2	3	0.05631349814	0.0280774409	99.46496788	0.2011705642	0.3338615553	94.73626606	2.106233956	3.157499981							0.1348452199	-0.05432562363	-0.08051959628	0	0	0							-908.9010188	0.0280774409	48.2237795589458	
907.6210188	95	2	3	0.1072343637	0.05331097902	99.43692541	0.2115560976	0.3515184949	94.47153784	2.212937069	3.315525092							0.2667918345	-0.1075352336	-0.1592566009	0	0	0							-907.6210188	0.05331097902	53.715733749141	
905.0610188	95	2	3	0.194752159	0.09679813224	99.38070537	0.2323652588	0.3869293756	93.94541139	2.425199374	3.629389233							0.5281729363	-0.2130887351	-0.3150842011	0	0	0							-905.0610188	0.09679813224	-391.578497313276	
