T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(CU@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	dwdT_L(AL@ALCU_THETA)	dwdT_L(CU@ALCU_THETA)	dwdT_L(SI@ALCU_THETA)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI	SI				
871.7290712	87	6	7	0	0	98.56094552	0.627904258	0.811150225	87	6	7							0.001866187125	-0.0008671733364	-0.000999013789	0.001866187125	-0.0008671733364	-0.000999013789							-871.7290712	0	30.7541934756068	
871.7190712	87	6	7	0.0001671760785	0.0001615650985	98.56069401	0.6280168581	0.8112891314	86.99813381	6.000867169	7.000999022							0.003732295308	-0.001734311397	-0.00199798391	0	0	0							-871.7190712	0.0001615650985	93.034918069309	
871.6990712	87	6	7	0.0005010261685	0.0003227282894	98.56019086	0.6282421887	0.8115669512	86.99440168	6.002601405	7.002996915							0.005598077606	-0.002601301428	-0.002996776178	0	0	0							-871.6990712	0.0003227282894	124.107955518951	
871.6590712	87	6	7	0.001168071138	0.0006449756951	98.55918452	0.6286928525	0.8121226317	86.98693836	6.006069449	7.006992191							0.009328951209	-0.004334968599	-0.004993982609	0	0	0							-871.6590712	0.0006449756951	124.20550433395	
871.5790712	87	6	7	0.002499565068	0.00128827057	98.55717134	0.6295945058	0.81323415	86.97201553	6.013003807	7.014980663							0.01678782397	-0.007800999883	-0.008986824088	0	0	0							-871.5790712	0.00128827057	124.522519795159	
871.4190712	87	6	7	0.005152213455	0.002569841694	98.55314306	0.6313991185	0.8154578165	86.9421851	6.026865602	7.030949296							0.03169414073	-0.01472788113	-0.01696625961	0	0	0							-871.4190712	0.002569841694	125.174219763744	
871.0990712	87	6	7	0.01041650692	0.00511307555	98.54507873	0.63501359	0.819907676	86.88258513	6.054561525	7.062853343							0.06146110474	-0.02856093018	-0.03290017455	0	0	0							-871.0990712	0.00511307555	126.577918055428	
870.4590712	87	6	7	0.02077118946	0.01011075927	98.52891883	0.6422637181	0.8288174523	86.76362877	6.109843067	7.126528166							0.1208127213	-0.05614427059	-0.06466845066	0	0	0							-870.4590712	0.01011075927	129.459790697267	
869.1790712	87	6	7	0.04083692831	0.01979499728	98.49647197	0.6568501373	0.8466778954	86.52668435	6.219966102	7.253349546							0.2387904669	-0.1109810808	-0.1278093861	0	0	0							-869.1790712	0.01979499728	135.153027848847	
