T	w(AL)	w(CU)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
922.9616433	96	4	0	0	99.60504928	0.394950717	96	4			0.003753620165	-0.003753620165	-922.9616433	0	4.76274499013613	
922.9516433	96	4	0.001062438717	0.001040349839	99.60466899	0.3953310114	95.99624643	4.003753571			0	0	-922.9516433	0.001040349839	14.4615574995015	
922.9316433	96	4	0.003181456116	0.002076965338	99.60390826	0.3960917442	95.98873961	4.011260388			0	0	-922.9316433	0.002076965338	19.3279988917345	
922.8916433	96	4	0.007395658556	0.004139191205	99.60238675	0.3976132479	95.97372691	4.026273094			0	0	-922.8916433	0.004139191205	19.466945448116	
922.8116433	96	4	0.01572939571	0.008219513497	99.59934328	0.4006567174	95.94370704	4.056292959			0	0	-922.8116433	0.008219513497	-1168.09138287823	
922.7316433	96	4	0.0239236285	0.008149815164	99.59629923	0.4037007678	95.9136945	4.086305504			0	0	-922.7316433	0.008149815164	-1232.64112854449	
922.6516433	96	4	0.03198990495	0.00808861272	99.5932546	0.4067454034	95.88368926	4.116310739			0	0	-922.6516433	0.00808861272	-1317.30162062161	
922.5716433	96	4	0.03993117746	0.008028340504	99.59020936	0.4097906386	95.85369122	4.146308777			0	0	-922.5716433	0.008028340504	-1337.16685642741	
922.4916433	96	4	0.04775027677	0.007968943934	99.58716353	0.4128364746	95.8237004	4.176299602			0	0	-922.4916433	0.007968943934	-1356.80298157856	
922.4116433	96	4	0.05544994929	0.007910403797	99.58411709	0.4158829128	95.7937168	4.206283197			0	0	-922.4116433	0.007910403797	-1376.57927440779	
922.3316433	96	4	0.06303286051	0.007852701712	99.58107005	0.4189299542	95.76374045	4.236259546			0	0	-922.3316433	0.007852701712	-1396.49799983735	
922.2516433	96	4	0.07050159784	0.007795819749	99.5780224	0.4219776001	95.73377137	4.266228633			0	0	-922.2516433	0.007795819749	-1416.55825986532	
922.1716433	96	4	0.07785867343	0.007739740485	99.57497415	0.4250258517	95.70380956	4.296190441			0	0	-922.1716433	0.007739740485	-1436.76001230839	
922.0916433	96	4	0.0851065269	0.007684446988	99.57192529	0.4280747102	95.67385505	4.326144953			0	0	-922.0916433	0.007684446988	-1457.1032266344	
922.0116433	96	4	0.09224752792	0.007629922799	99.56887582	0.4311241769	95.64390785	4.356092155			0	0	-922.0116433	0.007629922799	-1477.5878392324	
921.9316433	96	4	0.09928397865	0.007576151914	99.56582575	0.434174253	95.61396797	4.386032028			0	0	-921.9316433	0.007576151914	-1498.2138013002	
921.8516433	96	4	0.1062181162	0.007523118771	99.56277506	0.4372249397	95.58403544	4.415964557			0	0	-921.8516433	0.007523118771	-1518.98107287696	
921.7716433	96	4	0.1130521147	0.007470808233	99.55972376	0.4402762383	95.55411027	4.445889726			0	0	-921.7716433	0.007470808233	-1539.88963924688	
921.6916433	96	4	0.1197880878	0.007419205577	99.55667185	0.4433281499	95.52419248	4.475807518			0	0	-921.6916433	0.007419205577	-1560.93941291163	
921.6116433	96	4	0.1264280906	0.007368296472	99.55361932	0.4463806759	95.49428208	4.505717917			0	0	-921.6116433	0.007368296472	-1582.13034346307	
921.5316433	96	4	0.1329741214	0.007318066976	99.55056618	0.4494338175	95.46437909	4.535620907			0	0	-921.5316433	0.007318066976	-1603.4624384933	
921.4516433	96	4	0.1394281241	0.007268503517	99.54751242	0.4524875758	95.43448353	4.565516471			0	0	-921.4516433	0.007268503517	-1624.93559917317	
921.3716433	96	4	0.1457919897	0.00721959288	99.54445805	0.4555419523	95.40459541	4.595404592			0	0	-921.3716433	0.00721959288	-1646.54979203	
921.2916433	96	4	0.1520675582	0.0071713222	99.54140305	0.458596948	95.37471474	4.625285256			0	0	-921.2916433	0.0071713222	-1668.30496477306	
921.2116433	96	4	0.1582566203	0.007123678945	99.53834744	0.4616525644	95.34484156	4.655158444			0	0	-921.2116433	0.007123678945	-1690.20107368765	
921.1316433	96	4	0.164360919	0.007076650911	99.5352912	0.4647088025	95.31497586	4.685024141			0	0	-921.1316433	0.007076650911	-1712.2380951178	
921.0516433	96	4	0.1703821511	0.007030226207	99.53223434	0.4677656638	95.28511767	4.714882331			0	0	-921.0516433	0.007030226207	-1734.4159453014	
920.9716433	96	4	0.176321969	0.006984393246	99.52917685	0.4708231493	95.255267	4.744732997			0	0	-920.9716433	0.006984393246	-1756.73458972578	
920.8916433	96	4	0.1821819817	0.006939140737	99.52611874	0.4738812606	95.22542388	4.774576123			0	0	-920.8916433	0.006939140737	-1779.19397308146	
920.8116433	96	4	0.1879637565	0.006894457673	99.52306	0.4769399987	95.19558831	4.804411693			0	0	-920.8116433	0.006894457673	-1801.79404771642	
920.7316433	96	4	0.1936688205	0.006850333325	99.52000064	0.4799993649	95.16576031	4.834239689			0	0	-920.7316433	0.006850333325	-1824.5347754011	
920.6516433	96	4	0.1992986612	0.006806757231	99.51694064	0.4830593606	95.1359399	4.864060097			0	0	-920.6516433	0.006806757231	-1847.41607621544	
920.5716433	96	4	0.2048547287	0.006763719188	99.51388001	0.486119987	95.1061271	4.893872899			0	0	-920.5716433	0.006763719188	-1870.437963087	
920.4916433	96	4	0.2103384359	0.006721209248	99.51081875	0.4891812454	95.07632192	4.923678079			0	0	-920.4916433	0.006721209248	-1893.60032904046	
920.4116433	96	4	0.2157511607	0.006679217701	99.50775686	0.4922431371	95.04652438	4.953475621			0	0	-920.4116433	0.006679217701	-1916.90309817888	
920.3316433	96	4	0.221094246	0.006637735078	99.50469434	0.4953056633	95.01673449	4.983265508			0	0	-920.3316433	0.006637735078	-1940.34636256787	
920.2516433	96	4	0.2263690016	0.006596752141	99.50163117	0.4983688254	94.98695227	5.013047725			0	0	-920.2516433	0.006596752141	-1963.92991183838	
920.1716433	96	4	0.231576705	0.006556259866	99.49856738	0.5014326247	94.95717775	5.042822255			0	0	-920.1716433	0.006556259866	-1987.65367174796	
920.0916433	96	4	0.2367186022	0.006516249452	99.49550294	0.5044970623	94.92741092	5.072589081			0	0	-920.0916433	0.006516249452	-2011.51772960908	
920.0116433	96	4	0.2417959087	0.006476712306	99.49243786	0.5075621398	94.89765181	5.102348187			0	0	-920.0116433	0.006476712306	-2035.52200055637	
919.9316433	96	4	0.2468098106	0.006437640038	99.48937214	0.5106278582	94.86790044	5.132099557			0	0	-919.9316433	0.006437640038	-2059.66639868576	
919.8516433	96	4	0.2517614655	0.006399024454	99.48630578	0.513694219	94.83815682	5.161843175			0	0	-919.8516433	0.006399024454	-2083.9508559699	
919.7716433	96	4	0.2566520029	0.006360857552	99.48323878	0.5167612235	94.80842098	5.191579024			0	0	-919.7716433	0.006360857552	-2108.37533777491	
919.6916433	96	4	0.2614825258	0.006323131516	99.48017113	0.5198288729	94.77869291	5.221307088			0	0	-919.6916433	0.006323131516	-2132.93980931707	
919.6116433	96	4	0.2662541107	0.006285838711	99.47710283	0.5228971687	94.74897265	5.251027351			0	0	-919.6116433	0.006285838711	-2157.64419344981	
