T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	dwdT_L(AL@ALCU_THETA)	dwdT_L(CU@ALCU_THETA)	dwdT_L(SI@ALCU_THETA)	dwdT_L(AL@DIAMOND_A4)	dwdT_L(CU@DIAMOND_A4)	dwdT_L(SI@DIAMOND_A4)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
909.1813165	94	5	1	0.2306516426	0.1129601209	99.23884349	0.6306263428	0.1305301648	92.46380081	6.281176011	1.255023181							0.7682819024	-0.6407658536	-0.1275160488	0	0	0							-909.1813165	0.1129601209	-306.175263976315	
906.6213165	94	5	1	0.3113889124	0.1015118685	99.15661865	0.6989271775	0.1444541703	91.70764785	6.911857136	1.380495009							0.7590887549	-0.6331299035	-0.1259588514	0	0	0							-906.6213165	0.1015118685	-248.850366766821	
904.0613165	94	5	1	0.3771224888	0.09202224689	99.07377608	0.7677607409	0.1584631805	90.96110536	7.534549119	1.504345517							0.7494399476	-0.6251088618	-0.1243310857	0	0	0							-904.0613165	0.09202224689	-297.125797447584	
901.5013165	94	5	1	0.4315990841	0.08402664743	98.99024858	0.8371822074	0.1725692157	90.22455599	8.148928665	1.626515344							0.7394071479	-0.6167634	-0.1226437479	0	0	0							-901.5013165	0.08402664743	-349.664746168978	
898.9413165	94	5	1	0.4774237576	0.07719728826	98.90596734	0.9072486254	0.1867840368	89.49831212	8.754731743	1.746956137							0.7290608868	-0.6081529964	-0.1209078903	0	0	0							-898.9413165	0.07719728826	-406.506598826937	
896.3813165	94	5	1	0.5164624644	0.07129671398	98.82086195	0.9780188816	0.2011191718	88.78261953	9.351750354	1.865630118							0.7184680198	-0.5993338944	-0.1191341254	0	0	0							-896.3813165	0.07129671398	-467.723895402582	
893.8213165	94	5	1	0.5500858509	0.06614863219	98.73486029	1.049553757	0.215585953	88.07766117	9.939829259	1.98250957							0.7076916057	-0.5903590491	-0.1173325566	0	0	0							-893.8213165	0.06614863219	-533.412169726693	
891.2613165	94	5	1	0.5793227153	0.06161932565	98.64788844	1.121916011	0.2301955518	87.38356151	10.51886227	2.097576215							0.6967903476	-0.5812776944	-0.1155126532	0	0	0							-891.2613165	0.06161932565	-603.687551126147	
888.7013165	94	5	1	0.604959861	0.05760545389	98.55987049	1.195170497	0.2449590142	86.70039125	11.08878826	2.210820489							0.6858182162	-0.5721350506	-0.1136831656	0	0	0							-888.7013165	0.05760545389	-678.685070479228	
886.1413165	94	5	1	0.6276089564	0.05402582294	98.4707284	1.26938431	0.2598872947	86.02817224	11.64958698	2.322240782							0.67482424	-0.5629721649	-0.111852075	0	0	0							-886.1413165	0.05402582294	-758.55687815077	
883.5813165	94	5	1	0.6477524394	0.05081569648	98.38038176	1.344626953	0.2749912902	85.36688245	12.2012749	2.431842647							0.6638524411	-0.5538258696	-0.1100265715	0	0	0							-883.5813165	0.05081569648	-843.470532537249	
881.0213165	94	5	1	0.6657757375	0.04792277888	98.28874757	1.420970553	0.2902818747	84.71646095	12.74390103	2.539638014							0.6529418927	-0.544728837	-0.1082130557	0	0	0							-881.0213165	0.04792277888	-933.607475470916	
878.4613165	94	5	1	0.6819903308	0.04530432442	98.19573998	1.498490089	0.3057699326	84.07681264	13.27754294	2.645644424							0.6421268742	-0.5357097154	-0.1064171588	0	0	0							-878.4613165	0.04530432442	-1029.161768856	
875.9013165	94	5	1	0.6966505527	0.04292502113	98.10126994	1.577263669	0.3214663928	83.4478128	13.80230291	2.749884295							0.6314371009	-0.5267933244	-0.1046437765	0	0	0							-875.9013165	0.04292502113	-1130.33916624381	
873.3413165	94	5	1	0.7099660227	0.04075541764	98.0052449	1.657372832	0.3373822634	82.82931139	14.31830438	2.852384236							0.6208980066	-0.5180008935	-0.1028971131	0	0	0							-873.3413165	0.04075541764	-1237.35655133909	
870.7813165	94	5	1	0.7221109803	0.03877073706	97.90756844	1.738902899	0.3535286662	82.22113695	14.82568864	2.953174406							0.6105310613	-0.5093503292	-0.1011807321	0	0	0							-870.7813165	0.03877073706	-1350.44177384455	
868.2213165	94	5	1	0.7332313832	0.03694997107	97.80813978	1.821943352	0.3699168722	81.62310027	15.3246118	3.052287929							0.6003541079	-0.5008564975	-0.09949761041	0	0	0							-868.2213165	0.03694997107	-1469.83392507689	
865.6613165	94	5	1	0.7434503687	0.03527517973	97.70685339	1.906588276	0.3865583377	81.03499761	15.81524201	3.14976037							0.5903817056	-0.4925315108	-0.0978501948	0	0	0							-865.6613165	0.03527517973	-1595.78407080019	
863.1013165	94	5	1	0.7528725036	0.03373094427	97.60359843	1.992936833	0.4034647418	80.45661367	16.29775707	3.245629257							0.5806254697	-0.4843850121	-0.0962404576	0	0	0							-863.1013165	0.03373094427	-1728.55648490922	
860.5413165	94	5	1	0.7615871227	0.03230393504	97.49825817	2.081093808	0.4206480252	79.88772416	16.77234218	3.339933665							0.571094389	-0.4764244397	-0.09466994934	0	0	0							-860.5413165	0.03230393504	-1868.430431307	
857.9813165	94	5	1	0.7696709758	0.0309825671	97.39070936	2.171170212	0.438120431	79.32809812	17.23918802	3.432713853							0.5617951886	-0.4686553295	-0.09313985908	0	0	0							-857.9813165	0.0309825671	-2015.70249949559	
855.4213165	94	5	1	0.7771903455	0.02975672316	97.2808215	2.263283957	0.4558945469	78.77749993	17.69848913	3.52401094							0.5527325472	-0.4610814962	-0.09165105105	0	0	0							-855.4213165	0.02975672316	-2170.6897403898	
852.8613165	94	5	1	0.7842027534	0.02861752901	97.16845603	2.357560617	0.4739833511	78.235691	18.15044236	3.613866638							0.543909421	-0.453705302	-0.09020411902	0	0	0							-852.8613165	0.02861752901	-2333.73355489336	
850.3013165	94	5	1	0.790758346	0.02755716989	97.05346546	2.454134283	0.4924002602	77.70243128	18.5952457	3.702323023							0.5353272899	-0.4465278616	-0.08879942829	0	0	0							-850.3013165	0.02755716989	-2505.20448848489	
847.7413165	94	5	1	0.796901028	0.02656873937	96.93569229	2.553148525	0.5111591818	77.17748051	19.03309715	3.78942234							0.5269863371	-0.4395491904	-0.08743714675	0	0	0							-847.7413165	0.02656873937	-2685.50831463694	
845.1813165	94	5	1	0.8026693939	0.02564611418	96.81496794	2.654757487	0.5302745703	76.66059929	19.46419386	3.875206854							0.518885733	-0.4327684395	-0.08611729357	0	0	0							-845.1813165	0.02564611418	-2875.09353276546	
842.6213165	94	5	1	0.8080975003	0.02478384987	96.69111139	2.759127124	0.5497614883	76.15154989	19.88873139	3.959718721							0.5110237597	-0.4261839978	-0.0848397619	0	0	0							-842.6213165	0.02478384987	-3074.46057688685	
840.0613165	94	5	1	0.8132155078	0.02397709335	96.56392771	2.86643662	0.5696356743	75.65009703	20.30690308	4.042999898							0.5033979917	-0.4197936405	-0.08360435116	0	0	0							-840.0613165	0.02397709335	-3284.1733480431	
837.5013165	94	5	1	0.8180502191	0.02322150928	96.43320638	2.976880008	0.5899136165	75.15600838	20.71889954	4.125092077							0.4960054545	-0.4135946583	-0.08241079621	0	0	0							-837.5013165	0.02322150928	-3504.87380294181	
834.9413165	94	5	1	0.8226255309	0.02251321789	96.29871934	3.090668025	0.6106126349	74.66905504	21.12490832	4.20603664							0.4888427083	-0.4075839238	-0.08125878457	0	0	0							-834.9413165	0.02251321789	-3737.29998175028	
832.3813165	94	5	1	0.8269628165	0.02184874215	96.16021875	3.208030273	0.6317509736	74.18901181	21.52511354	4.285874645							0.4819060283	-0.401758038	-0.08014799035	0	0	0							-832.3813165	0.02184874215	-3982.30916672363	
829.8213165	94	5	1	0.83108125	0.02122496299	96.01743439	3.329217703	0.6533479031	73.71565743	21.91969575	4.364646827							0.475191469	-0.3961133793	-0.07907808974	0	0	0							-829.8213165	0.02122496299	-4240.90758873287	
827.2613165	94	5	1	0.8349980836	0.02063908117	95.87007063	3.454505532	0.6754238368	73.24877467	22.30883171	4.442393622							0.468694966	-0.3906461824	-0.07804878359	0	0	0							-827.2613165	0.02063908117	-4514.28850554391	
824.7013165	94	5	1	0.8387288844	0.02008858488	95.71780288	3.584196653	0.6980004626	72.7881504	22.69269439	4.519155214							0.4624124202	-0.3853526019	-0.07705981829	0	0	0							-824.7013165	0.02008858488	-4803.88238426572	
822.1413165	94	5	1	0.8422877389	0.01957122237	95.56027346	3.71862565	0.721100893	72.33357553	23.07145287	4.594971599							0.4563397751	-0.3802287683	-0.07611100688	0	0	0							-822.1413165	0.01957122237	-5111.42307286581	
819.5813165	94	5	1	0.8456874288	0.01908497891	95.39708659	3.858163576	0.7447498378	71.8848449	23.44527243	4.669882677							0.4504730898	-0.3752708385	-0.07520225128	0	0	0							-819.5813165	0.01908497891	-5439.03662523969	
817.0213165	94	5	1	0.8489395848	0.01862805774	95.22780256	4.003223638	0.7689738027	71.44175707	23.81431457	4.74392836							0.4448086082	-0.3704750421	-0.07433356609	0	0	0							-817.0213165	0.01862805774	-5789.3622486972	
814.4613165	94	5	1	0.8520548192	0.01819886463	95.05193063	4.154268047	0.7938013208	71.00411411	24.17873717	4.817148715							0.4393428287	-0.3658377234	-0.07350510534	0	0	0							-814.4613165	0.01819886463	-6165.71973082612	
811.9013165	94	5	1	0.8550428438	0.01779599594	94.86892048	4.3118163	0.8192632226	70.57172125	24.53869462	4.88958413							0.4340725751	-0.3613553821	-0.07271719298	0	0	0							-811.9013165	0.01779599594	-6572.34503882831	
809.3413165	94	5	1	0.857912572	0.01741823005	94.67815175	4.476455299	0.8453929542	70.14438648	24.894338	4.961275519							0.4289950725	-0.3570247135	-0.07197035897	0	0	0							-809.3413165	0.01741823005	-7014.73040944363	
806.7813165	94	5	1	0.8606722113	0.01706452246	94.47892124	4.648851808	0.8722269544	69.72192008	25.24581534	5.032264575							0.4241080317	-0.3528426488	-0.07126538289	0	0	0							-806.7813165	0.01706452246	-7500.1249324076	
804.2213165	94	5	1	0.8633293443	0.01673400466	94.27042695	4.829767943	0.8998051059	69.30413402	25.59327192	5.102594066							0.4194097459	-0.3488063982	-0.07060334763	0	0	0							-804.2213165	0.01673400466	-8038.293303371	
801.6613165	94	5	1	0.8658910033	0.01642598754	94.05174809	5.02008063	0.9281712785	68.89084128	25.93685052	5.172308207							0.4148992065	-0.3449134994	-0.06998570715	0	0	0							-801.6613165	0.01642598754	-8642.70167493033	
799.1013165	94	5	1	0.8683637375	0.01613997006	93.82181967	5.220806336	0.9573739909	68.481855	26.27669188	5.241453117							0.4105762448	-0.3411618717	-0.06941437319	0	0	0							-799.1013165	0.01613997006	-8652.60432598605	
797.8213165	94	5	1	0.8695663003	0.007983094776	93.70224968	5.325447164	0.9723031606	68.2789008	26.44529128	5.275807922							0.2045364817	-0.1699134857	-0.03462299602	0	0	0							-797.8213165	0.007983094776	-80.6666620127303	
797.7413165	94	5	1	0.8696406644	0.0004976395822	93.69466862	5.332087746	0.973243634	68.26624876	26.4558015	5.277949745							0.01423408524	-0.01182441275	-0.002409672485	0	0	0							-797.7413165	0.0004976395822	-454.753219869022	
797.7213165	94	5	1	0.8697732267	0.0004539091561	93.69447742	5.331442132	0.974080453	68.26724872	26.44966366	5.283087619	47.44117822	52.55882178	0				0.001281259057	0.001334857865	-0.002616116922	0	0	0	-0.002403909743	0.005284805723					-797.7213165	0.0004539091561	-559.289073669387	
797.7013165	94	5	1	0.8698947327	0.0004223110164	93.69412365	5.331015987	0.9748603631	68.26785292	26.44435701	5.287790073	47.44095873	52.55904127	0				0.0009799315362	0.003991233662	-0.004971165199	0	0	0	-0.002706274725	0.007942431357					-797.7013165	0.0004223110164	-691.872034851433	
797.6613165	94	5	1	0.8701373616	0.0008441790461	93.69341615	5.330162843	0.9764210029	68.26905825	26.43374139	5.297200361	47.4405199	52.5594801	0				0.0003758502748	0.009303157256	-0.009679007531	0	0	0	-0.003302944894	0.01324670903					-797.6613165	0.0008441790461	95.0286277520417	
797.5813165	94	5	1	0.8706198289	0.00168231155	93.69200384	5.328456072	0.9795400851	68.27145308	26.41253593	5.316010992	47.43964247	52.56035753	0				-0.0008145209761	0.0198947369	-0.01908021592	0	0	0	-0.004489792216	0.02383503379					-797.5813165	0.00168231155	95.7457809135133	
797.4213165	94	5	1	0.8715744697	0.003343245652	93.68918425	5.325041194	0.9857745577	68.27618245	26.37019637	5.353621171	47.43788885	52.56211115	0				-0.00315080716	0.04103230464	-0.03788149748	0	0	0	-0.006818975668	0.0449660024					-797.4213165	0.003343245652	97.0869222921519	
797.1013165	94	5	1	0.8734402537	0.006589871513	93.68356498	5.318206204	0.9982288191	68.28540123	26.28580326	5.428795511	47.43438676	52.56561324	0				-0.007643265173	0.08309244668	-0.07544918151	0	0	0	-0.01129750381	0.08701306567					-797.1013165	0.006589871513	99.9119863473408	
796.4613165	94	5	1	0.8770129049	0.01283349557	93.67240355	5.304516444	1.023080002	68.30288424	26.11816627	5.578949492	47.42740211	52.57259789	0				-0.01591461098	0.1663502489	-0.1504356379	0	0	0	-0.01954161866	0.1702457641					-796.4613165	0.01283349557	105.417551622394	
795.1813165	94	5	1	0.8835800454	0.02438511304	93.65037343	5.277064686	1.072561884	68.33410858	25.7874925	5.878398925	47.41351092	52.58648908	0				-0.02966906127	0.3294137395	-0.2997446782	0	0	0	-0.03324151297	0.3332577471					-795.1813165	0.02438511304	328.3056679042	
794.8613165	94	5	1	0.8851084473	0.006022831691	93.64492344	5.270188344	1.084888218	68.34115015	25.70578362	5.953066235	47.41005423	52.58994577	0				-0.005489069715	0.08045506747	-0.07496599775	0	0	0	-0.009048097448	0.08428609231					-794.8613165	0.006022831691	-47.7972080246503	
794.7013165	94	5	1	0.885857035	0.002993008655	93.64220665	5.266748341	1.091045006	68.34455731	25.66507397	5.990368721	47.4083282	52.5916718	0				-0.001856513824	0.03945931193	-0.03760279811	0	0	0	-0.005408997389	0.04328426015					-794.7013165	0.002993008655	-53.1966295315699	
794.6213165	94	5	1	0.8862280232	0.001494562877	93.64085027	5.265027905	1.094121825	68.34623294	25.64475491	6.009012154	47.40746588	52.59253412	0				-0.0001258463386	0.01907041417	-0.01894456783	0	0	0	-0.00367494418	0.02289214336					-794.6213165	0.001494562877	-53.3949558283328	
794.5813165	94	5	1	0.8864124292	0.0007454726552	93.64017259	5.264167574	1.095659831	68.34706377	25.6346044	6.018331832	47.40703486	52.59296514	0				0.0007185750518	0.008902659934	-0.009621234986	0	0	0	-0.002828905765	0.01272284889					-794.5813165	0.0007454726552	-53.5279770441531	
794.5613165	94	5	1	0.8865043624	0.0003722873355	93.63983388	5.263737381	1.096428738	68.34747744	25.62953138	6.022991181	47.40681939	52.59318061	0				0.00113554447	0.003825570759	-0.004961115229	0	0	0	-0.00241111427	0.007644974024					-794.5613165	0.0003722873355	-53.6320576762524	
794.5413165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-794.5413165	0.5089710442	0.0393237296199491	
794.5213165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-794.5213165	0.5089710442	NaN	
794.4813165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-794.4813165	0.5089710442	NaN	
794.4013165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-794.4013165	0.5089710442	NaN	
794.2413165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-794.2413165	0.5089710442	NaN	
793.9213165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-793.9213165	0.5089710442	NaN	
793.2813165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-793.2813165	0.5089710442	NaN	
792.0013165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-792.0013165	0.5089710442	NaN	
789.4413165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-789.4413165	0.5089710442	NaN	
784.3213165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-784.3213165	0.5089710442	NaN	
779.2013165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-779.2013165	0.5089710442	NaN	
774.0813165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-774.0813165	0.5089710442	NaN	
768.9613165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-768.9613165	0.5089710442	NaN	
763.8413165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-763.8413165	0.5089710442	NaN	
758.7213165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-758.7213165	0.5089710442	NaN	
753.6013165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-753.6013165	0.5089710442	NaN	
748.4813165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-748.4813165	0.5089710442	NaN	
743.3613165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-743.3613165	0.5089710442	NaN	
738.2413165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-738.2413165	0.5089710442	NaN	
733.1213165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-733.1213165	0.5089710442	NaN	
728.0013165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-728.0013165	0.5089710442	NaN	
722.8813165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-722.8813165	0.5089710442	NaN	
717.7613165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-717.7613165	0.5089710442	NaN	
712.6413165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-712.6413165	0.5089710442	NaN	
707.5213165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-707.5213165	0.5089710442	NaN	
702.4013165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-702.4013165	0.5089710442	NaN	
697.2813165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-697.2813165	0.5089710442	NaN	
692.1613165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-692.1613165	0.5089710442	NaN	
687.0413165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-687.0413165	0.5089710442	NaN	
681.9213165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-681.9213165	0.5089710442	NaN	
676.8013165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-676.8013165	0.5089710442	NaN	
671.6813165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-671.6813165	0.5089710442	NaN	
666.5613165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-666.5613165	0.5089710442	NaN	
661.4413165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-661.4413165	0.5089710442	NaN	
656.3213165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-656.3213165	0.5089710442	NaN	
651.2013165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-651.2013165	0.5089710442	NaN	
646.0813165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-646.0813165	0.5089710442	NaN	
640.9613165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-640.9613165	0.5089710442	NaN	
635.8413165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-635.8413165	0.5089710442	NaN	
630.7213165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-630.7213165	0.5089710442	NaN	
625.6013165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-625.6013165	0.5089710442	NaN	
620.4813165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-620.4813165	0.5089710442	NaN	
615.3613165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-615.3613165	0.5089710442	NaN	
610.2413165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-610.2413165	0.5089710442	NaN	
605.1213165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-605.1213165	0.5089710442	NaN	
600.0013165	94	5	1	1	0.5089710442	93.64015694	5.2633217	1.09652136				47.40672625	52.59327375	0	2.770834294E-05	0	99.99997229	0	0	0				0	0		0		0	-600.0013165	0.5089710442	NaN	
