T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
921.5809612	98	2	0	0	99.79207887	0.2079211305	98	2			0.001651133082	-0.001651133082	-921.5809612	0	5.38095253222759	
921.5709612	98	2	0.0009214794455	0.000920827603	99.79190271	0.2080972912	97.99834869	2.001651307			0	0	-921.5709612	0.000920827603	16.3386396420546	
921.5509612	98	2	0.002759582793	0.001838350522	99.79155038	0.208449618	97.99504676	2.004953244			0	0	-921.5509612	0.001838350522	21.8303505111868	
921.5109612	98	2	0.00641760479	0.00366524153	99.7908457	0.2091543016	97.98844317	2.011556833			0	0	-921.5109612	0.00366524153	21.9656179004916	
921.4309612	98	2	0.01366093927	0.007284287873	99.78943621	0.2105637857	97.97523851	2.024761489			0	0	-921.4309612	0.007284287873	-1486.65847963411	
921.3509612	98	2	0.02079689171	0.007229638412	99.78802659	0.2119734078	97.96203727	2.037962726			0	0	-921.3509612	0.007229638412	-1567.34374129832	
921.2709612	98	2	0.02783398839	0.007181406743	99.78661682	0.2133831772	97.94883945	2.051160547			0	0	-921.2709612	0.007181406743	-1669.87733997863	
921.1909612	98	2	0.03477424406	0.007133814459	99.7852069	0.2147930962	97.93564503	2.064354973			0	0	-921.1909612	0.007133814459	-1692.03412939026	
921.1109612	98	2	0.04161960967	0.007086837983	99.78379683	0.216203165	97.922454	2.077546003			0	0	-921.1109612	0.007086837983	-1714.14052513402	
921.0309612	98	2	0.04837198455	0.007040465407	99.78238662	0.217613384	97.90926636	2.090733637			0	0	-921.0309612	0.007040465407	-1736.38992963116	
