T	w(AL)	w(CU)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
930.8679278	99	1	0	0	99.90302287	0.09697712675	99	1			0.003831923066	-0.003831923066	-930.8679278	0	1.14286499083592	
930.8579278	99	1	0.004249292727	0.004227210155	99.90264922	0.09735078351	98.99616814	1.003831859			0	0	-930.8579278	0.004227210155	3.58838783706655	
930.8379278	99	1	0.0126564176	0.008398295819	99.90190187	0.09809812829	98.98850437	1.011495627			0	0	-930.8379278	0.008398295819	4.83725221828259	
930.7979278	99	1	0.02906209661	0.01652874366	99.90040712	0.09959288023	98.97317833	1.026821669			0	0	-930.7979278	0.01652874366	4.99507972512666	
930.7179278	99	1	0.0603912604	0.0320952136	99.89741723	0.1025827743	98.9425302	1.057469796			0	0	-930.7179278	0.0320952136	-94.1451280367059	
930.6379278	99	1	0.08985898648	0.03118994149	99.89442659	0.1055734075	98.91188514	1.088114857			0	0	-930.6379278	0.03118994149	-90.6582177643337	
930.5579278	99	1	0.1176183781	0.03032819981	99.89143572	0.1085642764	98.8812483	1.118751699			0	0	-930.5579278	0.03032819981	-95.6882362450815	
930.4779278	99	1	0.1438137112	0.02951502987	99.88844436	0.1115556372	98.85061709	1.149382907			0	0	-930.4779278	0.02951502987	-101.157101813356	
930.3979278	99	1	0.1685715589	0.02874423591	99.88545251	0.1145474941	98.8199915	1.180008498			0	0	-930.3979278	0.02874423591	-106.635063263886	
930.3179278	99	1	0.1920052655	0.02801255073	99.88246015	0.1175398471	98.78937155	1.210628448			0	0	-930.3179278	0.02801255073	-112.255346220947	
930.2379278	99	1	0.2142166597	0.02731707757	99.8794673	0.1205326972	98.75875726	1.241242742			0	0	-930.2379278	0.02731707757	-118.020480417154	
930.1579278	99	1	0.2352974697	0.02665519255	99.87647395	0.1235260452	98.72814864	1.271851362			0	0	-930.1579278	0.02665519255	-123.92994469345	
930.0779278	99	1	0.2553305386	0.02602451913	99.87348011	0.1265198921	98.69754571	1.302454292			0	0	-930.0779278	0.02602451913	-129.983714163997	
929.9979278	99	1	0.2743908707	0.02542289984	99.87048576	0.1295142388	98.66694848	1.333051518			0	0	-929.9979278	0.02542289984	-136.181777169182	
929.9179278	99	1	0.2925465327	0.02484837156	99.86749091	0.1325090861	98.63635698	1.363643022			0	0	-929.9179278	0.02484837156	-142.524121113784	
929.8379278	99	1	0.3098594342	0.02429914415	99.86449556	0.1355044351	98.60577121	1.39422879			0	0	-929.8379278	0.02429914415	-149.010736050921	
929.7579278	99	1	0.3263860053	0.0237735818	99.86149971	0.1385002867	98.5751912	1.424808804			0	0	-929.7579278	0.0237735818	-155.641606213759	
929.6779278	99	1	0.3421777867	0.02327018672	99.85850336	0.1414966417	98.54461695	1.45538305			0	0	-929.6779278	0.02327018672	-162.41671899603	
929.5979278	99	1	0.3572819462	0.02278758493	99.8555065	0.1444935013	98.51404849	1.485951511			0	0	-929.5979278	0.02278758493	-169.33606023899	
929.5179278	99	1	0.3717417302	0.02232451368	99.85250913	0.1474908662	98.48348583	1.516514171			0	0	-929.5179278	0.02232451368	-176.399614108578	
929.4379278	99	1	0.385596861	0.02187981045	99.84951126	0.1504887376	98.45292898	1.547071016			0	0	-929.4379278	0.02187981045	-183.607370826479	
929.3579278	99	1	0.3988838876	0.0214524032	99.84651288	0.1534871162	98.42237797	1.577622028			0	0	-929.3579278	0.0214524032	-190.959312476588	
929.2779278	99	1	0.411636494	0.0210413017	99.843514	0.1564860032	98.39183281	1.608167192			0	0	-929.2779278	0.0210413017	-198.455419844433	
929.1979278	99	1	0.4238857741	0.0206455899	99.8405146	0.1594853994	98.36129351	1.638706493			0	0	-929.1979278	0.0206455899	-206.095687909121	
929.1179278	99	1	0.4356604741	0.02026441914	99.83751469	0.1624853059	98.33076009	1.669239913			0	0	-929.1179278	0.02026441914	-213.880094034069	
929.0379278	99	1	0.4469872094	0.01989700198	99.83451428	0.1654857237	98.30023256	1.699767439			0	0	-929.0379278	0.01989700198	-221.808617555974	
928.9579278	99	1	0.4578906575	0.01954260686	99.83151335	0.1684866536	98.26971095	1.730289053			0	0	-928.9579278	0.01954260686	-229.881251804818	
928.8779278	99	1	0.46839373	0.0192005532	99.8285119	0.1714880967	98.23919526	1.76080474			0	0	-928.8779278	0.0192005532	-238.097975398744	
928.7979278	99	1	0.4785177275	0.01887020702	99.82550995	0.174490054	98.20868552	1.791314484			0	0	-928.7979278	0.01887020702	-246.458769410642	
928.7179278	99	1	0.4882824778	0.01855097704	99.82250747	0.1774925265	98.17818173	1.82181827			0	0	-928.7179278	0.01855097704	-254.963620478981	
928.6379278	99	1	0.4977064605	0.01824231114	99.81950448	0.1804955151	98.14768392	1.85231608			0	0	-928.6379278	0.01824231114	-263.612508460475	
