T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
868.7385209	90	10	0	0	98.81914513	1.180854867	90	10			0.001385369377	-0.001385369377	-868.7385209	0	31.5251862356369	
868.7285209	90	10	0.0001578384115	0.0001572761309	98.81895141	1.181048586	89.99861426	10.00138574			0	0	-868.7285209	0.0001572761309	95.6396917756253	
868.7085209	90	10	0.0004729087441	0.000314028098	98.81856396	1.181436042	89.99584402	10.00415598			0	0	-868.7085209	0.000314028098	127.558958567268	
868.6685209	90	10	0.001102558224	0.000627761907	98.81778899	1.182211006	89.99030334	10.00969666			0	0	-868.6685209	0.000627761907	127.587786752608	
868.5885209	90	10	0.002359541971	0.001253888289	98.81623886	1.183761138	89.97922408	10.02077592			0	0	-868.5885209	0.001253888289	-43987.5883713046	
868.5085209	90	10	0.003613007061	0.001252064265	98.81468848	1.185311518	89.96814765	10.03185235			0	0	-868.5085209	0.001252064265	-46055.5470834903	
868.4285209	90	10	0.004863237633	0.00125039968	98.81313783	1.186862167	89.95707403	10.04292597			0	0	-868.4285209	0.00125039968	-48122.6923672322	
868.3485209	90	10	0.006110246196	0.001248739419	98.81158691	1.188413086	89.94600323	10.05399677			0	0	-868.3485209	0.001248739419	-48245.84815215	
868.2685209	90	10	0.007354045077	0.001247083322	98.81003573	1.189964273	89.93493524	10.06506476			0	0	-868.2685209	0.001247083322	-48367.102620649	
868.1885209	90	10	0.008594646538	0.001245431375	98.80848427	1.191515731	89.92387006	10.07612994			0	0	-868.1885209	0.001245431375	-48488.5123543017	
868.1085209	90	10	0.009832062781	0.001243783561	98.80693254	1.193067458	89.9128077	10.0871923			0	0	-868.1085209	0.001243783561	-48610.0606952899	
868.0285209	90	10	0.01106630595	0.001242139865	98.80538055	1.194619454	89.90174814	10.09825186			0	0	-868.0285209	0.001242139865	-48731.7895883838	
867.9485209	90	10	0.01229738811	0.001240500273	98.80382828	1.196171721	89.89069139	10.10930861			0	0	-867.9485209	0.001240500273	-48853.697010981	
867.8685209	90	10	0.0135253213	0.00123886477	98.80227574	1.197724258	89.87963745	10.12036255			0	0	-867.8685209	0.00123886477	-48975.7661429123	
867.7885209	90	10	0.01475011747	0.001237233341	98.80072293	1.199277065	89.86858632	10.13141368			0	0	-867.7885209	0.001237233341	-49097.9796866628	
867.7085209	90	10	0.01597178851	0.00123560597	98.79916986	1.200830143	89.85753798	10.14246202			0	0	-867.7085209	0.00123560597	-49220.3505968586	
867.6285209	90	10	0.01719034627	0.001233982643	98.79761651	1.202383491	89.84649245	10.15350755			0	0	-867.6285209	0.001233982643	-49342.9069401302	
