T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
908.7428778	92	7	1	0	0	99.18843672	0.707576761	0.1039865226	92	7	1							0.003090483104	-0.002705265478	-0.0003852176256	-908.7428778	0	11.5563247845413	
908.7328778	92	7	1	0.0004463472104	0.0004299563027	99.18810031	0.7078705944	0.1040290983	91.99690921	7.002705532	1.000385256							0	0	0	-908.7328778	0.0004299563027	34.96003019011	
908.7128778	92	7	1	0.001337601957	0.000858839988	99.18742744	0.7084582992	0.1041142605	91.99072899	7.008115409	1.001155597							0	0	0	-908.7128778	0.000858839988	46.6609042365436	
908.6728778	92	7	1	0.003115853328	0.00171505513	99.18608139	0.7096340113	0.1042846009	91.97836975	7.018934127	1.002696127							0	0	0	-908.6728778	0.00171505513	46.792084713713	
908.5928778	92	7	1	0.006655064163	0.0034193193	99.183389	0.7119856715	0.1046253294	91.95365843	7.040565295	1.005776276							0	0	0	-908.5928778	0.0034193193	-6194.8791670202	
908.5128778	92	7	1	0.01016836829	0.003406305278	99.180696	0.7143378752	0.1049661291	91.9289568	7.062188008	1.008855197							0	0	0	-908.5128778	0.003406305278	-6532.01159446764	
908.4328778	92	7	1	0.01365769811	0.003394670644	99.17800238	0.7166906239	0.1053070008	91.90426486	7.083802252	1.011932892							0	0	0	-908.4328778	0.003394670644	-6899.22400844959	
908.3528778	92	7	1	0.0171232964	0.003383113743	99.17530813	0.7190439229	0.1056479455	91.87958259	7.105408045	1.015009364							0	0	0	-908.3528778	0.003383113743	-6944.08852329268	
908.2728778	92	7	1	0.02056539796	0.003371629011	99.17261326	0.7213977738	0.1059889635	91.85491001	7.127005375	1.018084611							0	0	0	-908.2728778	0.003371629011	-6987.64595065278	
908.1928778	92	7	1	0.02398423452	0.003360215743	99.16991777	0.7237521782	0.1063300551	91.83024714	7.148594228	1.021158631							0	0	0	-908.1928778	0.003360215743	-7031.33068585435	
908.1128778	92	7	1	0.02738003484	0.003348873276	99.16722164	0.7261071378	0.1066712208	91.80559399	7.17017459	1.024231422							0	0	0	-908.1128778	0.003348873276	-7075.15081611158	
908.0328778	92	7	1	0.03075302469	0.003337600949	99.16452488	0.7284626543	0.107012461	91.78095057	7.191746449	1.027302984							0	0	0	-908.0328778	0.003337600949	-7119.10401479826	
907.9528778	92	7	1	0.03410342695	0.003326398108	99.16182749	0.7308187292	0.1073537759	91.75631689	7.213309792	1.030373313							0	0	0	-907.9528778	0.003326398108	-7163.18982920845	
907.8728778	92	7	1	0.03743146163	0.003315264107	99.15912947	0.7331753642	0.1076951661	91.73169299	7.234864607	1.033442408							0	0	0	-907.8728778	0.003315264107	-7207.40818838935	
907.7928778	92	7	1	0.04073734593	0.003304198308	99.15643081	0.735532561	0.1080366318	91.70707885	7.256410879	1.036510268							0	0	0	-907.7928778	0.003304198308	-7251.75910143867	
907.7128778	92	7	1	0.04402129428	0.003293200081	99.15373151	0.7378903212	0.1083781734	91.68247451	7.277948596	1.03957689							0	0	0	-907.7128778	0.003293200081	-7296.24299771037	
907.6328778	92	7	1	0.04728351836	0.003282268805	99.15103156	0.7402486464	0.1087197914	91.65787998	7.299477747	1.042642274							0	0	0	-907.6328778	0.003282268805	-7340.85937909755	
907.5528778	92	7	1	0.0505242272	0.003271403864	99.14833098	0.7426075384	0.1090614861	91.63329527	7.320998317	1.045706416							0	0	0	-907.5528778	0.003271403864	-7385.60887307379	
907.4728778	92	7	1	0.05374362717	0.003260604654	99.14562974	0.7449669988	0.1094032578	91.60872039	7.342510294	1.048769316							0	0	0	-907.4728778	0.003260604654	-7430.49111254287	
907.3928778	92	7	1	0.05694192202	0.003249870573	99.14292786	0.7473270292	0.109745107	91.58415536	7.364013666	1.051830972							0	0	0	-907.3928778	0.003249870573	-7475.50552401798	
907.3128778	92	7	1	0.06011931296	0.00323920103	99.14022533	0.7496876313	0.110087034	91.5596002	7.385508421	1.054891382							0	0	0	-907.3128778	0.00323920103	-7520.65329812352	
907.2328778	92	7	1	0.06327599869	0.003228595441	99.13752215	0.7520488068	0.1104290392	91.53505491	7.406994545	1.057950544							0	0	0	-907.2328778	0.003228595441	-7565.93398733673	
907.1528778	92	7	1	0.0664121754	0.003218053228	99.13481832	0.7544105573	0.1107711229	91.51051952	7.428472027	1.061008457							0	0	0	-907.1528778	0.003218053228	-7611.34684320107	
907.0728778	92	7	1	0.06952803686	0.003207573819	99.13211383	0.7567728845	0.1111132856	91.48599403	7.449940855	1.064065119							0	0	0	-907.0728778	0.003207573819	-7656.89264281564	
