T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
896.3284652	94	0	6	0	0	99.33871247	0	0.6612875281	94	0	6				0.001517575513		-0.001517575513	-896.3284652	0	35.1644274650339	
896.3084652	94	0	6	0.0005695674948	0.0005683720102	99.33834581	0	0.6616541876	93.99696489	0	6.003035107				0		0	-896.3084652	0.0005683720102	35.2120148687262	
896.2884652	94	0	6	0.001138366119	0.001135976928	99.33797915	0	0.6620208538	93.99393001	0	6.006069994				0		0	-896.2884652	0.001135976928	35.2501163279709	
896.2484652	94	0	6	0.002274576794	0.002269803591	99.33724578	0	0.662754223	93.98786083	0	6.012139168				0		0	-896.2484652	0.002269803591	35.3122515502787	
896.1684652	94	0	6	0.004540555017	0.004531029284	99.33577887	0	0.6642211309	93.97572495	0	6.024275054				0		0	-896.1684652	0.004531029284	35.4462997500592	
896.0084652	94	0	6	0.009046899967	0.009027930808	99.33284441	0	0.6671555861	93.95146301	0	6.048536987				0		0	-896.0084652	0.009027930808	35.7618523665851	
895.6884652	94	0	6	0.01792482831	0.01788728525	99.32697296	0	0.6730270364	93.90297866	0	6.097021343				0		0	-895.6884652	0.01788728525	36.4189916073187	
895.0484652	94	0	6	0.03525700998	0.03518332766	99.31521979	0	0.6847802067	93.8061671	0	6.193832898				0		0	-895.0484652	0.03518332766	37.6456841529647	
893.7684652	94	0	6	0.06825570235	0.06811368687	99.2916721	0	0.7083279023	93.61317128	0	6.386828718				0		0	-893.7684652	0.06811368687	40.2261009705658	
891.2084652	94	0	6	0.1283378708	0.1280732283	99.24440881	0	0.7555911865	93.22967283	0	6.770327173				0		0	-891.2084652	0.1280732283	45.5770116119171	
888.6484652	94	0	6	0.1816303012	0.1812591504	99.19691688	0	0.8030831244	92.84946605	0	7.150533952				0		0	-888.6484652	0.1812591504	51.1636046764457	
886.0884652	94	0	6	0.2292439168	0.2287797636	99.14919068	0	0.8508093174	92.47251034	0	7.527489657				0		0	-886.0884652	0.2287797636	57.0515140574155	
883.5284652	94	0	6	0.272055474	0.2715097606	99.10122472	0	0.8987752832	92.09876308	0	7.901236917				0		0	-883.5284652	0.2715097606	63.2380659605571	
880.9684652	94	0	6	0.3107705891	0.3101530972	99.05301355	0	0.9469864487	91.72818001	0	8.271819992				0		0	-880.9684652	0.3101530972	69.7177520633787	
878.4084652	94	0	6	0.3459635276	0.3452826882	99.00455184	0	0.9954481573	91.36071549	0	8.639284506				0		0	-878.4084652	0.3452826882	76.4846789154202	
875.8484652	94	0	6	0.3781063898	0.3773695242	98.95583433	0	1.044165674	90.99632281	0	9.003677186				0		0	-875.8484652	0.3773695242	83.532574392948	
873.2884652	94	0	6	0.4075908476	0.4068043569	98.90685581	0	1.093144193	90.63495436	0	9.365045641				0		0	-873.2884652	0.4068043569	90.8547969697072	
870.7284652	94	0	6	0.4347445591	0.4339140753	98.85761116	0	1.142388839	90.27656185	0	9.723438152				0		0	-870.7284652	0.4339140753	98.4443476434573	
868.1684652	94	0	6	0.459843722	0.4589742291	98.80809532	0	1.191904677	89.92109651	0	10.07890349				0		0	-868.1684652	0.4589742291	106.293881368679	
865.6084652	94	0	6	0.4831227856	0.4822187181	98.75830329	0	1.241696713	89.56850925	0	10.43149075				0		0	-865.6084652	0.4822187181	114.395720538277	
863.0484652	94	0	6	0.5047820437	0.5038473672	98.7082301	0	1.291769904	89.2187508	0	10.7812492				0		0	-863.0484652	0.5038473672	122.760562634701	
860.4884652	94	0	6	0.5249880616	0.5240263379	98.65787082	0	1.342129185	88.87177167	0	11.12822833				0		0	-860.4884652	0.5240263379	131.337645871189	
857.9284652	94	0	6	0.5439014345	0.5429158795	98.60722064	0	1.392779359	88.52752298	0	11.47247702				0		0	-857.9284652	0.5429158795	140.128637919297	
855.3684652	94	0	6	0.5616449754	0.5606385034	98.55627472	0	1.443725284	88.18595545	0	11.81404455				0		0	-855.3684652	0.5606385034	149.157000507255	
852.8084652	94	0	6	0.5783314583	0.5773067207	98.50502825	0	1.494971749	87.84702028	0	12.15297972				0		0	-852.8084652	0.5773067207	158.39482396317	
850.2484652	94	0	6	0.594059747	0.5930191655	98.45347649	0	1.546523514	87.510669	0	12.489331				0		0	-850.2484652	0.5930191655	166.494203755836	
850.1684652	94	0	6	0.5945403854	0.5934993484	98.45186053	0	1.548139471	87.50019918	0	12.49980082				0		0	-850.1684652	0.5934993484	166.382115549309	
850.1496401	94	0	6	1	0.9547849954	98.45148023	0	1.548519765	87.49773587	0	12.50226413	8.612717321E-05	0	99.99991387	0		0	-850.1496401	0.9547849954	-8439.01295821713	
850.1384652	94	0	6	1	0.9547836712	98.45161664	0	1.548383365				8.610915314E-05	0	99.99991389				-850.1384652	0.9547836712	-8444.04290591099	
850.1184652	94	0	6	1	0.9547813052	98.45186073	0	1.548139274				8.607690974E-05	0	99.99991392				-850.1184652	0.9547813052	-8452.07370791321	
850.0784652	94	0	6	1	0.9547765715	98.45234883	0	1.547651168				8.601245483E-05	0	99.99991399				-850.0784652	0.9547765715	-8451.12137311845	
849.9984652	94	0	6	1	0.9547671077	98.4533247	0	1.546675297				8.588367121E-05	0	99.99991412				-849.9984652	0.9547671077	-8455.3358467698	
849.8384652	94	0	6	1	0.954748194	98.45527519	0	1.544724815				8.56266081E-05	0	99.99991437				-849.8384652	0.954748194	-8463.65378541878	
849.5184652	94	0	6	1	0.9547104225	98.45917103	0	1.540828968				8.511449326E-05	0	99.99991489				-849.5184652	0.9547104225	-8480.39623604383	
848.8784652	94	0	6	1	0.9546351031	98.46694227	0	1.533057734				8.409826798E-05	0	99.9999159				-848.8784652	0.9546351031	-8514.07005529325	
847.5984652	94	0	6	1	0.9544853555	98.48240306	0	1.517596944				8.209750796E-05	0	99.9999179				-847.5984652	0.9544853555	-8575.7718388728	
845.0384652	94	0	6	1	0.9541887619	98.51299912	0	1.487000879				7.822017026E-05	0	99.99992178				-845.0384652	0.9541887619	-8698.56028361291	
842.4784652	94	0	6	1	0.9538966831	98.54316349	0	1.456836512				7.450358142E-05	0	99.9999255				-842.4784652	0.9538966831	-8831.16445848412	
839.9184652	94	0	6	1	0.9536089323	98.57289896	0	1.427101044				7.094209289E-05	0	99.99992906				-839.9184652	0.9536089323	-8964.46313652636	
