T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
930.8679278	99	1	0	0	0	99.90302287	0.09697712675	0	99	1	0				0.003831923066	-0.003831923066		-930.8679278	0	2.34857809026816	
930.8479278	99	1	0	0.008479728392	0.008435680007	99.90227442	0.09772557838	0	98.99232469	1.007675306	0				0	0		-930.8479278	0.008435680007	2.39318546249478	
930.8279278	99	1	0	0.01680419439	0.01671697588	99.90152821	0.09847179496	0	98.98467283	1.015327168	0				0	0		-930.8279278	0.01671697588	2.43242866032007	
930.7879278	99	1	0	0.0331064802	0.0329349315	99.90003341	0.09996659001	0	98.96934701	1.030652988	0				0	0		-930.7879278	0.0329349315	2.50496388533294	
930.7079278	99	1	0	0.06429001251	0.06395797812	99.89704345	0.1029565467	0	98.93869957	1.061300432	0				0	0		-930.7079278	0.06395797812	2.65971920582467	
930.5479278	99	1	0	0.121552473	0.120928868	99.89106207	0.1089379278	0	98.87742155	1.12257845	0				0	0		-930.5479278	0.120928868	2.9889814249252	
930.2279278	99	1	0	0.2191082917	0.2179992139	99.87909336	0.1209066383	0	98.75493291	1.245067089	0				0	0		-930.2279278	0.2179992139	3.72834376477552	
929.5879278	99	1	0	0.365970288	0.3641680728	99.85513201	0.1448679884	0	98.51022941	1.489770586	0				0	0		-929.5879278	0.3641680728	5.52561663848631	
928.3079278	99	1	0	0.5504404346	0.5478813112	99.80711093	0.1928890702	0	98.02193644	1.978063563	0				0	0		-928.3079278	0.5478813112	10.3902227530855	
925.7479278	99	1	0	0.7359040859	0.7328898571	99.71066657	0.2893334253	0	97.05009145	2.949908547	0				0	0		-925.7479278	0.7328898571	22.8998808255936	
923.1879278	99	1	0	0.8290309165	0.8260971572	99.61365106	0.3863489388	0	96.08494838	3.91505162	0				0	0		-923.1879278	0.8260971572	38.6748092582297	
920.6279278	99	1	0	0.8850596264	0.8824243497	99.51603235	0.483967652	0	95.12709134	4.872908663	0				0	0		-920.6279278	0.8824243497	58.7060030587432	
918.0679278	99	1	0	0.9225097072	0.9202847171	99.41776708	0.5822329227	0	94.17702622	5.822973777	0				0	0		-918.0679278	0.9202847171	82.7928034417984	
915.5079278	99	1	0	0.949342759	0.9475944129	99.31881099	0.6811890103	0	93.23528003	6.764719966	0				0	0		-915.5079278	0.9475944129	110.669725428939	
912.9479278	99	1	0	0.969548036	0.9683201003	99.2191172	0.7808827975	0	92.30238012	7.697619877	0				0	0		-912.9479278	0.9683201003	141.989417139061	
910.3879278	99	1	0	0.9853475114	0.9846714397	99.11863734	0.8813626628	0	91.37885981	8.621140192	0				0	0		-910.3879278	0.9846714397	176.338591728107	
907.8279278	99	1	0	0.9980750698	0.9979750517	99.01731624	0.9826837592	0	90.46520873	9.534791273	0				0	0		-907.8279278	0.9979750517	211.927383372666	
907.5079278	99	1	0	0.9994961047	0.9994695561	99.00458929	0.9954107069	0	90.35172185	9.648278149	0				0	0		-907.5079278	0.9994695561	216.223122963053	
