T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
875.4965453	87	7	6	0	0	98.559431	0.7362106933	0.7043583084	87	7	6							0.002025833109	-0.001097754193	-0.0009280789163	-875.4965453	0	57.0141118948912	
875.4765453	87	7	6	0.0003645029584	0.0003505445493	98.55891128	0.7364702031	0.704618518	86.99594839	7.002195474	6.001856132							0	0	0	-875.4765453	0.0003505445493	57.0940665943746	
875.4565453	87	7	6	0.0007284950145	0.000700598881	98.55839154	0.7367297194	0.7048787383	86.99189712	7.004390792	6.003712087							0	0	0	-875.4565453	0.000700598881	57.1439752756271	
875.4165453	87	7	6	0.001456094185	0.00140034072	98.557352	0.737248776	0.7053992249	86.98379545	7.008780986	6.007423563							0	0	0	-875.4165453	0.00140034072	57.198971833311	
875.3365453	87	7	6	0.002908611216	0.002797259259	98.55527265	0.738286981	0.7064403687	86.96759574	7.017559578	6.01484468							0	0	0	-875.3365453	0.002797259259	57.3391579572692	
875.1765453	87	7	6	0.005802963562	0.005580877659	98.5511129	0.7403637589	0.7085233387	86.93521083	7.035109588	6.029679581							0	0	0	-875.1765453	0.005580877659	57.6658890920609	
874.8565453	87	7	6	0.01153592527	0.01109471577	98.54278918	0.7445188739	0.7126919464	86.87049879	7.070181684	6.059319524							0	0	0	-874.8565453	0.01109471577	58.3441308088106	
874.2165453	87	7	6	0.02282292044	0.02195114951	98.52612476	0.7528351782	0.7210400601	86.74130623	7.140212153	6.11848162							0	0	0	-874.2165453	0.02195114951	59.6051874859033	
872.9365453	87	7	6	0.04468120555	0.04297892931	98.49272715	0.7694928359	0.7377800108	86.4838452	7.279821073	6.236333727							0	0	0	-872.9365453	0.04297892931	62.226696300723	
870.3765453	87	7	6	0.08575140134	0.08250146598	98.42565039	0.8029128101	0.7714367977	85.97260527	7.557242213	6.470152516							0	0	0	-870.3765453	0.08250146598	67.5942129469314	
867.8165453	87	7	6	0.1236309847	0.118970118	98.35818537	0.8364813885	0.8053332399	85.46624399	7.832292605	6.701463402							0	0	0	-867.8165453	0.118970118	73.1166610586622	
865.2565453	87	7	6	0.1586850344	0.1527344904	98.2903165	0.8702095573	0.8394739421	84.96472192	8.105002514	6.930275565							0	0	0	-865.2565453	0.1527344904	78.8372520392197	
862.6965453	87	7	6	0.1912238617	0.1840917436	98.22202786	0.9041086089	0.8738635327	84.46799617	8.375403852	7.156599977							0	0	0	-862.6965453	0.1840917436	84.7536936414736	
860.1365453	87	7	6	0.2215143952	0.2132975068	98.15330319	0.9381901294	0.908506676	83.97602091	8.643529814	7.38044928							0	0	0	-860.1365453	0.2132975068	90.8617525296151	
857.5765453	87	7	6	0.2497874985	0.2405728837	98.08412591	0.9724660051	0.9434080803	83.48874765	8.909414693	7.601837653							0	0	0	-857.5765453	0.2405728837	97.1568479937335	
855.0165453	87	7	6	0.2762438582	0.2661100892	98.01447906	1.006948431	0.9785725074	83.00612564	9.173093696	7.820780666							0	0	0	-855.0165453	0.2661100892	103.634043703673	
852.4565453	87	7	6	0.3010587541	0.2900770171	97.9443453	1.041649921	1.014004781	82.52810207	9.434602771	8.03729516							0	0	0	-852.4565453	0.2900770171	110.3008175459	
849.8965453	87	7	6	0.3243810784	0.312616186	97.87370679	1.076583445	1.049709767	82.0546217	9.693979482	8.251398819							0	0	0	-849.8965453	0.312616186	117.122877946611	
847.3365453	87	7	6	0.3463566034	0.3338674774	97.80254558	1.111761925	1.085692495	81.58563006	9.951258677	8.463111262							0	0	0	-847.3365453	0.3338674774	124.100406312446	
844.7765453	87	7	6	0.3670996014	0.3539402655	97.73084296	1.147199032	1.121958003	81.12106918	10.20647866	8.672452154							0	0	0	-844.7765453	0.3539402655	131.249470685185	
842.2165453	87	7	6	0.386716409	0.3729364485	97.65857987	1.182908673	1.158511455	80.66088089	10.45967682	8.879442289							0	0	0	-842.2165453	0.3729364485	138.550451948624	
839.6565453	87	7	6	0.4053017398	0.3909467998	97.58573674	1.21890514	1.195358123	80.20500625	10.71089053	9.084103215							0	0	0	-839.6565453	0.3909467998	145.996170595133	
837.0965453	87	7	6	0.4229402293	0.4080524469	97.51229347	1.255203129	1.232503401	79.75338575	10.96015709	9.286457153							0	0	0	-837.0965453	0.4080524469	153.579068422503	
834.5365453	87	7	6	0.4397077428	0.4243261237	97.43822943	1.29181776	1.269952812	79.30595951	11.20751356	9.486526927							0	0	0	-834.5365453	0.4243261237	161.291196539289	
831.9765453	87	7	6	0.4556724852	0.4398332333	97.36352338	1.328764594	1.307712021	78.86266743	11.45299666	9.684335901							0	0	0	-831.9765453	0.4398332333	169.124210743874	
829.4165453	87	7	6	0.4708959475	0.4546327544	97.28815349	1.366059661	1.345786847	78.42344939	11.69664269	9.879907922							0	0	0	-829.4165453	0.4546327544	176.596838283059	
829.0965453	87	7	6	0.4727542193	0.4564402683	97.27868448	1.370746658	1.350568859	78.36883118	11.72696937	9.904199443							0	0	0	-829.0965453	0.4564402683	178.100309516199	
828.9365453	87	7	6	0.4736751218	0.4573359927	97.273946	1.373092444	1.352961556	78.34154532	11.7421236	9.916331082							0	0	0	-828.9365453	0.4573359927	178.756237548018	
828.8565453	87	7	6	0.4741350419	0.4577833672	97.27157571	1.374265877	1.354158417	78.32790814	11.74969799	9.922393866							0	0	0	-828.8565453	0.4577833672	178.889449262771	
828.8165453	87	7	6	0.4743648629	0.4580069263	97.27039031	1.374852722	1.354756969	78.32109104	11.75348448	9.925424477							0	0	0	-828.8165453	0.4580069263	180.084249320124	
