T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI				
903.1784337	95	5	0	0	99.40341868	0.5965813226	95	5	0.001568036908	-0.001568036908	-903.1784337	0	13.9427248544935	
903.1684337	95	5	0.0003568377989	0.0003562126849	99.40321722	0.596782781	94.99843166	5.001568339	0	0	-903.1684337	0.0003562126849	42.2035070114392	
903.1484337	95	5	0.001069352492	0.000711476168	99.40281429	0.5971857063	94.99529605	5.00470395	0	0	-903.1484337	0.000711476168	56.3152038598547	
903.1084337	95	5	0.002491705234	0.00142128648	99.4020084	0.5979916005	94.98902487	5.01097513	0	0	-903.1084337	0.00142128648	56.4266196926125	
903.0284337	95	5	0.005325201904	0.002835385628	99.40039644	0.5996035589	94.97648509	5.023514909	0	0	-903.0284337	0.002835385628	56.7173489941329	
902.8684337	95	5	0.01094774708	0.005642224442	99.39717193	0.6028280667	94.95141585	5.048584145	0	0	-902.8684337	0.005642224442	57.341624124935	
902.5484337	95	5	0.0220037797	0.01115890154	99.39072023	0.6092797738	94.9013189	5.098681097	0	0	-902.5484337	0.01115890154	58.6249751229939	
901.9084337	95	5	0.04341722587	0.02185669769	99.37780616	0.6221938387	94.80129019	5.198709806	0	0	-901.9084337	0.02185669769	61.142209038906	
900.6284337	95	5	0.0836431685	0.04197654229	99.35193511	0.6480648866	94.60189153	5.39810847	0	0	-900.6284337	0.04197654229	66.4640629134968	
898.0684337	95	5	0.1550382378	0.0777679417	99.3000184	0.6999815958	94.20571824	5.794281758	0	0	-898.0684337	0.0777679417	-562.059282919552	
895.5084337	95	5	0.2162135844	0.07225659958	99.2478632	0.7521367982	93.81301498	6.186985023	0	0	-895.5084337	0.07225659958	-500.523432034168	
892.9484337	95	5	0.2691876947	0.06744438941	99.19546288	0.8045371245	93.42374528	6.576254721	0	0	-892.9484337	0.06744438941	-570.36304843061	
890.3884337	95	5	0.3154843356	0.06320710351	99.14281094	0.8571890646	93.03786983	6.962130173	0	0	-890.3884337	0.06320710351	-644.913659697404	
