T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
888.9563158	92	2	6	0	0	98.89774258	0.451754032	0.6505033846	92	2	6							0.001778366825	-0.0003991654015	-0.001379201424	-888.9563158	0	19.3230471951172	
888.9463158	92	2	6	0.0002579890295	0.0002578750385	98.89754198	0.4518040846	0.6506539362	91.99822192	2.000399129	6.001378946							0	0	0	-888.9463158	0.0002578750385	58.2338971152637	
888.9263158	92	2	6	0.0007734590628	0.0005153985784	98.89714084	0.4519040911	0.650955069	91.99466492	2.001197515	6.004137566							0	0	0	-888.9263158	0.0005153985784	77.7001591842405	
888.8863158	92	2	6	0.001802865885	0.001029704224	98.8963387	0.4521039674	0.6515573335	91.98755164	2.002794125	6.00965424							0	0	0	-888.8863158	0.001029704224	77.8387103073567	
888.8063158	92	2	6	0.003855961024	0.002055788708	98.89473498	0.4525030975	0.6527619249	91.97332556	2.005987195	6.020687241							0	0	0	-888.8063158	0.002055788708	-18845.5979902144	
888.7263158	92	2	6	0.005900391299	0.002051525902	98.89313216	0.4529012655	0.653966578	91.95910022	2.009179942	6.031719842							0	0	0	-888.7263158	0.002051525902	-19893.2299632049	
888.6463158	92	2	6	0.007936821466	0.002047698943	98.89153019	0.453298522	0.6551712921	91.94487556	2.012372458	6.042751987							0	0	0	-888.6463158	0.002047698943	-20944.3840459525	
888.5663158	92	2	6	0.009965297931	0.002043886567	98.88992906	0.4536948683	0.6563760681	91.93065158	2.015564744	6.053783677							0	0	0	-888.5663158	0.002043886567	-21022.1500085299	
888.4863158	92	2	6	0.011985866	0.002040087874	98.88832879	0.4540903057	0.657580906	91.91642829	2.018756802	6.064814911							0	0	0	-888.4863158	0.002040087874	-21097.8418746367	
888.4063158	92	2	6	0.01399857065	0.002036302804	98.88672936	0.4544848353	0.6587858058	91.90220568	2.021948634	6.075845686							0	0	0	-888.4063158	0.002036302804	-21173.7050159233	
888.3263158	92	2	6	0.01600345652	0.002032531283	98.88513077	0.4548784585	0.6599907677	91.88798376	2.025140241	6.086876001							0	0	0	-888.3263158	0.002032531283	-21249.7093762174	
888.2463158	92	2	6	0.01800056792	0.002028773241	98.88353303	0.4552711765	0.6611957918	91.87376252	2.028331625	6.097905854							0	0	0	-888.2463158	0.002028773241	-21325.8576689432	
888.1663158	92	2	6	0.01998994884	0.002025028606	98.88193613	0.4556629903	0.6624008781	91.85954197	2.031522788	6.108935244							0	0	0	-888.1663158	0.002025028606	-21402.1414227685	
888.0863158	92	2	6	0.02197164293	0.002021297306	98.88034007	0.4560539013	0.6636060267	91.8453221	2.03471373	6.119964167							0	0	0	-888.0863158	0.002021297306	-21478.5663842337	
888.0063158	92	2	6	0.02394569352	0.002017579272	98.87874485	0.4564439106	0.6648112377	91.83110292	2.037904453	6.130992622							0	0	0	-888.0063158	0.002017579272	-21555.1325173421	
887.9263158	92	2	6	0.02591214363	0.002013874433	98.87715047	0.4568330194	0.6660165112	91.81688443	2.041094959	6.142020608							0	0	0	-887.9263158	0.002013874433	-21631.8400177104	
887.8463158	92	2	6	0.02787103595	0.002010182721	98.87555692	0.457221229	0.6672218473	91.80266663	2.044285249	6.153048123							0	0	0	-887.8463158	0.002010182721	-21708.6859350408	
887.7663158	92	2	6	0.02982241286	0.002006504065	98.87396421	0.4576085405	0.6684272461	91.78844951	2.047475324	6.164075164							0	0	0	-887.7663158	0.002006504065	-21785.6734868187	
887.6863158	92	2	6	0.03176631642	0.002002838399	98.87237234	0.4579949551	0.6696327076	91.77423308	2.050665186	6.17510173							0	0	0	-887.6863158	0.002002838399	-21862.8026597486	
