T	w(AL)	w(MG)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI				
928.409295	99	1	0	0	99.67668584	0.3233141608	99	1	0.001977321013	-0.001977321013	-928.409295	0	1.68482391358261	
928.399295	99	1	0.002914088829	0.002916257465	99.67605019	0.3239498069	98.99802272	1.001977283	0	0	-928.399295	0.002916257465	5.17328112001456	
928.379295	99	1	0.008705795108	0.0058124867	99.67477887	0.3252211318	98.99406801	1.005931991	0	0	-928.379295	0.0058124867	6.93206557699635	
928.339295	99	1	0.02013718816	0.01153942488	99.6722364	0.3277636008	98.98615862	1.013841381	0	0	-928.339295	0.01153942488	7.04648269185811	
928.259295	99	1	0.04236473308	0.02270135352	99.6671521	0.3328479004	98.97033991	1.029660087	0	0	-928.259295	0.02270135352	7.28019332885462	
928.099295	99	1	0.08451232339	0.04404543554	99.65698574	0.3430142566	98.93870189	1.061298106	0	0	-928.099295	0.04404543554	7.74137446284148	
927.779295	99	1	0.1605462734	0.08311682522	99.63666213	0.3633378686	98.8754242	1.124575801	0	0	-927.779295	0.08311682522	8.73431646437648	
927.139295	99	1	0.2858509634	0.149387746	99.59605121	0.4039487892	98.74886491	1.251135093	0	0	-927.139295	0.149387746	-61.2197661168395	
926.499295	99	1	0.3826209039	0.1356241729	99.55548773	0.4445122675	98.62230329	1.377696705	0	0	-926.499295	0.1356241729	-51.6239877768683	
925.859295	99	1	0.4592072236	0.1241726195	99.51497085	0.4850291525	98.49574366	1.504256338	0	0	-925.859295	0.1241726195	-61.444613218488	
925.219295	99	1	0.521059305	0.1144962056	99.47449968	0.525500317	98.36919024	1.63080976	0	0	-925.219295	0.1144962056	-72.1263138665078	
924.579295	99	1	0.5718687911	0.1062115692	99.43407336	0.5659266404	98.24264721	1.757352786	0	0	-924.579295	0.1062115692	-83.6661966322986	
923.939295	99	1	0.6142165362	0.09903832329	99.393691	0.6063090015	98.11611875	1.883881247	0	0	-923.939295	0.09903832329	-96.0634300061312	
923.299295	99	1	0.6499557135	0.0927666641	99.35335172	0.646648278	97.989609	2.010391	0	0	-923.299295	0.0927666641	-109.315843013098	
922.659295	99	1	0.6804478892	0.08723636067	99.31305482	0.6869451791	97.86312224	2.13687776	0	0	-922.659295	0.08723636067	-123.427103233302	
922.019295	99	1	0.706713766	0.0823234301	99.27279909	0.7272009068	97.73666225	2.263337752	0	0	-922.019295	0.0823234301	-138.391941666823	
921.379295	99	1	0.7295318662	0.07792955064	99.23258382	0.7674161792	97.61023324	2.389766756	0	0	-921.379295	0.07792955064	-154.208580609891	
920.739295	99	1	0.7495053876	0.07397654142	99.19240813	0.8075918716	97.48383927	2.516160734	0	0	-920.739295	0.07397654142	-170.879274731132	
920.099295	99	1	0.7671081675	0.07040110457	99.15227114	0.8477288581	97.35748432	2.642515679	0	0	-920.099295	0.07040110457	-188.401775274509	
919.459295	99	1	0.7827170683	0.06715150842	99.11217199	0.8878280117	97.23117238	2.768827615	0	0	-919.459295	0.06715150842	-210.543224196571	
918.179295	99	1	0.8093807304	0.1229571699	99.03208367	0.9679163298	96.97869325	3.021306746	0	0	-918.179295	0.1229571699	-165.58144782297	
916.899295	99	1	0.8309386816	0.113339829	98.95213627	1.04786373	96.72643303	3.273566966	0	0	-916.899295	0.113339829	-145.039519150254	
915.619295	99	1	0.8486646096	0.1050966123	98.87232292	1.127677076	96.4744222	3.525577796	0	0	-915.619295	0.1050966123	-168.072618331615	
