T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
903.1784337	95	5	0	0	99.40341868	0.5965813226	95	5			0.001568036908	-0.001568036908	-903.1784337	0	13.9427248544935	
903.1684337	95	5	0.0003568377989	0.0003562126849	99.40321722	0.596782781	94.99843166	5.001568339			0	0	-903.1684337	0.0003562126849	42.2035070114392	
903.1484337	95	5	0.001069352492	0.000711476168	99.40281429	0.5971857063	94.99529605	5.00470395			0	0	-903.1484337	0.000711476168	56.3152038598547	
903.1084337	95	5	0.002491705234	0.00142128648	99.4020084	0.5979916005	94.98902487	5.01097513			0	0	-903.1084337	0.00142128648	56.4266196926125	
903.0284337	95	5	0.005325201904	0.002835385628	99.40039644	0.5996035589	94.97648509	5.023514909			0	0	-903.0284337	0.002835385628	-9359.19301644468	
902.9484337	95	5	0.008141830162	0.00282678526	99.39878428	0.6012157169	94.96394877	5.036051235			0	0	-902.9484337	0.00282678526	-9860.70999215227	
902.8684337	95	5	0.01094282398	0.002819064975	99.39717191	0.6028280943	94.95141589	5.048584107			0	0	-902.8684337	0.002819064975	-10390.3860505082	
902.7884337	95	5	0.01372831179	0.002811386186	99.39555931	0.6044406922	94.93888647	5.061113533			0	0	-902.7884337	0.002811386186	-10445.6718479036	
902.7084337	95	5	0.01649841965	0.002803747417	99.39394649	0.6060535106	94.92636049	5.073639513			0	0	-902.7084337	0.002803747417	-10500.3246790999	
902.6284337	95	5	0.01925327224	0.002796148355	99.39233345	0.6076665498	94.91383795	5.086162048			0	0	-902.6284337	0.002796148355	-10555.1200191708	
902.5484337	95	5	0.02199299294	0.002788588692	99.39072019	0.6092798101	94.90131886	5.098681139			0	0	-902.5484337	0.002788588692	-10610.0596666947	
902.4684337	95	5	0.02471770379	0.002781068124	99.38910671	0.6108932916	94.88880321	5.111196788			0	0	-902.4684337	0.002781068124	-10665.1448507174	
