T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
900.4792168	95	4	1	0.3094193179	0.003358522364	98.36318327	1.521859037	0.1149576884	93.40348639	5.191913413	1.404600194							0	0	0	-900.4792168	0.003358522364	-9775.72589531385	
900.3992168	95	4	1	0.3117248806	0.003350358805	98.35973781	1.525036174	0.1152260152	93.38682535	5.204240069	1.408934585							0	0	0	-900.3992168	0.003350358805	-9823.74607428408	
900.3192168	95	4	1	0.3140171551	0.003342235103	98.35629445	1.528211431	0.1154941161	93.37016051	5.216567425	1.413272067							0	0	0	-900.3192168	0.003342235103	-9871.88525396715	
900.2392168	95	4	1	0.3162962499	0.003334150968	98.3528532	1.531384811	0.1157619907	93.35349188	5.228895487	1.417612637							0	0	0	-900.2392168	0.003334150968	-9920.14428376291	
900.1592168	95	4	1	0.3185622728	0.003326106114	98.34941405	1.534556316	0.1160296385	93.33681945	5.24122426	1.42195629							0	0	0	-900.1592168	0.003326106114	-9968.52282183046	
900.0792168	95	4	1	0.3208153301	0.003318100256	98.34597699	1.537725948	0.1162970591	93.32014322	5.253553753	1.426303025							0	0	0	-900.0792168	0.003318100256	-10017.0205908161	
899.9992168	95	4	1	0.3230555272	0.003310133113	98.34254204	1.540893708	0.1165642522	93.3034632	5.265883969	1.430652836							0	0	0	-899.9992168	0.003310133113	-10065.6373068055	
899.9192168	95	4	1	0.3252829684	0.003302204405	98.33910918	1.544059599	0.1168312173	93.28677936	5.278214916	1.435005721							0	0	0	-899.9192168	0.003302204405	-10114.3740443294	
899.8392168	95	4	1	0.3274977567	0.003294313858	98.33567842	1.547223622	0.1170979539	93.27009172	5.2905466	1.439361675							0	0	0	-899.8392168	0.003294313858	-10163.2299429688	
899.7592168	95	4	1	0.3296999942	0.003286461196	98.33224976	1.550385779	0.1173644618	93.25340028	5.302879026	1.443720697							0	0	0	-899.7592168	0.003286461196	-10212.2049079874	
899.6792168	95	4	1	0.331889782	0.00327864615	98.32882319	1.553546073	0.1176307404	93.23670502	5.315212201	1.448082781							0	0	0	-899.6792168	0.00327864615	-10261.3000964259	
899.5992168	95	4	1	0.3340672199	0.003270868451	98.32539871	1.556704505	0.1178967894	93.22000594	5.327546131	1.452447926							0	0	0	-899.5992168	0.003270868451	-10310.5141566486	
899.5192168	95	4	1	0.3362324068	0.003263127833	98.32197631	1.559861077	0.1181626084	93.20330305	5.339880821	1.456816126							0	0	0	-899.5192168	0.003263127833	-10359.8477177178	
899.4392168	95	4	1	0.3383854407	0.003255424033	98.31855601	1.563015791	0.118428197	93.18659634	5.352216279	1.46118738							0	0	0	-899.4392168	0.003255424033	-10409.3001057851	
899.3592168	95	4	1	0.3405264184	0.003247756789	98.3151378	1.566168649	0.1186935548	93.16988581	5.364552509	1.465561683							0	0	0	-899.3592168	0.003247756789	-10458.8720673987	
899.2792168	95	4	1	0.3426554358	0.003240125844	98.31172167	1.569319652	0.1189586814	93.15317145	5.376889517	1.469939032							0	0	0	-899.2792168	0.003240125844	-10508.5643649774	
899.1992168	95	4	1	0.3447725877	0.003232530942	98.30830762	1.572468804	0.1192235763	93.13645327	5.38922731	1.474319425							0	0	0	-899.1992168	0.003232530942	-10558.3757721544	
899.1192168	95	4	1	0.3468779681	0.003224971829	98.30489566	1.575616104	0.1194882393	93.11973125	5.401565893	1.478702857							0	0	0	-899.1192168	0.003224971829	-10608.306461295	
899.0392168	95	4	1	0.3489716699	0.003217448254	98.30148577	1.578761556	0.1197526699	93.1030054	5.413905272	1.483089325							0	0	0	-899.0392168	0.003217448254	-10658.3559204191	
898.9592168	95	4	1	0.351053785	0.003209959967	98.29807797	1.581905162	0.1200168678	93.08627572	5.426245454	1.487478826							0	0	0	-898.9592168	0.003209959967	-10708.5251311221	
898.8792168	95	4	1	0.3531244047	0.003202506723	98.29467225	1.585046922	0.1202808325	93.0695422	5.438586443	1.491871357							0	0	0	-898.8792168	0.003202506723	-10758.814366423	
898.7992168	95	4	1	0.3551836189	0.003195088277	98.2912686	1.588186839	0.1205445638	93.05280484	5.450928245	1.496266915							0	0	0	-898.7992168	0.003195088277	-10809.2225422368	
898.7192168	95	4	1	0.357231517	0.003187704387	98.28786702	1.591324915	0.1208080611	93.03606364	5.463270867	1.500665495							0	0	0	-898.7192168	0.003187704387	-10859.7500183801	
898.6392168	95	4	1	0.3592681872	0.003180354813	98.28446752	1.594461151	0.1210713242	93.01931859	5.475614314	1.505067096							0	0	0	-898.6392168	0.003180354813	-10910.3972204958	
898.5592168	95	4	1	0.361293717	0.003173039318	98.2810701	1.59759555	0.1213343526	93.00256969	5.487958592	1.509471714							0	0	0	-898.5592168	0.003173039318	-10961.1638562932	
898.4792168	95	4	1	0.3633081929	0.003165757666	98.27767474	1.600728113	0.1215971461	92.98581695	5.500303706	1.513879345							0	0	0	-898.4792168	0.003165757666	-11012.0489235445	
898.3992168	95	4	1	0.3653117006	0.003158509623	98.27428145	1.603858842	0.1218597042	92.96906035	5.512649663	1.518289986							0	0	0	-898.3992168	0.003158509623	-11063.0537222923	
898.3192168	95	4	1	0.3673043248	0.003151294959	98.27089023	1.606987739	0.1221220266	92.9522999	5.524996467	1.522703635							0	0	0	-898.3192168	0.003151294959	-11114.1788311872	
898.2392168	95	4	1	0.3692861497	0.003144113445	98.26750108	1.610114806	0.1223841128	92.93553559	5.537344124	1.527120288							0	0	0	-898.2392168	0.003144113445	-11165.423357909	
898.1592168	95	4	1	0.3712572582	0.003136964854	98.26411399	1.613240044	0.1226459627	92.91876742	5.54969264	1.531539942							0	0	0	-898.1592168	0.003136964854	-11216.7863993174	
898.0792168	95	4	1	0.3732177327	0.00312984896	98.26072897	1.616363455	0.1229075757	92.90199539	5.562042021	1.535962594							0	0	0	-898.0792168	0.00312984896	-11268.2686724021	
897.9992168	95	4	1	0.3751676547	0.003122765541	98.25734601	1.619485041	0.1231689516	92.88521949	5.574392272	1.540388241							0	0	0	-897.9992168	0.003122765541	-11319.8709138272	
897.9192168	95	4	1	0.3771071049	0.003115714376	98.25396511	1.622604804	0.1234300899	92.86843972	5.586743398	1.544816879							0	0	0	-897.9192168	0.003115714376	-11371.5931528195	
897.8392168	95	4	1	0.3790361631	0.003108695247	98.25058626	1.625722746	0.1236909904	92.85165609	5.599095406	1.549248506							0	0	0	-897.8392168	0.003108695247	-11423.433780111	
897.7592168	95	4	1	0.3809549084	0.003101707935	98.24720948	1.628838868	0.1239516526	92.83486858	5.6114483	1.553683118							0	0	0	-897.7592168	0.003101707935	-11475.3937151942	
897.6792168	95	4	1	0.3828634192	0.003094752227	98.24383475	1.631953172	0.1242120763	92.8180772	5.623802086	1.558120714							0	0	0	-897.6792168	0.003094752227	-11527.4738422067	
897.5992168	95	4	1	0.3847617729	0.003087827909	98.24046208	1.63506566	0.1244722611	92.80128194	5.63615677	1.562561288							0	0	0	-897.5992168	0.003087827909	-11579.6718374281	
