T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
884.5808543	90	7	3	0	0	97.91921992	1.856418697	0.2243613873	90	7	3							0.002209441578	-0.001435024618	-0.0007744169595	-884.5808543	0	17.850413037862	
884.5708543	90	7	3	0.0002778057145	0.0002790618523	97.91889105	1.85670783	0.2244011193	89.99779053	7.001435105	3.000774362							0	0	0	-884.5708543	0.0002790618523	53.8182863396099	
884.5508543	90	7	3	0.0008328249644	0.0005577085799	97.91823339	1.857286021	0.224480587	89.99337144	7.004305206	3.002323357							0	0	0	-884.5508543	0.0005577085799	71.8002906413489	
884.5108543	90	7	3	0.001941358348	0.001114424894	97.91691812	1.858442387	0.2246394896	89.98453225	7.010045778	3.005421968							0	0	0	-884.5108543	0.001114424894	71.9046783150321	
884.4308543	90	7	3	0.004152474229	0.00222531959	97.91428959	1.860753331	0.2249570803	89.96685011	7.021528145	3.011621744							0	0	0	-884.4308543	0.00222531959	-20003.773536197	
884.3508543	90	7	3	0.006354476438	0.00222130579	97.91166325	1.863062347	0.2252744036	89.94916296	7.033012187	3.017824856							0	0	0	-884.3508543	0.00222130579	-21256.6532789871	
884.2708543	90	7	3	0.00854806554	0.002217739805	97.90903904	1.865369527	0.2255914368	89.93147078	7.04449815	3.024031071							0	0	0	-884.2708543	0.002217739805	-22475.2477261546	
884.1908543	90	7	3	0.01073328858	0.0022141868	97.90641695	1.867674873	0.2259081802	89.91377357	7.055986043	3.03024039							0	0	0	-884.1908543	0.0022141868	-22553.3027450675	
884.1108543	90	7	3	0.0129101911	0.002210645462	97.90379698	1.869978387	0.2262246336	89.89607132	7.06747587	3.036452811							0	0	0	-884.1108543	0.002210645462	-22627.5931125959	
