T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI				
896.7301808	94	6	0	0	99.27278418	0.727215823	94	6	0.001533658147	-0.001533658147	-896.7301808	0	17.0710891118814	
896.7201808	94	6	0.0002916270209	0.0002910135981	99.27258042	0.7274195803	93.99846601	6.001533988	0	0	-896.7201808	0.0002910135981	51.6542217689843	
896.7001808	94	6	0.0008739476112	0.0005812827996	99.2721729	0.7278271017	93.99539918	6.004600817	0	0	-896.7001808	0.0005812827996	68.919733721809	
896.6601808	94	6	0.00203680677	0.001161362363	99.27135781	0.7286421913	93.9892655	6.010734504	0	0	-896.6601808	0.001161362363	69.0290427595651	
896.5801808	94	6	0.004354969513	0.002317857035	99.26972745	0.7302725531	93.97700065	6.022999354	0	0	-896.5801808	0.002317857035	69.3205193997187	
896.4201808	94	6	0.008961288111	0.004616356666	99.26646609	0.7335339081	93.95248104	6.047518964	0	0	-896.4201808	0.004616356666	69.9053035216826	
896.1001808	94	6	0.01805559696	0.009156179846	99.25994045	0.7400595506	93.90348215	6.096517853	0	0	-896.1001808	0.009156179846	71.1806362839466	
895.4601808	94	6	0.03574844657	0.01798032932	99.2468778	0.7531222009	93.80564622	6.194353777	0	0	-895.4601808	0.01798032932	73.8172315096499	
894.1801808	94	6	0.06934027758	0.03476307978	99.22070635	0.7792936457	93.61061664	6.38938336	0	0	-894.1801808	0.03476307978	79.0816048106554	
891.6201808	94	6	0.1301282124	0.06517459878	99.1681762	0.8318237962	93.2231126	6.776887402	0	0	-891.6201808	0.06517459878	-753.927031437402	
889.0601808	94	6	0.1834899507	0.06120224097	99.11539129	0.8846087141	92.83898248	7.161017523	0	0	-889.0601808	0.06120224097	-685.904951470413	
886.5001808	94	6	0.2306860329	0.05766075422	99.06234504	0.9376549609	92.45818155	7.541818452	0	0	-886.5001808	0.05766075422	-767.241564116344	
883.9401808	94	6	0.2727130547	0.05448849477	99.00903136	0.9909686384	92.08066541	7.919334594	0	0	-883.9401808	0.05448849477	-853.810869690521	
881.3801808	94	6	0.3103656001	0.05163127753	98.95544417	1.044555829	91.70638741	8.293612588	0	0	-881.3801808	0.05163127753	-945.238106749769	
