T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
886.4010308	92	1	7	0	0	98.96853807	0.2146106637	0.8168512652	92	1	7							0.001620443788	-0.0001826328399	-0.001437810948	-886.4010308	0	21.3855201011116	
886.3910308	92	1	7	0.0002330267709	0.000232650304	98.96833848	0.2146302289	0.8170312939	91.99837956	1.000182647	7.00143779							0	0	0	-886.3910308	0.000232650304	64.5804109813675	
886.3710308	92	1	7	0.0006984895885	0.0004648429527	98.96793932	0.2146693004	0.8173913788	91.99513876	1.000547905	7.004313332							0	0	0	-886.3710308	0.0004648429527	86.1605242866443	
886.3310308	92	1	7	0.001628199205	0.0009288220173	98.96714104	0.2147473937	0.8181115685	91.9886576	1.001278392	7.010064012							0	0	0	-886.3310308	0.0009288220173	86.2797360253609	
886.2510308	92	1	7	0.003482822515	0.001854562518	98.96554463	0.2149033013	0.8195520674	91.97569689	1.002739245	7.021563869							0	0	0	-886.2510308	0.001854562518	-21900.1089581572	
886.1710308	92	1	7	0.005330170852	0.001850894981	98.96394847	0.2150587919	0.8209927339	91.96273838	1.004199863	7.033061756							0	0	0	-886.1710308	0.001850894981	-23047.9848064776	
886.0910308	92	1	7	0.007170800862	0.001847584115	98.96235255	0.2152138813	0.8224335644	91.94978207	1.00566028	7.044557654							0	0	0	-886.0910308	0.001847584115	-24206.1742982139	
886.0110308	92	1	7	0.009004748858	0.001844285055	98.96075687	0.2153685702	0.8238745594	91.93682794	1.007120496	7.056051564							0	0	0	-886.0110308	0.001844285055	-24290.7561593167	
885.9310308	92	1	7	0.01083205042	0.001840997209	98.95916142	0.2155228592	0.8253157191	91.923876	1.008580514	7.067543488							0	0	0	-885.9310308	0.001840997209	-24373.561285116	
885.8510308	92	1	7	0.01265274089	0.001837720527	98.95756621	0.2156767489	0.8267570437	91.91092624	1.010040332	7.079033424							0	0	0	-885.8510308	0.001837720527	-24456.5251856061	
885.7710308	92	1	7	0.01446685534	0.00183445495	98.95597123	0.2158302399	0.8281985333	91.89797867	1.011499953	7.090521373							0	0	0	-885.7710308	0.00183445495	-24539.6344170191	
885.6910308	92	1	7	0.01627442863	0.001831200425	98.95437648	0.2159833328	0.829640188	91.88503329	1.012959376	7.102007334							0	0	0	-885.6910308	0.001831200425	-24622.8973065627	
885.6110308	92	1	7	0.01807549536	0.001827956896	98.95278196	0.2161360283	0.831082008	91.87209009	1.014418603	7.113491307							0	0	0	-885.6110308	0.001827956896	-24706.2998512212	
885.5310308	92	1	7	0.01987008989	0.001824724307	98.95118768	0.2162883268	0.8325239934	91.85914907	1.015877633	7.124973292							0	0	0	-885.5310308	0.001824724307	-24789.8468666708	
885.4510308	92	1	7	0.02165824634	0.001821502604	98.94959363	0.216440229	0.8339661443	91.84621024	1.017336468	7.136453289							0	0	0	-885.4510308	0.001821502604	-24873.5471122108	
885.3710308	92	1	7	0.0234399986	0.001818291734	98.9479998	0.2165917355	0.8354084609	91.83327359	1.018795109	7.147931297							0	0	0	-885.3710308	0.001818291734	-24957.3900636728	
885.2910308	92	1	7	0.02521538032	0.001815091641	98.94640621	0.2167428469	0.8368509433	91.82033913	1.020253555	7.159407316							0	0	0	-885.2910308	0.001815091641	-25041.3809266449	
885.2110308	92	1	7	0.02698442492	0.001811902274	98.94481284	0.2168935638	0.8382935917	91.80740685	1.021711807	7.170881346							0	0	0	-885.2110308	0.001811902274	-25125.5167018857	
885.1310308	92	1	7	0.0287471656	0.001808723577	98.94321971	0.2170438867	0.8397364062	91.79447675	1.023169867	7.182353386							0	0	0	-885.1310308	0.001808723577	-25209.7988633906	
885.0510308	92	1	7	0.0305036353	0.0018055555	98.9416268	0.2171938163	0.841179387	91.78154883	1.024627734	7.193823437							0	0	0	-885.0510308	0.0018055555	-25294.2323834115	
884.9710308	92	1	7	0.03225386678	0.001802397989	98.94003411	0.2173433531	0.8426225341	91.76862309	1.026085409	7.205291499							0	0	0	-884.9710308	0.001802397989	-25378.8107712238	
884.8910308	92	1	7	0.03399789253	0.001799250993	98.93844165	0.2174924977	0.8440658478	91.75569954	1.027542894	7.21675757							0	0	0	-884.8910308	0.001799250993	-25463.5351627656	
884.8110308	92	1	7	0.03573574486	0.001796114459	98.93684942	0.2176412508	0.8455093281	91.74277816	1.029000188	7.228221652							0	0	0	-884.8110308	0.001796114459	-25548.4029125423	
884.7310308	92	1	7	0.03746745581	0.001792988336	98.93525741	0.2177896128	0.8469529752	91.72985896	1.030457292	7.239683743							0	0	0	-884.7310308	0.001792988336	-25633.419375808	
884.6510308	92	1	7	0.03919305725	0.001789872573	98.93366563	0.2179375844	0.8483967893	91.71694195	1.031914207	7.251143845							0	0	0	-884.6510308	0.001789872573	-25718.586021834	
884.5710308	92	1	7	0.04091258081	0.00178676712	98.93207406	0.2180851661	0.8498407705	91.70402711	1.033370933	7.262601955							0	0	0	-884.5710308	0.00178676712	-25803.9001358873	
884.4910308	92	1	7	0.04262605789	0.001783671926	98.93048272	0.2182323586	0.8512849189	91.69111445	1.034827471	7.274058075							0	0	0	-884.4910308	0.001783671926	-25889.3548459941	
884.4110308	92	1	7	0.04433351971	0.00178058694	98.9288916	0.2183791623	0.8527292346	91.67820397	1.036283822	7.285512204							0	0	0	-884.4110308	0.00178058694	-25974.9600425949	
884.3310308	92	1	7	0.04603499726	0.001777512114	98.9273007	0.218525578	0.8541737179	91.66529567	1.037739986	7.296964342							0	0	0	-884.3310308	0.001777512114	-26060.7171876831	
884.2510308	92	1	7	0.04773052131	0.001774447398	98.92571003	0.2186716061	0.8556183688	91.65238955	1.039195963	7.308414489							0	0	0	-884.2510308	0.001774447398	-26146.615181306	
884.1710308	92	1	7	0.04942012245	0.001771392742	98.92411957	0.2188172472	0.8570631875	91.6394856	1.040651756	7.319862645							0	0	0	-884.1710308	0.001771392742	-26232.6598542855	
884.0910308	92	1	7	0.05110383103	0.001768348098	98.92252932	0.2189625019	0.8585081742	91.62658383	1.042107363	7.33130881							0	0	0	-884.0910308	0.001768348098	-26318.8571004004	
884.0110308	92	1	7	0.05278167723	0.001765313418	98.9209393	0.2191073708	0.8599533289	91.61368423	1.043562785	7.342752983							0	0	0	-884.0110308	0.001765313418	-26405.1999453835	
883.9310308	92	1	7	0.054453691	0.001762288653	98.91934949	0.2192518544	0.8613986519	91.60078681	1.045018024	7.354195164							0	0	0	-883.9310308	0.001762288653	-26491.6857240069	
883.8510308	92	1	7	0.05611990211	0.001759273755	98.9177599	0.2193959533	0.8628441432	91.58789157	1.04647308	7.365635354							0	0	0	-883.8510308	0.001759273755	-26578.3249388361	
883.7710308	92	1	7	0.0577803401	0.001756268678	98.91617053	0.219539668	0.864289803	91.5749985	1.047927952	7.377073551							0	0	0	-883.7710308	0.001756268678	-26665.1104399327	
883.6910308	92	1	7	0.05943503435	0.001753273373	98.91458137	0.2196829992	0.8657356314	91.5621076	1.049382643	7.388509757							0	0	0	-883.6910308	0.001753273373	-26752.0397036469	
883.6110308	92	1	7	0.06108401402	0.001750287794	98.91299242	0.2198259474	0.8671816287	91.54921888	1.050837152	7.399943971							0	0	0	-883.6110308	0.001750287794	-26839.1143411117	
883.5310308	92	1	7	0.06272730808	0.001747311893	98.91140369	0.2199685132	0.8686277948	91.53633233	1.05229148	7.411376193							0	0	0	-883.5310308	0.001747311893	-26926.3408830079	
883.4510308	92	1	7	0.06436494531	0.001744345626	98.90981517	0.220110697	0.8700741301	91.52344795	1.053745628	7.422806423							0	0	0	-883.4510308	0.001744345626	-27013.7211053929	
883.3710308	92	1	7	0.06599695429	0.001741388946	98.90822687	0.2202524996	0.8715206345	91.51056574	1.055199596	7.43423466							0	0	0	-883.3710308	0.001741388946	-27101.2387856808	
883.2910308	92	1	7	0.06762336343	0.001738441806	98.90663877	0.2203939214	0.8729673083	91.49768571	1.056653385	7.445660905							0	0	0	-883.2910308	0.001738441806	-27188.9096706462	
883.2110308	92	1	7	0.06924420093	0.001735504163	98.90505089	0.2205349629	0.8744141516	91.48480785	1.058106995	7.457085158							0	0	0	-883.2110308	0.001735504163	-27276.7262972354	
883.1310308	92	1	7	0.07085949481	0.001732575969	98.90346321	0.2206756248	0.8758611645	91.47193215	1.059560427	7.468507418							0	0	0	-883.1310308	0.001732575969	-27364.6909925789	
883.0510308	92	1	7	0.07246927292	0.001729657182	98.90187575	0.2208159077	0.8773083473	91.45905863	1.061013682	7.479927686							0	0	0	-883.0510308	0.001729657182	-27452.8054971773	
882.9710308	92	1	7	0.0740735629	0.001726747755	98.90028849	0.2209558119	0.8787556999	91.44618728	1.06246676	7.491345961							0	0	0	-882.9710308	0.001726747755	-27541.0627454051	
882.8910308	92	1	7	0.07567239222	0.001723847645	98.89870144	0.2210953382	0.8802032226	91.4333181	1.063919661	7.502762244							0	0	0	-882.8910308	0.001723847645	-27629.4741647828	
882.8110308	92	1	7	0.07726578818	0.001720956808	98.8971146	0.221234487	0.8816509155	91.42045108	1.065372386	7.514176534							0	0	0	-882.8110308	0.001720956808	-27718.0324760769	
882.7310308	92	1	7	0.07885377789	0.0017180752	98.89552796	0.2213732589	0.8830987788	91.40758623	1.066824936	7.525588831							0	0	0	-882.7310308	0.0017180752	-27806.7350331249	
882.6510308	92	1	7	0.08043638829	0.001715202777	98.89394153	0.2215116545	0.8845468126	91.39472355	1.068277311	7.536999135							0	0	0	-882.6510308	0.001715202777	-27895.5840369185	
882.5710308	92	1	7	0.08201364612	0.001712339496	98.89235531	0.2216496743	0.885995017	91.38186304	1.069729512	7.548407447							0	0	0	-882.5710308	0.001712339496	-27984.5866292747	
882.4910308	92	1	7	0.08358557797	0.001709485315	98.89076929	0.2217873188	0.8874433922	91.36900469	1.07118154	7.559813766							0	0	0	-882.4910308	0.001709485315	-28073.7402403034	
882.4110308	92	1	7	0.08515221026	0.001706640191	98.88918347	0.2219245887	0.8888919383	91.35614851	1.072633394	7.571218092							0	0	0	-882.4110308	0.001706640191	-28163.0373903639	
882.3310308	92	1	7	0.08671356921	0.001703804081	98.88759786	0.2220614843	0.8903406554	91.3432945	1.074085075	7.582620426							0	0	0	-882.3310308	0.001703804081	-28252.480405831	
882.2510308	92	1	7	0.08826968091	0.001700976943	98.88601245	0.2221980063	0.8917895438	91.33044265	1.075536585	7.594020766							0	0	0	-882.2510308	0.001700976943	-28342.0716295413	
882.1710308	92	1	7	0.08982057123	0.001698158735	98.88442724	0.2223341553	0.8932386036	91.31759296	1.076987923	7.605419114							0	0	0	-882.1710308	0.001698158735	-28431.813548317	
882.0910308	92	1	7	0.09136626592	0.001695349416	98.88284223	0.2224699317	0.8946878348	91.30474544	1.078439091	7.616815469							0	0	0	-882.0910308	0.001695349416	-28521.7035508163	
882.0110308	92	1	7	0.09290679053	0.001692548944	98.88125743	0.222605336	0.8961372377	91.29190008	1.079890087	7.628209831							0	0	0	-882.0110308	0.001692548944	-28611.744256435	
881.9310308	92	1	7	0.09444217046	0.001689757279	98.87967282	0.222740369	0.8975868124	91.27905689	1.081340914	7.639602201							0	0	0	-881.9310308	0.001689757279	-28701.9329943723	
881.8510308	92	1	7	0.09597243095	0.001686974379	98.87808841	0.2228750309	0.899036559	91.26621585	1.082791572	7.650992577							0	0	0	-881.8510308	0.001686974379	-28792.2673062625	
881.7710308	92	1	7	0.09749759707	0.001684200204	98.8765042	0.2230093225	0.9004864777	91.25337698	1.084242061	7.662380961							0	0	0	-881.7710308	0.001684200204	-28882.7549220348	
881.6910308	92	1	7	0.09901769373	0.001681434714	98.87492019	0.2231432442	0.9019365686	91.24054027	1.085692381	7.673767352							0	0	0	-881.6910308	0.001681434714	-28973.3880796069	
881.6110308	92	1	7	0.1005327457	0.001678677868	98.87333637	0.2232767966	0.9033868319	91.22770572	1.087142534	7.685151751							0	0	0	-881.6110308	0.001678677868	-29064.1695311479	
881.5310308	92	1	7	0.1020427775	0.001675929627	98.87175275	0.2234099802	0.9048372677	91.21487332	1.088592519	7.696534156							0	0	0	-881.5310308	0.001675929627	-29155.1019183323	
