T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
927.6456036	99	1	0	0	99.88713254	0.1128674564	99	1			0.001701469164	-0.001701469164	-927.6456036	0	2.57100089993827	
927.6356036	99	1	0.001915455963	0.001914787128	99.88693813	0.1130618716	98.99829853	1.001701471			0	0	-927.6356036	0.001914787128	7.87402440210241	
927.6156036	99	1	0.005727646817	0.00381786062	99.88654929	0.1134507089	98.99489574	1.005104257			0	0	-927.6156036	0.00381786062	10.544079394513	
927.5756036	99	1	0.01327432285	0.007586848736	99.88577159	0.1142284134	98.9880908	1.011909201			0	0	-927.5756036	0.007586848736	10.69454062846	
927.4956036	99	1	0.0280382842	0.01495730946	99.88421609	0.1157839095	98.97448357	1.025516432			0	0	-927.4956036	0.01495730946	-413.773838133977	
927.4156036	99	1	0.04238803936	0.01475846168	99.88266041	0.1173395851	98.96087952	1.03912048			0	0	-927.4156036	0.01475846168	-407.140226737304	
927.3356036	99	1	0.05633992795	0.01456421669	99.88110462	0.1188953831	98.9472791	1.052720898			0	0	-927.3356036	0.01456421669	-417.61265890083	
927.2556036	99	1	0.06991016808	0.01437518949	99.87954867	0.120451328	98.93368211	1.066317891			0	0	-927.2556036	0.01437518949	-428.809811240558	
927.1756036	99	1	0.08311391936	0.01419096721	99.87799258	0.12200742	98.92008854	1.079911458			0	0	-927.1756036	0.01419096721	-439.917618841489	
927.0956036	99	1	0.09596555529	0.01401136758	99.87643634	0.1235636594	98.9064984	1.093501598			0	0	-927.0956036	0.01401136758	-451.166099536663	
927.0156036	99	1	0.1084787147	0.01383621896	99.87487995	0.1251200464	98.89291169	1.107088309			0	0	-927.0156036	0.01383621896	-462.55682217002	
926.9356036	99	1	0.1206663476	0.01366535789	99.87332342	0.1266765815	98.87932841	1.12067159			0	0	-926.9356036	0.01366535789	-474.089487524234	
926.8556036	99	1	0.1325407578	0.0134986288	99.87176674	0.1282332647	98.86574856	1.134251441			0	0	-926.8556036	0.0134986288	-485.764088502919	
926.7756036	99	1	0.1441136428	0.01333588357	99.8702099	0.1297900964	98.85217214	1.147827858			0	0	-926.7756036	0.01333588357	-497.580631106902	
926.6956036	99	1	0.1553961301	0.01317698107	99.86865292	0.1313470769	98.83859916	1.161400842			0	0	-926.6956036	0.01317698107	-509.539088007245	
926.6156036	99	1	0.1663988113	0.01302178675	99.86709579	0.1329042064	98.82502961	1.174970391			0	0	-926.6156036	0.01302178675	-521.639460089579	
926.5356036	99	1	0.1771317744	0.01287017228	99.86553851	0.1344614852	98.8114635	1.188536504			0	0	-926.5356036	0.01287017228	-533.881772216934	
