T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
921.7126879	98	2	0	0	99.77136971	0.2286302903	98	2			0.001669386872	-0.001669386872	-921.7126879	0	5.26047742083107	
921.7026879	98	2	0.0009425352612	0.0009418763677	99.77117385	0.2288261496	97.99833044	2.001669563			0	0	-921.7026879	0.0009418763677	15.9737319572219	
921.6826879	98	2	0.002822584278	0.001880356816	99.77078213	0.2292178746	97.994992	2.005008001			0	0	-921.6826879	0.001880356816	21.3432851363947	
921.6426879	98	2	0.006563796208	0.003748863203	99.76999864	0.2300013579	97.98831542	2.011684577			0	0	-921.6426879	0.003748863203	21.4771509347289	
921.5626879	98	2	0.01397072819	0.007449967943	99.76843154	0.2315684557	97.97496487	2.025035133			0	0	-921.5626879	0.007449967943	-1438.35851309979	
921.4826879	98	2	0.02126604079	0.00739347369	99.7668643	0.2331357034	97.96161783	2.038382169			0	0	-921.4826879	0.00739347369	-1516.30048114742	
921.4026879	98	2	0.02845858564	0.0073436215	99.76529689	0.2347031148	97.94827431	2.05172569			0	0	-921.4026879	0.0073436215	-1615.71400445109	
921.3226879	98	2	0.03555048824	0.007294437254	99.76372931	0.2362706925	97.93493428	2.065065715			0	0	-921.3226879	0.007294437254	-1637.38585277899	
921.2426879	98	2	0.04254380624	0.007245896296	99.76216156	0.2378384369	97.92159776	2.078402245			0	0	-921.2426879	0.007245896296	-1659.01181990303	
921.1626879	98	2	0.0494405421	0.007197986052	99.76059365	0.2394063483	97.90826472	2.091735277			0	0	-921.1626879	0.007197986052	-1680.7792306534	
921.0826879	98	2	0.05624264492	0.007150694318	99.75902557	0.2409744267	97.89493519	2.105064813			0	0	-921.0826879	0.007150694318	-1702.68861882054	
921.0026879	98	2	0.06295201223	0.00710400919	99.75745733	0.2425426726	97.88160915	2.11839085			0	0	-921.0026879	0.00710400919	-1724.73974437764	
920.9226879	98	2	0.06957049165	0.007057919067	99.75588891	0.2441110861	97.86828661	2.13171339			0	0	-920.9226879	0.007057919067	-1746.93263406129	
