T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
912.3977036	96	2	2	0	0	99.22347525	0.5735388026	0.2029859515	96	2	2							0.001933809103	-0.000855712611	-0.001078096492	-912.3977036	0	8.29187576352949	
912.3877036	96	2	2	0.0005992284082	0.0005997414219	99.22316676	0.5737451702	0.2030880653	95.99806617	2.000855747	2.001078081							0	0	0	-912.3877036	0.0005997414219	25.0558292134274	
912.3677036	96	2	2	0.001795765835	0.001198190139	99.22254986	0.5741578329	0.2032923085	95.99419845	2.00256708	2.003234474							0	0	0	-912.3677036	0.001198190139	33.4486666140327	
912.3277036	96	2	2	0.004181608287	0.002391992917	99.22131661	0.5749825881	0.203700798	95.9864625	2.005989351	2.007548149							0	0	0	-912.3277036	0.002391992917	33.5682333384846	
912.2477036	96	2	2	0.008924518734	0.004766494783	99.21885218	0.5766300102	0.2045178136	95.97098874	2.012832273	2.01617899							0	0	0	-912.2477036	0.004766494783	-3943.84326290598	
912.1677036	96	2	2	0.01362411428	0.004746032155	99.21639044	0.5782747008	0.2053348566	95.9555125	2.0196732	2.024814301							0	0	0	-912.1677036	0.004746032155	-4181.49586447001	
912.0877036	96	2	2	0.01828358302	0.004727940458	99.21393131	0.5799168131	0.2061518793	95.9400337	2.026512622	2.033453678							0	0	0	-912.0877036	0.004727940458	-4439.50604763468	
912.0077036	96	2	2	0.02290342306	0.004709990987	99.21147476	0.5815563545	0.2069688817	95.92455232	2.033350563	2.042097119							0	0	0	-912.0077036	0.004709990987	-4473.86662118278	
911.9277036	96	2	2	0.02748411899	0.004692176196	99.20902081	0.5831933306	0.2077858627	95.90906835	2.040187037	2.050744609							0	0	0	-911.9277036	0.004692176196	-4507.6348980064	
911.8477036	96	2	2	0.03202614777	0.004674494654	99.20656943	0.5848277466	0.2086028212	95.8935818	2.04702206	2.059396136							0	0	0	-911.8477036	0.004674494654	-4541.54220518796	
911.7677036	96	2	2	0.03652997879	0.004656944887	99.20412064	0.5864596079	0.2094197561	95.87809267	2.053855646	2.068051686							0	0	0	-911.7677036	0.004656944887	-4575.57917026449	
911.6877036	96	2	2	0.04099607403	0.004639525432	99.20167441	0.5880889197	0.2102366665	95.86260095	2.060687809	2.076711245							0	0	0	-911.6877036	0.004639525432	-4609.74476435751	
911.6077036	96	2	2	0.04542488823	0.00462223485	99.19923076	0.5897156873	0.2110535512	95.84710663	2.067518565	2.085374801							0	0	0	-911.6077036	0.00462223485	-4644.03931749548	
911.5277036	96	2	2	0.04981686895	0.004605071723	99.19678967	0.5913399158	0.2118704092	95.83160973	2.074347926	2.094042341							0	0	0	-911.5277036	0.004605071723	-4678.46274189814	
911.4477036	96	2	2	0.0541724568	0.004588034653	99.19435115	0.5929616105	0.2126872396	95.81611024	2.081175908	2.102713852							0	0	0	-911.4477036	0.004588034653	-4713.01505303126	
911.3677036	96	2	2	0.0584920855	0.004571122263	99.19191518	0.5945807764	0.2135040412	95.80060815	2.088002525	2.111389321							0	0	0	-911.3677036	0.004571122263	-4747.69608101523	
911.2877036	96	2	2	0.06277618208	0.004554333194	99.18948177	0.5961974187	0.2143208132	95.78510347	2.09482779	2.120068735							0	0	0	-911.2877036	0.004554333194	-4782.50590660867	
911.2077036	96	2	2	0.06702516693	0.004537666109	99.1870509	0.5978115424	0.2151375544	95.7695962	2.101651718	2.128752082							0	0	0	-911.2077036	0.004537666109	-4817.44484803542	
