T	w(AL)	w(MG)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI				
887.2153719	91	9	0	0	97.12168737	2.878312635	91	9	0.001873613441	-0.001873613441	-887.2153719	0	16.2817613344531	
887.2053719	91	9	0.0003040839987	0.0003061206555	97.12107363	2.878926373	90.99812619	9.001873807	0	0	-887.2053719	0.0003061206555	49.0519547694634	
887.1853719	91	9	0.0009116687244	0.0006118546052	97.11984608	2.880153917	90.99437888	9.005621117	0	0	-887.1853719	0.0006118546052	65.449369103919	
887.1453719	91	9	0.00212490278	0.001222398999	97.11739062	2.882609376	90.98688565	9.013114353	0	0	-887.1453719	0.001222398999	65.5636926890165	
887.0653719	91	9	0.004544464563	0.002440791953	97.11247999	2.887520007	90.97190051	9.028099488	0	0	-887.0653719	0.002440791953	65.7732877817277	
886.9053719	91	9	0.009355599972	0.004865101124	97.1026585	2.897341495	90.94193888	9.05806112	0	0	-886.9053719	0.004865101124	66.2235119041862	
886.5853719	91	9	0.0188672664	0.009664887682	97.08301458	2.916985424	90.88205025	9.117949748	0	0	-886.5853719	0.009664887682	67.1942021988927	
885.9453719	91	9	0.03742871577	0.01904636833	97.04372307	2.956276933	90.76241344	9.237586557	0	0	-885.9453719	0.01904636833	69.1940806894152	
884.6653719	91	9	0.0728584021	0.03705800339	96.96512136	3.034878643	90.52370257	9.476297426	0	0	-884.6653719	0.03705800339	73.1638436680333	
882.1053719	91	9	0.1375798566	0.0702892783	96.80782244	3.192177557	90.04856706	9.951432941	0	0	-882.1053719	0.0702892783	-814.438046826783	
879.5453719	91	9	0.1947138048	0.06672833667	96.65035726	3.349642743	89.5765433	10.4234567	0	0	-879.5453719	0.06672833667	-756.035982286739	
876.9853719	91	9	0.2454540785	0.06348712315	96.49267774	3.507322263	89.10769186	10.89230814	0	0	-876.9853719	0.06348712315	-829.28967188108	
874.4253719	91	9	0.2907664828	0.06052864379	96.33473713	3.665262866	88.6420649	11.3579351	0	0	-874.4253719	0.06052864379	-906.662317731566	
871.8653719	91	9	0.3314371005	0.05781834754	96.17648898	3.823511024	88.17970405	11.82029595	0	0	-871.8653719	0.05781834754	-987.819965902854	
869.3053719	91	9	0.3681115125	0.05532709699	96.01788721	3.982112789	87.72064157	12.27935843	0	0	-869.3053719	0.05532709699	-1072.8326547591	
866.7453719	91	9	0.4013243209	0.05303018552	95.85888617	4.141113832	87.26490096	12.73509904	0	0	-866.7453719	0.05303018552	-1161.78308439739	
864.1853719	91	9	0.4315216068	0.05090651968	95.69944051	4.300559491	86.81249765	13.18750235	0	0	-864.1853719	0.05090651968	-1254.75889307566	
861.6253719	91	9	0.4590782074	0.04893797674	95.53950519	4.460494813	86.36343958	13.63656042	0	0	-861.6253719	0.04893797674	-1351.85253840924	
